,Cve_Ent,Cve_Mun,nmun,tmax,tmin,Value
569,14,91,Teocaltiche,28.69,9.71,874
570,14,92,Teocuitatlán de Corona,27.05,14.15,210
571,14,93,Tepatitlán de Morelos,26.98,12.02,180
572,14,95,Teuchitlán,29.71,11.84,381
573,14,96,Tizapán el Alto,26.63,15.26,183
574,14,97,Tlajomulco de Zúñiga,28.44,12.77,506
575,14,98,San Pedro Tlaquepaque,28.31,12.4,631
576,14,102,Tonaya,24.01,12.55,702
577,14,103,Tonila,24.09,14.6,459
578,14,104,Totatiche,25.86,7.91,679
579,14,105,Tototlán,29.05,12.49,993
580,14,106,Tuxcacuesco,23.48,11.57,749
581,14,107,Tuxcueca,26.74,15.02,910
582,14,109,Unión de San Antonio,28.63,10.79,732
583,14,110,Unión de Tula,24.89,13.43,22
584,14,111,Valle de Guadalupe,26.96,11.84,651
585,14,112,Valle de Juárez,27.17,14.76,707
586,14,113,San Gabriel,20.24,9.78,934
587,14,114,Villa Corona,27.78,11.7,18
588,14,115,Villa Guerrero,21.745,8.95,182
589,14,117,Cañadas de Obregón,27.59,11.39,741
590,14,118,Yahualica de González Gallo,26.95,11.66,62
591,14,119,Zacoalco de Torres,27.25,11.67,116
592,14,120,Zapopan,28.71,11.86,595
593,14,121,Zapotiltic,26.23,13.88,404
594,14,122,Zapotitlán de Vadillo,24.43,13.82,739
595,14,123,Zapotlán del Rey,28.71,14.18,173
596,14,124,Zapotlanejo,28.52,13.01,392
597,14,125,San Ignacio Cerro Gordo,26.33,11.34,963
598,15,1,Acambay de Ruíz Castañeda,21.21,8.8,953
599,15,2,Acolman,25.52,13.02,329
600,15,3,Aculco,22.27,9.68,567
601,15,4,Almoloya de Alquisiras,16.06,10.05,434
602,15,5,Almoloya de Juárez,17.49,7.44,401
603,15,6,Almoloya del Río,18.32,9.34,525
604,15,7,Amanalco,13.52,5.79,459
605,15,8,Amatepec,23.95,15.91,83
606,15,9,Amecameca,16.39,8.89,335
607,15,10,Apaxco,24.91,9.89,231
608,15,11,Atenco,24.16,14.02,990
609,15,12,Atizapán,18.38,9.02,998
610,15,13,Atizapán de Zaragoza,23.42,10.09,807
611,15,14,Atlacomulco,20.84,8.15,324
612,15,15,Atlautla,17.1,9.87,677
613,15,16,Axapusco,23.32,10.87,594
614,15,17,Ayapango,16.65,9.13,631
615,15,18,Calimaya,16.67,8.26,640
616,15,19,Capulhuac,18.34,8.83,545
617,15,20,Coacalco de Berriozábal,26.5,12.48,492
618,15,21,Coatepec Harinas,17.58,10.3,881
619,15,22,Cocotitlán,16.98,8.23,676
620,15,24,Cuautitlán,25.07,11.17,897
621,15,25,Chalco,16.57,7.51,224
622,15,26,Chapa de Mota,21.2,7.66,779
623,15,27,Chapultepec,17.01,5.98,134
624,15,29,Chicoloapan,20.68,11.06,27
625,15,30,Chiconcuac,24.6,13.78,227
626,15,31,Chimalhuacán,23.73,13.3,359
627,15,32,Donato Guerra,16.21,7.81,332
628,15,33,Ecatepec de Morelos,27.64,14.2,749
629,15,34,Ecatzingo,16.41,8.57,181
630,15,35,Huehuetoca,24.79,10.23,879
631,15,36,Hueypoxtla,24.84,10.26,880
632,15,37,Huixquilucan,19.03,7.36,49
633,15,38,Isidro Fabela,19.48,8.66,625
634,15,39,Ixtapaluca,17.43,7.92,880
635,15,40,Ixtapan de la Sal,15.48,9.36,824
636,15,41,Ixtapan del Oro,18.11,10.0,926
637,15,42,Ixtlahuaca,19.4,6.95,475
638,15,43,Xalatlaco,18.6,6.55,778
639,15,44,Jaltenco,25.9,11.44,370
640,15,46,Jilotzingo,17.73,6.74,575
641,15,47,Jiquipilco,16.09,5.21,620
642,15,48,Jocotitlán,19.43,7.25,481
643,15,49,Joquicingo,18.32,10.04,81
644,15,50,Juchitepec,18.87,9.87,533
645,15,51,Lerma,18.65,8.29,162
646,15,52,Malinalco,18.03,10.71,235
647,15,53,Melchor Ocampo,24.52,13.103333333333332,86
648,15,54,Metepec,20.455,8.64,408
649,15,55,Mexicaltzingo,16.47,5.83,835
650,15,57,Naucalpan de Juárez,21.69,9.34,602
651,15,58,Nezahualcóyotl,25.51,14.29,680
652,15,59,Nextlalpan,26.53,12.05,651
653,15,60,Nicolás Romero,18.97,7.28,659
654,15,61,Nopaltepec,23.64,10.77,16
655,15,62,Ocoyoacac,18.51,6.15,628
656,15,63,Ocuilan,17.37,8.4,824
657,15,65,Otumba,21.96,11.25,432
658,15,66,Otzoloapan,21.57,12.96,250
659,15,67,Otzolotepec,18.67,7.73,985
660,15,68,Ozumba,17.25,9.98,339
661,15,69,Papalotla,23.71,13.39,139
662,15,70,La Paz,24.275,15.815,101
663,15,71,Polotitlán,23.07,10.44,471
664,15,73,San Antonio la Isla,18.38,9.02,626
665,15,74,San Felipe del Progreso,19.38,7.16,420
666,15,75,San Martín de las Pirámides,23.8,11.79,518
667,15,76,San Mateo Atenco,17.61,6.0,296
668,15,77,San Simón de Guerrero,15.42,9.38,970
669,15,78,Santo Tomás,19.63,11.37,13
670,15,79,Soyaniquilpan de Juárez,23.31,9.37,556
671,15,80,Sultepec,19.48,12.78,494
672,15,81,Tecámac,26.4,12.42,893
673,15,82,Tejupilco,21.08,13.5,853
674,15,83,Temamatla,16.84,8.22,519
675,15,84,Temascalapa,25.02,11.28,599
676,15,85,Temascalcingo,20.43,8.31,734
677,15,86,Temascaltepec,12.79,7.02,331
678,15,87,Temoaya,18.9,7.61,402
679,15,89,Tenango del Aire,17.64,8.96,660
680,15,90,Tenango del Valle,17.18,9.3,279
681,15,91,Teoloyucan,25.19,10.91,558
682,15,92,Teotihuacán,24.3,12.35,648
683,15,93,Tepetlaoxtoc,20.92,10.65,756
684,15,94,Tepetlixpa,17.72,9.39,842
685,15,95,Tepotzotlán,22.65,9.41,96
686,15,96,Tequixquiac,25.33,10.28,612
687,15,97,Texcaltitlán,14.6,8.95,60
688,15,98,Texcalyacac,16.76,5.98,184
689,15,99,Texcoco,21.06,10.94,955
690,15,100,Tezoyuca,25.55,13.57,403
691,15,101,Tianguistenco,18.27,8.89,169
692,15,102,Timilpan,20.94,8.19,903
693,15,103,Tlalmanalco,12.53,4.47,711
694,15,104,Tlalnepantla de Baz,26.62,12.68,819
695,15,105,Tlatlaya,25.75,17.49,470
696,15,106,Toluca,17.27,7.66,71
697,15,107,Tonatico,21.95,13.62,1000
698,15,108,Tultepec,25.73,11.68,223
699,15,109,Tultitlán,25.97,11.91,345
700,15,110,Valle de Bravo,15.52,8.23,469
701,15,111,Villa de Allende,17.45,7.24,105
702,15,112,Villa del Carbón,20.35,7.36,140
703,15,114,Villa Victoria,19.3,7.0,313
704,15,115,Xonacatlán,18.84,8.31,524
705,15,116,Zacazonapan,19.6,11.62,944
706,15,118,Zinacantepec,16.17,7.7,645
707,15,119,Zumpahuacán,19.45,12.06,428
708,15,120,Zumpango,25.9,11.2,215
709,15,121,Cuautitlán Izcalli,24.62,10.92,789
710,15,122,Valle de Chalco Solidaridad,21.38,11.38,50
711,15,123,Luvianos,24.17,15.34,485
712,15,124,San José del Rincón,17.27,6.3,563
713,15,125,Tonanitla,26.82,12.55,762
714,16,1,Acuitzio,20.1,11.22,132
715,16,2,Aguililla,30.08,19.11,738
716,16,4,Angamacutiro,27.96,14.04,429
717,16,5,Angangueo,16.01,5.95,127
718,16,6,Apatzingán,33.96,21.95,632
719,16,7,Aporo,17.66,7.04,831
720,16,9,Ario,25.14,16.31,972
721,16,11,Briseñas,29.79,14.1,828
722,16,12,Buenavista,34.39,21.6,969
723,16,13,Carácuaro,30.2,18.74,312
724,16,14,Coahuayana,31.33,20.54,569
725,16,15,Coalcomán de Vázquez Pallares,27.69,17.32,611
726,16,16,Coeneo,22.99,10.97,626
727,16,17,Contepec,20.38,7.7,852
728,16,18,Copándaro,24.07,11.41,516
729,16,19,Cotija,27.53,15.34,387
730,16,20,Cuitzeo,24.78,11.42,931
731,16,21,Charapan,24.48,10.95,338
732,16,22,Charo,21.34,11.45,440
733,16,23,Chavinda,29.71,13.39,133
734,16,24,Cherán,23.46,10.77,45
735,16,25,Chilchota,24.77,11.13,375
736,16,26,Chinicuila,29.36,18.33,859
737,16,27,Chucándiro,23.92,11.41,45
738,16,28,Churintzio,29.0,13.46,240
739,16,29,Churumuco,32.92,20.41,362
740,16,30,Ecuandureo,30.33,13.17,654
741,16,31,Epitacio Huerta,22.38,8.72,173
742,16,32,Erongarícuaro,21.41,10.5,602
743,16,33,Gabriel Zamora,29.77,19.45,944
744,16,35,La Huacana,33.78,21.79,443
745,16,36,Huandacareo,25.13,11.84,33
746,16,37,Huaniqueo,23.85,11.35,876
747,16,38,Huetamo,32.47,20.5,195
748,16,39,Huiramba,20.82,9.99,845
749,16,40,Indaparapeo,20.76,10.54,210
750,16,41,Irimbo,18.71,7.42,420
751,16,42,Ixtlán,30.46,13.27,779
752,16,43,Jacona,28.32,12.66,761
753,16,45,Jiquilpan,27.91,14.55,158
754,16,47,Jungapeo,20.32,10.98,57
755,16,49,Madero,22.18,13.96,440
756,16,50,Maravatío,20.52,7.87,482
757,16,51,Marcos Castellanos,26.79,14.19,763
758,16,53,Morelia,21.34,10.93,73
759,16,55,Múgica,34.73,22.81,472
760,16,56,Nahuatzen,22.21,10.76,509
761,16,57,Nocupétaro,27.97,17.46,444
762,16,58,Nuevo Parangaricutiro,24.32,13.46,484
763,16,59,Nuevo Urecho,27.19,17.86,36
764,16,60,Numarán,29.43,13.59,814
765,16,62,Pajacuarán,29.93,13.66,386
766,16,63,Panindícuaro,26.46,13.46,474
767,16,64,Parácuaro,33.51,21.95,961
768,16,65,Paracho,23.04,10.74,367
769,16,66,Pátzcuaro,20.88,10.44,677
770,16,67,Penjamillo,27.99,13.79,502
771,16,68,Peribán,27.75,16.42,999
772,16,69,La Piedad,29.85,13.32,904
773,16,70,Purépero,25.39,12.3,736
774,16,71,Puruándiro,26.79,12.98,945
775,16,72,Queréndaro,20.25,10.19,762
776,16,73,Quiroga,22.28,10.26,321
777,16,74,Cojumatlán de Régules,27.16,15.19,215
778,16,76,Sahuayo,27.74,14.65,393
779,16,78,Santa Ana Maya,25.7,11.43,632
780,16,79,Salvador Escalante,21.31,12.34,789
781,16,80,Senguio,18.02,6.51,51
782,16,81,Susupuato,22.33,13.36,859
783,16,82,Tacámbaro,22.13,13.38,264
784,16,83,Tancítaro,28.02,17.33,786
785,16,84,Tangamandapio,27.6,13.35,418
786,16,85,Tangancícuaro,26.86,12.08,173
787,16,86,Tanhuato,30.91,13.1,367
788,16,87,Taretan,23.69,14.88,131
789,16,88,Tarímbaro,22.57,11.07,365
790,16,89,Tepalcatepec,32.98,20.58,132
791,16,90,Tingambato,21.24,11.09,883
792,16,91,Tingüindín,26.28,13.65,237
793,16,92,Tiquicheo de Nicolás Romero,28.31,17.65,892
794,16,93,Tlalpujahua,18.29,6.45,546
795,16,94,Tlazazalca,27.51,13.15,264
796,16,95,Tocumbo,28.4,16.26,248
797,16,96,Tumbiscatío,29.87,19.58,362
798,16,97,Turicato,29.54,18.33,426
799,16,99,Tuzantla,25.45,15.66,624
800,16,100,Tzintzuntzan,21.58,10.07,588
801,16,101,Tzitzio,22.49,13.53,148
802,16,102,Uruapan,23.94,13.16,197
803,16,104,Villamar,28.69,13.98,860
804,16,105,Vista Hermosa,30.96,13.15,27
805,16,106,Yurécuaro,30.47,13.09,672
806,16,107,Zacapu,23.64,11.5,85
807,16,108,Zamora,29.76,13.15,481
808,16,109,Zináparo,29.05,13.59,972
809,16,110,Zinapécuaro,21.38,9.63,566
810,16,111,Ziracuaretiro,22.38,12.73,123
811,16,112,Zitácuaro,17.51,8.5,38
812,16,113,José Sixto Verduzco,28.85,13.49,669
813,17,1,Amacuzac,25.73,15.72,205
814,17,2,Atlatlahucan,21.44,11.75,693
815,17,3,Axochiapan,28.69,16.82,198
816,17,4,Ayala,28.72,16.66,789
817,17,5,Coatlán del Río,23.58,14.47,64
818,17,7,Cuernavaca,22.13,12.06,261
819,17,9,Huitzilac,20.54,9.29,348
820,17,10,Jantetelco,26.8,15.74,500
821,17,11,Jiutepec,27.24,16.1,128
822,17,12,Jojutla,28.12,16.72,494
823,17,13,Jonacatepec de Leandro Valle,26.91,15.66,54
824,17,14,Mazatepec,25.3,15.35,551
825,17,15,Miacatlán,23.9,14.25,909
826,17,16,Ocuituco,20.31,11.15,285
827,17,17,Puente de Ixtla,27.38,16.41,359
828,17,18,Temixco,23.59,13.8,612
829,17,19,Tepalcingo,28.65,16.71,377
830,17,20,Tepoztlán,25.87,14.41,584
831,17,21,Tetecala,23.84,14.67,441
832,17,22,Tetela del Volcán,16.5,8.68,435
833,17,23,Tlalnepantla,23.34,12.82,382
834,17,24,Tlaltizapán de Zapata,28.79,16.98,85
835,17,25,Tlaquiltenango,29.07,17.1,930
836,17,26,Tlayacapan,24.62,13.71,15
837,17,27,Totolapan,21.01,11.44,744
838,17,28,Xochitepec,27.16,16.11,780
839,17,29,Yautepec,28.01,16.12,119
840,17,30,Yecapixtla,23.89,13.48,245
841,17,31,Zacatepec,27.98,16.61,650
842,17,32,Zacualpan de Amilpas,22.02,12.46,384
843,17,33,Temoac,25.27,14.61,459
844,18,1,Acaponeta,29.37,15.76,506
845,18,3,Amatlán de Cañas,29.22,13.83,846
846,18,4,Compostela,27.58,18.84,311
847,18,5,Huajicori,27.6,12.75,318
848,18,6,Ixtlán del Río,30.22,13.59,325
849,18,7,Jala,29.87,13.59,891
850,18,8,Xalisco,28.04,16.9,470
851,18,9,Del Nayar,27.02,12.12,264
852,18,10,Rosamorada,29.79,17.07,862
853,18,11,Ruíz,29.54,15.68,384
854,18,12,San Blas,28.12,20.17,196
855,18,13,San Pedro Lagunillas,28.23,14.94,119
856,18,15,Santiago Ixcuintla,29.26,18.91,663
857,18,16,Tecuala,29.55,18.84,362
858,18,17,Tepic,28.94,15.35,271
859,18,19,La Yesca,28.18,12.2,720
860,18,20,Bahía de Banderas,27.32,20.97,978
861,19,1,Abasolo,25.5625,16.8375,800
862,19,2,Agualeguas,20.66,18.78,565
863,19,3,Los Aldamas,22.73,20.48,343
864,19,5,Anáhuac,24.86,17.01,834
865,19,6,Apodaca,23.04,19.0,259
866,19,7,Aramberri,24.16,11.76,935
867,19,9,Cadereyta Jiménez,23.19,18.03,732
868,19,10,El Carmen,22.16,17.91,233
869,19,11,Cerralvo,20.11,18.79,309
870,19,12,Ciénega de Flores,22.06,18.35,174
871,19,13,China,23.59,20.97,552
872,19,14,Doctor Arroyo,25.45,11.81,793
873,19,15,Doctor Coss,23.7,21.3,258
874,19,16,Doctor González,21.23,19.01,491
875,19,18,García,20.54,15.39,453
876,19,19,San Pedro Garza García,22.44,15.18,930
877,19,20,General Bravo,23.65,21.29,822
878,19,21,General Escobedo,22.27,18.09,816
879,19,22,General Terán,23.59,19.5,178
880,19,23,General Treviño,21.88,19.78,268
881,19,24,General Zaragoza,23.07,10.87,151
882,19,25,General Zuazua,21.96,18.37,348
883,19,27,Los Herreras,21.77,20.06,369
884,19,28,Higueras,20.29,17.69,172
885,19,29,Hualahuises,24.23,17.04,479
886,19,30,Iturbide,23.24,13.02,427
887,19,32,Lampazos de Naranjo,21.75,17.69,136
888,19,33,Linares,24.74,17.65,717
889,19,34,Marín,21.55,18.5,141
890,19,36,Mier y Noriega,24.75,13.77,605
891,19,37,Mina,22.22,16.82,742
892,19,38,Montemorelos,22.56,16.57,190
893,19,39,Monterrey,21.58,15.8,839
894,19,40,Parás,22.42,19.4,632
895,19,41,Pesquería,22.68,19.14,699
896,19,42,Los Ramones,22.01,19.34,154
897,19,43,Rayones,20.53,11.01,308
898,19,44,Sabinas Hidalgo,20.15,17.62,725
899,19,45,Salinas Victoria,20.96,17.39,209
900,19,46,San Nicolás de los Garza,23.28,19.12,54
901,19,47,Hidalgo,23.616,14.318,681
902,19,48,Santa Catarina,23.98333333333333,13.843333333333334,111
903,19,49,Santiago,20.78,12.05,150
904,19,50,Vallecillo,21.41,18.73,622
905,19,51,Villaldama,20.05,17.13,248
906,20,1,Abejones,25.85,10.09,406
907,20,2,Acatlán de Pérez Figueroa,31.1,21.92,937
908,20,3,Asunción Cacalotepec,27.44,13.85,905
909,20,4,Asunción Cuyotepeji,27.96,12.86,163
910,20,5,Asunción Ixtaltepec,33.65,23.01,822
911,20,6,Asunción Nochixtlán,26.21,12.37,732
912,20,7,Asunción Ocotlán,30.21,15.87,195
913,20,8,Asunción Tlacolulita,31.42,18.52,664
914,20,9,Ayotzintepec,30.22,18.91,10
915,20,10,El Barrio de la Soledad,32.06,21.82,818
916,20,11,Calihualá,28.17,15.89,388
917,20,12,Candelaria Loxicha,31.15,18.56,375
918,20,13,Ciénega de Zimatlán,28.13,13.06,267
919,20,14,Ciudad Ixtepec,33.86,22.72,692
920,20,15,Coatecas Altas,28.82,13.12,252
921,20,16,Coicoyán de las Flores,27.1,15.64,17
922,20,17,La Compañía,28.38,13.12,519
923,20,18,Concepción Buenavista,27.51,12.22,640
924,20,19,Concepción Pápalo,28.04,13.45,657
925,20,20,Constancia del Rosario,28.2,16.18,457
926,20,21,Cosolapa,31.71,21.29,434
927,20,22,Cosoltepec,29.92,14.41,395
928,20,23,Cuilápam de Guerrero,27.7,12.91,361
929,20,24,Cuyamecalco Villa de Zaragoza,27.95,13.9,529
930,20,25,Chahuites,33.82,26.18,421
931,20,26,Chalcatongo de Hidalgo,25.55,13.96,676
932,20,27,Chiquihuitlán de Benito Juárez,26.3,14.1,101
933,20,28,Heroica Ciudad de Ejutla de Crespo,28.88,13.27,349
934,20,29,Eloxochitlán de Flores Magón,27.66,15.27,10
935,20,30,El Espinal,34.56,24.15,490
936,20,31,Tamazulápam del Espíritu Santo,26.39,12.54,815
937,20,32,Fresnillo de Trujano,30.77,18.61,783
938,20,33,Guadalupe Etla,26.95,11.68,261
939,20,34,Guadalupe de Ramírez,29.91,17.22,497
940,20,35,Guelatao de Juárez,25.4,8.92,918
941,20,36,Guevea de Humboldt,31.15,19.22,121
942,20,37,Mesones Hidalgo,30.65,17.85,313
943,20,38,Villa Hidalgo,26.518,10.268,654
944,20,39,Heroica Ciudad de Huajuapan de León,29.04,15.38,118
945,20,40,Huautepec,26.86,14.68,467
946,20,41,Huautla de Jiménez,27.31,15.53,538
947,20,42,Ixtlán de Juárez,26.6,13.26,551
948,20,43,Heroica Ciudad de Juchitán de Zaragoza,34.25,25.47,32
949,20,44,Loma Bonita,31.28,22.14,284
950,20,45,Magdalena Apasco,26.84,10.98,325
951,20,46,Magdalena Jaltepec,26.61,12.76,387
952,20,47,Santa Magdalena Jicotlán,27.01,11.23,536
953,20,48,Magdalena Mixtepec,27.08,11.86,882
954,20,49,Magdalena Ocotlán,28.71,13.33,161
955,20,50,Magdalena Peñasco,24.93,10.97,797
956,20,51,Magdalena Teitipac,27.77,12.57,443
957,20,52,Magdalena Tequisistlán,32.52,18.59,985
958,20,53,Magdalena Tlacotepec,35.47,22.27,203
959,20,54,Magdalena Zahuatlán,26.15,12.28,71
960,20,55,Mariscala de Juárez,30.19,17.64,701
961,20,56,Mártires de Tacubaya,33.38,21.33,320
962,20,57,Matías Romero Avendaño,31.08,22.07,916
963,20,58,Mazatlán Villa de Flores,28.38,14.2,236
964,20,59,Miahuatlán de Porfirio Díaz,27.48,12.03,697
965,20,60,Mixistlán de la Reforma,25.24,12.18,418
966,20,61,Monjas,27.63,11.99,951
967,20,62,Natividad,25.38,9.21,550
968,20,63,Nazareno Etla,26.92,11.44,643
969,20,64,Nejapa de Madero,30.74,16.07,730
970,20,65,Ixpantepec Nieves,27.45,15.95,314
971,20,66,Santiago Niltepec,35.71,24.36,810
972,20,67,Oaxaca de Juárez,26.99,12.0,375
973,20,68,Ocotlán de Morelos,28.52,13.25,20
974,20,69,La Pe,28.48,13.23,354
975,20,70,Pinotepa de Don Luis,32.82,20.62,283
976,20,71,Pluma Hidalgo,30.13,17.81,881
977,20,72,San José del Progreso,28.85,13.26,440
978,20,73,Putla Villa de Guerrero,27.95,15.92,190
979,20,74,Santa Catarina Quioquitani,24.53,9.54,33
980,20,75,Reforma de Pineda,34.78,24.93,171
981,20,76,La Reforma,30.72,18.71,326
982,20,77,Reyes Etla,26.92,11.44,625
983,20,78,Rojas de Cuauhtémoc,27.33,12.43,209
984,20,79,Salina Cruz,34.45,24.9,926
985,20,80,San Agustín Amatengo,28.34,13.14,309
986,20,81,San Agustín Atenango,27.83,15.8,574
987,20,82,San Agustín Chayuco,31.97,19.58,483
988,20,83,San Agustín de las Juntas,27.52,12.61,305
989,20,84,San Agustín Etla,26.65,10.95,916
990,20,85,San Agustín Loxicha,29.89,17.38,97
991,20,86,San Agustín Tlacotepec,25.12,11.6,187
992,20,87,San Agustín Yatareni,26.58,11.52,102
993,20,88,San Andrés Cabecera Nueva,28.54,16.39,134
994,20,89,San Andrés Dinicuiti,27.89,13.24,449
995,20,90,San Andrés Huaxpaltepec,33.48,20.8,890
996,20,91,San Andrés Huayápam,26.58,11.52,361
997,20,92,San Andrés Ixtlahuaca,26.82,11.88,748
998,20,93,San Andrés Lagunas,26.39,10.75,649
999,20,94,San Andrés Nuxiño,26.74,12.1,743
1000,20,95,San Andrés Paxtlán,26.24,11.95,194
1001,20,96,San Andrés Sinaxtla,25.54,11.61,439
1002,20,97,San Andrés Solaga,25.02,11.36,316
1003,20,98,San Andrés Teotilálpam,27.7,16.42,981
1004,20,99,San Andrés Tepetlapa,29.32,16.73,18
1005,20,100,San Andrés Yaá,24.89,12.5,916
1006,20,101,San Andrés Zabache,28.31,13.08,66
1007,20,102,San Andrés Zautla,26.81,11.58,375
1008,20,103,San Antonino Castillo Velasco,28.46,13.24,780
1009,20,104,San Antonino el Alto,26.52,11.33,485
1010,20,105,San Antonino Monte Verde,27.23,11.86,618
1011,20,106,San Antonio Acutla,27.3,11.3,209
1012,20,107,San Antonio de la Cal,27.27,12.35,238
1013,20,108,San Antonio Huitepec,26.33,11.69,786
1014,20,109,San Antonio Nanahuatípam,28.73,13.71,205
1015,20,110,San Antonio Sinicahua,24.91,12.13,219
1016,20,111,San Antonio Tepetlapa,31.77,20.58,107
1017,20,112,San Baltazar Chichicápam,28.59,13.15,582
1018,20,113,San Baltazar Loxicha,30.27,17.29,419
1019,20,114,San Baltazar Yatzachi el Bajo,25.23,11.41,631
1020,20,115,San Bartolo Coyotepec,27.76,12.79,690
1021,20,116,San Bartolomé Ayautla,27.33,16.42,50
1022,20,117,San Bartolomé Loxicha,30.41,19.01,703
1023,20,118,San Bartolomé Quialana,27.71,12.36,346
1024,20,119,San Bartolomé Yucuañe,25.5,11.68,379
1025,20,120,San Bartolomé Zoogocho,25.2,10.5,515
1026,20,121,San Bartolo Soyaltepec,25.49,11.17,414
1027,20,122,San Bartolo Yautepec,29.84,15.11,983
1028,20,123,San Bernardo Mixtepec,27.34,12.12,234
1029,20,124,San Blas Atempa,34.94,24.3,550
1030,20,125,San Carlos Yautepec,29.37,15.48,404
1031,20,126,San Cristóbal Amatlán,25.12,10.01,360
1032,20,127,San Cristóbal Amoltepec,25.0,10.64,786
1033,20,128,San Cristóbal Lachirioag,25.29,12.98,296
1034,20,129,San Cristóbal Suchixtlahuaca,25.91,10.88,63
1035,20,130,San Dionisio del Mar,34.43,26.11,439
1036,20,131,San Dionisio Ocotepec,29.31,13.51,162
1037,20,132,San Dionisio Ocotlán,28.63,13.23,292
1038,20,133,San Esteban Atatlahuca,24.57,13.27,27
1039,20,134,San Felipe Jalapa de Díaz,28.74,19.42,19
1040,20,135,San Felipe Tejalápam,26.88,11.86,213
1041,20,136,San Felipe Usila,27.52,15.57,181
1042,20,137,San Francisco Cahuacuá,26.32,14.0,450
1043,20,138,San Francisco Cajonos,25.5,10.92,181
1044,20,139,San Francisco Chapulapa,27.13,13.91,470
1045,20,140,San Francisco Chindúa,26.02,12.07,11
1046,20,141,San Francisco del Mar,33.69,26.34,566
1047,20,142,San Francisco Huehuetlán,27.88,14.32,984
1048,20,143,San Francisco Ixhuatán,34.83,25.56,94
1049,20,144,San Francisco Jaltepetongo,26.36,12.47,199
1050,20,145,San Francisco Lachigoló,27.13,12.15,387
1051,20,146,San Francisco Logueche,25.71,10.4,896
1052,20,147,San Francisco Nuxaño,25.96,11.95,25
1053,20,148,San Francisco Ozolotepec,27.25,14.81,185
1054,20,149,San Francisco Sola,28.19,13.2,976
1055,20,150,San Francisco Telixtlahuaca,26.73,11.91,250
1056,20,151,San Francisco Teopan,27.46,11.9,406
1057,20,152,San Francisco Tlapancingo,27.64,15.56,191
1058,20,153,San Gabriel Mixtepec,30.65,18.54,539
1059,20,154,San Ildefonso Amatlán,25.34,10.38,192
1060,20,155,San Ildefonso Sola,28.05,12.79,432
1061,20,156,San Ildefonso Villa Alta,25.72,13.8,19
1062,20,157,San Jacinto Amilpas,27.15,12.13,252
1063,20,158,San Jacinto Tlacotepec,29.02,16.3,908
1064,20,159,San Jerónimo Coatlán,28.86,15.47,51
1065,20,160,San Jerónimo Silacayoapilla,29.28,16.52,701
1066,20,161,San Jerónimo Sosola,26.65,12.64,796
1067,20,162,San Jerónimo Taviche,28.82,13.22,796
1068,20,163,San Jerónimo Tecóatl,28.3,14.33,909
1069,20,164,San Jorge Nuchita,29.24,17.11,90
1070,20,165,San José Ayuquila,30.37,17.55,456
1071,20,166,San José Chiltepec,31.21,21.0,921
1072,20,167,San José del Peñasco,25.81,10.4,329
1073,20,168,San José Estancia Grande,32.49,22.75,241
1074,20,169,San José Independencia,28.64,20.07,958
1075,20,170,San José Lachiguiri,26.05,10.89,716
1076,20,171,San José Tenango,28.02,18.36,80
1077,20,172,San Juan Achiutla,25.46,10.9,359
1078,20,173,San Juan Atepec,25.26,10.18,22
1079,20,174,Ánimas Trujano,27.52,12.61,542
1080,20,175,San Juan Bautista Atatlahuca,26.83,11.16,21
1081,20,176,San Juan Bautista Coixtlahuaca,25.4,11.05,732
1082,20,177,San Juan Bautista Cuicatlán,28.05,13.69,966
1083,20,178,San Juan Bautista Guelache,26.7,10.6,316
1084,20,179,San Juan Bautista Jayacatlán,26.64,10.87,514
1085,20,180,San Juan Bautista Lo de Soto,33.61,21.86,680
1086,20,181,San Juan Bautista Suchitepec,28.05,12.81,369
1087,20,182,San Juan Bautista Tlacoatzintepec,27.34,15.24,385
1088,20,183,San Juan Bautista Tlachichilco,28.63,16.21,46
1089,20,184,San Juan Bautista Tuxtepec,31.33,21.91,566
1090,20,185,San Juan Cacahuatepec,32.45,20.45,785
1091,20,186,San Juan Cieneguilla,30.77,18.11,844
1092,20,187,San Juan Coatzóspam,27.03,15.83,469
1093,20,188,San Juan Colorado,31.61,20.04,419
1094,20,189,San Juan Comaltepec,26.86,15.68,502
1095,20,190,San Juan Cotzocón,30.73,19.87,75
1096,20,191,San Juan Chicomezúchil,25.42,8.76,114
1097,20,192,San Juan Chilateca,28.23,12.92,797
1098,20,193,San Juan del Estado,26.66,10.53,487
1099,20,194,San Juan del Río,25.96333333333333,10.953333333333331,564
1100,20,195,San Juan Diuxi,25.85,11.77,63
1101,20,196,San Juan Evangelista Analco,25.31,9.1,343
1102,20,197,San Juan Guelavía,27.26,12.19,776
1103,20,198,San Juan Guichicovi,30.75,21.34,50
1104,20,199,San Juan Ihualtepec,30.41,17.3,749
1105,20,200,San Juan Juquila Mixes,29.22,14.63,44
1106,20,201,San Juan Juquila Vijanos,25.41,10.61,227
1107,20,202,San Juan Lachao,28.88,16.29,843
1108,20,203,San Juan Lachigalla,29.36,13.39,613
1109,20,204,San Juan Lajarcia,30.43,15.28,566
1110,20,205,San Juan Lalana,29.91,19.67,84
1111,20,206,San Juan de los Cués,29.74,14.06,857
1112,20,207,San Juan Mazatlán,30.42,19.74,636
1113,20,208,San Juan Mixtepec,25.26,11.455,137
