,Cve_Ent,Cve_Mun,nmun,tmax,tmin,Value
158,7,93,Tenejapa,24.12,12.14,665
159,7,94,Teopisca,25.37,15.62,474
160,7,96,Tila,29.25,18.43,39
161,7,97,Tonalá,30.48,18.115,823
162,7,98,Totolapa,28.23,18.88,881
163,7,99,La Trinitaria,25.78,16.6,24
164,7,100,Tumbalá,29.56,18.42,210
165,7,101,Tuxtla Gutiérrez,26.04,16.82,691
166,7,102,Tuxtla Chico,31.23,19.79,299
167,7,103,Tuzantán,30.36,19.44,228
168,7,104,Tzimol,28.69,18.99,699
169,7,105,Unión Juárez,26.7,14.77,740
170,7,107,Villa Corzo,29.11,18.82,139
171,7,108,Villaflores,30.94,20.45,481
172,7,109,Yajalón,28.94,16.77,936
173,7,110,San Lucas,30.015,19.495,703
174,7,111,Zinacantán,26.48,16.2,988
175,7,112,San Juan Cancuc,26.69,13.91,224
176,7,113,Aldama,24.75666666666667,14.396666666666668,245
177,7,114,Benemérito de las Américas,32.57,20.45,267
178,7,115,Maravilla Tenejapa,30.37,19.12,261
179,7,116,Marqués de Comillas,33.71,20.51,569
180,7,117,Montecristo de Guerrero,25.11,15.06,871
181,7,118,San Andrés Duraznal,26.39,14.55,758
182,7,119,Santiago el Pinar,24.81,12.63,82
183,7,120,Capitán Luis Ángel Vidal,25.57,14.05,115
184,7,121,Rincón Chamula San Pedro,25.89,14.69,112
185,7,122,El Parral,31.22,20.28,223
186,7,124,Mezcalapa,28.71,22.37,772
187,8,1,Ahumada,20.74,7.7,15
188,8,3,Allende,25.36,12.886666666666663,555
189,8,4,Aquiles Serdán,21.98,13.07,506
190,8,5,Ascensión,21.32,10.13,502
191,8,6,Bachíniva,17.43,4.6,289
192,8,7,Balleza,19.78,1.72,421
193,8,8,Batopilas de Manuel Gómez Morín,27.73,12.07,41
194,8,9,Bocoyna,17.32,2.88,485
195,8,10,Buenaventura,21.07,6.18,273
196,8,12,Carichí,20.85,5.23,590
197,8,13,Casas Grandes,18.96,2.97,772
198,8,14,Coronado,23.6,11.3,351
199,8,15,Coyame del Sotol,21.69,8.97,444
200,8,16,La Cruz,24.77,9.74,613
201,8,18,Cusihuiriachi,20.13,6.16,171
202,8,19,Chihuahua,21.35,7.05,695
203,8,20,Chínipas,28.33,11.47,643
204,8,21,Delicias,23.45,12.61,78
205,8,22,Dr. Belisario Domínguez,22.94,10.02,486
206,8,23,Galeana,22.43,7.665,778
207,8,24,Santa Isabel,22.52,8.78,839
208,8,26,Gran Morelos,22.39,8.54,65
209,8,27,Guachochi,18.95,3.96,265
210,8,29,Guadalupe y Calvo,23.12,4.64,755
211,8,30,Guazapares,27.99,12.38,236
212,8,32,Hidalgo del Parral,23.35,10.26,304
213,8,33,Huejotitán,23.58,8.53,756
214,8,34,Ignacio Zaragoza,19.51,2.7,474
215,8,35,Janos,20.76,7.38,474
216,8,38,Julimes,22.31,12.64,374
217,8,39,López,23.88,12.35,562
218,8,40,Madera,19.94,2.56,369
219,8,41,Maguarichi,22.53,8.41,682
220,8,42,Manuel Benavides,21.7,11.42,87
221,8,43,Matachí,21.45,2.51,323
222,8,45,Meoqui,24.92,11.26,49
223,8,47,Moris,23.68,6.14,693
224,8,48,Namiquipa,19.74,2.54,446
225,8,49,Nonoava,22.49,5.98,721
226,8,50,Nuevo Casas Grandes,20.67,6.77,572
227,8,52,Ojinaga,22.69,10.33,353
228,8,53,Praxedis G. Guerrero,21.89,10.2,505
229,8,54,Riva Palacio,19.89,4.11,644
230,8,55,Rosales,24.31,10.97,883
231,8,57,San Francisco de Borja,22.86,7.68,197
232,8,58,San Francisco de Conchos,23.81,12.79,473
233,8,59,San Francisco del Oro,22.08,7.61,853
234,8,60,Santa Bárbara,21.59,8.21,838
235,8,61,Satevó,23.4,10.79,968
236,8,62,Saucillo,23.36,12.46,820
237,8,63,Temósachic,20.78,2.98,434
238,8,64,El Tule,23.8,7.65,949
239,8,65,Urique,28.46,13.25,239
240,8,66,Uruachi,25.51,8.98,782
241,8,67,Valle de Zaragoza,23.85,11.4,452
242,9,2,Azcapotzalco,26.6,14.04,771
243,9,3,Coyoacán,24.88,12.47,237
244,9,4,Cuajimalpa de Morelos,21.36,8.49,651
245,9,5,Gustavo A. Madero,27.89,15.54,933
246,9,6,Iztacalco,26.23,15.01,200
247,9,7,Iztapalapa,25.57,14.24,856
248,9,8,La Magdalena Contreras,21.86,8.59,547
249,9,9,Milpa Alta,24.28,12.98,932
250,9,10,Álvaro Obregón,23.825000000000003,10.99,547
251,9,11,Tláhuac,25.4,13.66,208
252,9,12,Tlalpan,22.89,10.31,834
253,9,13,Xochimilco,25.1,12.93,202
254,9,14,Benito Juárez,27.775714285714287,16.46857142857143,854
255,9,15,Cuauhtémoc,24.7625,11.1375,348
256,9,16,Miguel Hidalgo,24.31,12.27,704
257,10,1,Canatlán,22.12,5.78,440
258,10,2,Canelas,21.62,7.4,542
259,10,3,Coneto de Comonfort,23.78,8.19,372
260,10,4,Cuencamé,23.77,10.16,824
261,10,5,Durango,23.2,3.67,296
262,10,6,General Simón Bolívar,25.32,12.93,716
263,10,7,Gómez Palacio,25.95,12.39,81
264,10,9,Guanaceví,22.31,1.76,99
265,10,11,Indé,24.28,8.24,964
266,10,12,Lerdo,26.52,8.34,946
267,10,13,Mapimí,26.18,8.64,785
268,10,14,Mezquital,22.74,5.46,144
269,10,15,Nazas,27.1,8.57,757
270,10,16,Nombre de Dios,25.7,5.22,285
271,10,18,El Oro,24.325000000000003,7.12,314
272,10,19,Otáez,23.3,5.35,95
273,10,20,Pánuco de Coronado,25.22,5.42,788
274,10,21,Peñón Blanco,26.4,6.74,621
275,10,22,Poanas,25.16,4.98,679
276,10,23,Pueblo Nuevo,27.14,9.92,473
277,10,24,Rodeo,27.93,7.11,124
278,10,25,San Bernardo,24.1,4.45,669
279,10,26,San Dimas,22.49,5.43,20
280,10,27,San Juan de Guadalupe,26.98,9.18,34
281,10,29,San Luis del Cordero,24.78,11.06,752
282,10,30,San Pedro del Gallo,25.49,7.46,51
283,10,31,Santa Clara,25.7,6.71,784
284,10,32,Santiago Papasquiaro,24.97,5.74,764
285,10,33,Súchil,21.39,3.72,235
286,10,34,Tamazula,27.04,11.86,453
287,10,35,Tepehuanes,24.35,3.77,105
288,10,36,Tlahualilo,26.62,9.69,899
289,10,37,Topia,25.24,7.58,364
290,10,39,Nuevo Ideal,25.57,5.67,103
291,11,2,Acámbaro,25.21,10.7,725
292,11,3,San Miguel de Allende,25.75,11.5,188
293,11,4,Apaseo el Alto,27.23,11.78,791
294,11,5,Apaseo el Grande,27.82,12.23,73
295,11,6,Atarjea,23.05,9.91,508
296,11,7,Celaya,28.8,11.97,555
297,11,8,Manuel Doblado,29.31,12.95,274
298,11,9,Comonfort,27.77,11.87,575
299,11,10,Coroneo,23.65,9.56,802
300,11,11,Cortazar,29.59,12.19,802
301,11,12,Cuerámaro,30.5,13.39,230
302,11,13,Doctor Mora,21.28,9.67,677
303,11,14,Dolores Hidalgo Cuna de la Independencia Nacional,26.66,11.42,247
304,11,15,Guanajuato,27.63,12.19,765
305,11,16,Huanímaro,30.32,13.54,241
306,11,17,Irapuato,30.9,12.94,721
307,11,18,Jaral del Progreso,29.8,12.49,496
308,11,19,Jerécuaro,24.65,10.08,499
309,11,20,León,28.52,11.72,844
310,11,21,Moroleón,27.95,12.26,318
311,11,23,Pénjamo,29.76,13.9,96
312,11,25,Purísima del Rincón,29.45,11.74,145
313,11,26,Romita,30.97,12.76,147
314,11,27,Salamanca,30.17,12.44,823
315,11,28,Salvatierra,28.03,11.92,347
316,11,29,San Diego de la Unión,26.32,10.99,533
317,11,31,San Francisco del Rincón,30.48,11.88,782
318,11,32,San José Iturbide,22.1,10.2,167
319,11,33,San Luis de la Paz,23.63,11.01,559
320,11,35,Santa Cruz de Juventino Rosas,28.85,12.16,491
321,11,36,Santiago Maravatío,28.37,12.14,366
322,11,37,Silao de la Victoria,29.69,12.62,291
323,11,38,Tarandacuao,23.88,9.73,407
324,11,39,Tarimoro,27.58,11.41,830
325,11,41,Uriangato,28.11,12.21,777
326,11,42,Valle de Santiago,30.1,12.81,934
327,11,45,Xichú,23.5,10.99,120
328,11,46,Yuriria,28.49,12.59,754
329,12,1,Acapulco de Juárez,30.65,23.19,512
330,12,2,Ahuacuotzingo,28.31,15.9,93
331,12,3,Ajuchitlán del Progreso,26.98,18.95,537
332,12,4,Alcozauca de Guerrero,26.07,14.16,531
333,12,5,Alpoyeca,29.66,15.56,450
334,12,6,Apaxtla,28.51,18.28,624
335,12,7,Arcelia,28.14,19.07,843
336,12,8,Atenango del Río,31.01,17.92,915
337,12,9,Atlamajalcingo del Monte,24.64,14.12,146
338,12,10,Atlixtac,25.5,14.63,142
339,12,11,Atoyac de Álvarez,30.53,23.98,402
340,12,12,Ayutla de los Libres,29.56,19.4,98
341,12,13,Azoyú,31.59,21.15,785
342,12,15,Buenavista de Cuéllar,27.02,16.39,863
343,12,16,Coahuayutla de José María Izazaga,31.38,20.3,252
344,12,17,Cocula,28.725,15.339999999999998,961
345,12,18,Copala,30.66,24.25,704
346,12,19,Copalillo,30.62,17.56,399
347,12,20,Copanatoyac,25.3,14.02,173
348,12,21,Coyuca de Benítez,30.53,23.91,227
349,12,22,Coyuca de Catalán,28.62,18.99,652
350,12,23,Cuajinicuilapa,32.12,22.98,911
351,12,24,Cualác,28.97,15.48,286
352,12,25,Cuautepec,30.57,22.39,245
353,12,26,Cuetzala del Progreso,28.48,17.77,146
354,12,27,Cutzamala de Pinzón,30.25,19.58,340
355,12,28,Chilapa de Álvarez,25.74,15.85,843
356,12,29,Chilpancingo de los Bravo,23.78,17.54,503
357,12,30,Florencio Villarreal,27.68,24.02,68
358,12,31,General Canuto A. Neri,25.28,17.28,875
359,12,32,General Heliodoro Castillo,25.6,17.3,525
360,12,33,Huamuxtitlán,30.65,16.19,507
361,12,34,Huitzuco de los Figueroa,29.86,17.62,409
362,12,35,Iguala de la Independencia,29.2,17.83,447
363,12,36,Igualapa,30.33,19.98,344
364,12,37,Ixcateopan de Cuauhtémoc,23.12,14.98,216
365,12,38,Zihuatanejo de Azueta,31.58,21.99,647
366,12,39,Juan R. Escudero,26.32,19.97,576
367,12,40,Leonardo Bravo,25.35,17.01,846
368,12,41,Malinaltepec,26.16,15.81,995
369,12,42,Mártir de Cuilapan,28.4,17.1,874
370,12,43,Metlatónoc,26.2,15.9,144
371,12,44,Mochitlán,27.92,19.07,822
372,12,45,Olinalá,30.07,16.53,155
373,12,46,Ometepec,31.95,20.74,756
374,12,47,Pedro Ascencio Alquisiras,21.73,14.49,788
375,12,48,Petatlán,30.96,21.64,508
376,12,49,Pilcaya,22.18,13.39,497
377,12,50,Pungarabato,31.88,21.44,910
378,12,51,Quechultenango,27.31,17.95,72
379,12,52,San Luis Acatlán,29.5,19.74,844
380,12,53,San Marcos,30.535,18.155,308
381,12,54,San Miguel Totolapan,26.07,18.11,449
382,12,55,Taxco de Alarcón,23.61,14.81,674
383,12,56,Tecoanapa,30.28,20.43,60
384,12,57,Técpan de Galeana,30.58,23.55,923
385,12,58,Teloloapan,24.81,16.48,496
386,12,59,Tepecoacuilco de Trujano,30.89,18.38,470
387,12,60,Tetipac,21.48,13.34,388
388,12,61,Tixtla de Guerrero,26.0,16.85,945
389,12,62,Tlacoachistlahuaca,29.11,18.33,991
390,12,63,Tlacoapa,25.38,14.78,760
391,12,64,Tlalchapa,29.79,20.18,470
392,12,65,Tlalixtaquilla de Maldonado,29.13,15.07,509
393,12,66,Tlapa de Comonfort,28.0,14.93,645
394,12,67,Tlapehuala,30.96,20.94,447
395,12,68,La Unión de Isidoro Montes de Oca,31.38,23.48,266
396,12,69,Xalpatláhuac,26.42,14.48,482
397,12,70,Xochihuehuetlán,31.24,16.8,27
398,12,71,Xochistlahuaca,29.85,18.39,175
399,12,72,Zapotitlán Tablas,22.45,14.53,60
400,12,73,Zirándaro,31.41,19.36,37
401,12,74,Zitlala,27.28,16.22,297
402,12,75,Eduardo Neri,27.26,17.15,616
403,12,76,Acatepec,26.72,16.51,405
404,12,77,Marquelia,30.97,22.91,941
405,12,78,Cochoapa el Grande,26.45,16.44,211
406,12,79,José Joaquín de Herrera,25.26,14.9,214
407,12,80,Juchitán,31.66,22.74,427
408,12,81,Iliatenco,26.89,16.99,669
409,13,2,Acaxochitlán,22.84,10.73,997
410,13,4,Agua Blanca de Iturbide,21.68,11.47,833
411,13,5,Ajacuba,25.6,10.76,28
412,13,6,Alfajayucan,27.46,11.46,514
413,13,7,Almoloya,24.74,8.68,363
414,13,8,Apan,24.59,8.62,23
415,13,9,El Arenal,26.895,11.27,482
416,13,10,Atitalaquia,26.71,11.12,484
417,13,11,Atlapexco,24.93,18.39,74
418,13,12,Atotonilco el Grande,19.98,9.02,979
419,13,13,Atotonilco de Tula,26.51,11.39,456
420,13,14,Calnali,21.91,15.53,641
421,13,15,Cardonal,24.4,11.02,248
422,13,16,Cuautepec de Hinojosa,24.42,9.78,525
423,13,17,Chapantongo,26.08,11.22,86
424,13,18,Chapulhuacán,22.9,14.29,97
425,13,19,Chilcuautla,27.33,11.14,685
426,13,22,Epazoyucan,24.62,9.9,104
427,13,24,Huasca de Ocampo,21.43,9.05,211
428,13,25,Huautla,25.83,19.08,76
429,13,26,Huazalingo,23.02,17.07,884
430,13,28,Huejutla de Reyes,25.43,18.46,492
431,13,29,Huichapan,26.75,11.99,354
432,13,30,Ixmiquilpan,26.17,11.07,660
433,13,31,Jacala de Ledezma,24.48,13.28,791
434,13,32,Jaltocán,24.94,17.9,661
435,13,33,Juárez Hidalgo,21.43,12.18,510
436,13,34,Lolotla,22.03,13.99,781
437,13,36,San Agustín Metzquititlán,20.3,9.9,201
438,13,37,Metztitlán,21.45,10.13,577
439,13,38,Mineral del Chico,20.91,9.13,617
440,13,39,Mineral del Monte,23.71,9.59,262
441,13,40,La Misión,23.61,13.82,539
442,13,41,Mixquiahuala de Juárez,26.51,10.69,127
443,13,42,Molango de Escamilla,21.42,12.76,529
444,13,43,Nicolás Flores,24.68,11.55,782
445,13,44,Nopala de Villagrán,25.28,11.29,179
446,13,45,Omitlán de Juárez,20.02,8.61,199
447,13,46,San Felipe Orizatlán,25.93,18.19,194
448,13,47,Pacula,25.98,13.35,782
449,13,48,Pachuca de Soto,24.58,10.4,450
450,13,49,Pisaflores,23.03,13.76,659
451,13,50,Progreso de Obregón,26.77,10.82,163
452,13,51,Mineral de la Reforma,25.44,10.69,252
453,13,52,San Agustín Tlaxiaca,24.16,10.35,955
454,13,53,San Bartolo Tutotepec,21.6,14.55,409
455,13,54,San Salvador,25.33,10.19,349
456,13,55,Santiago de Anaya,23.81,10.21,484
457,13,56,Santiago Tulantepec de Lugo Guerrero,24.88,9.89,837
458,13,57,Singuilucan,24.65,9.36,730
459,13,58,Tasquillo,27.79,11.64,177
460,13,59,Tecozautla,27.97,12.36,540
461,13,60,Tenango de Doria,21.71,12.09,297
462,13,61,Tepeapulco,24.84,9.13,722
463,13,62,Tepehuacán de Guerrero,22.94,14.49,195
464,13,63,Tepeji del Río de Ocampo,25.2,10.7,643
465,13,64,Tepetitlán,26.53,11.05,217
466,13,65,Tetepango,26.07,10.94,570
467,13,66,Villa de Tezontepec,25.68,11.4,767
468,13,67,Tezontepec de Aldama,27.16,11.14,216
469,13,68,Tianguistengo,20.78,13.9,673
470,13,69,Tizayuca,26.07,12.26,342
471,13,70,Tlahuelilpan,26.72,10.95,690
472,13,71,Tlahuiltepa,22.69,12.57,653
473,13,72,Tlanalapa,25.21,9.99,324
474,13,73,Tlanchinol,22.8,15.64,415
475,13,74,Tlaxcoapan,26.84,11.07,804
476,13,75,Tolcayuca,25.39,11.34,745
477,13,76,Tula de Allende,26.24,10.81,197
478,13,77,Tulancingo de Bravo,23.96,10.38,783
479,13,78,Xochiatipan,23.78,18.11,683
480,13,79,Xochicoatlán,20.68,13.14,182
481,13,80,Yahualica,23.65,17.69,270
482,13,81,Zacualtipán de Ángeles,20.41,11.66,572
483,13,82,Zapotlán de Juárez,25.55,11.18,682
484,13,83,Zempoala,25.31,10.41,985
485,13,84,Zimapán,26.31,11.81,443
486,14,1,Acatic,27.9,12.73,760
487,14,2,Acatlán de Juárez,28.82,12.37,461
488,14,3,Ahualulco de Mercado,30.36,12.99,992
489,14,4,Amacueca,24.09,10.91,297
490,14,5,Amatitán,30.72,12.75,267
491,14,6,Ameca,29.22,12.85,668
492,14,7,San Juanito de Escobedo,30.59,13.32,668
493,14,8,Arandas,27.44,12.0,946
494,14,10,Atemajac de Brizuela,24.81,11.54,644
495,14,11,Atengo,26.75,13.26,21
496,14,12,Atenguillo,25.76,13.02,793
497,14,13,Atotonilco el Alto,29.2,12.84,288
498,14,15,Autlán de Navarro,24.99,13.03,829
499,14,16,Ayotlán,29.7,13.19,922
500,14,17,Ayutla,24.88,13.42,376
501,14,18,La Barca,29.91,14.17,157
502,14,19,Bolaños,28.23,10.31,601
503,14,20,Cabo Corrientes,27.96,21.14,793
504,14,21,Casimiro Castillo,27.08,15.91,485
505,14,22,Cihuatlán,30.74,20.95,759
506,14,23,Zapotlán el Grande,24.28,11.65,659
507,14,25,Colotlán,25.67,7.3,728
508,14,26,Concepción de Buenos Aires,27.96,14.15,17
509,14,27,Cuautitlán de García Barragán,26.49,15.01,821
510,14,28,Cuautla,26.42,14.425,433
511,14,29,Cuquío,27.86,13.28,103
512,14,30,Chapala,26.95,16.48,487
513,14,31,Chimaltitán,28.39,11.15,958
514,14,32,Chiquilistlán,24.18,12.41,822
515,14,33,Degollado,29.79,13.62,661
516,14,34,Ejutla,25.2,13.56,520
517,14,35,Encarnación de Díaz,28.61,10.75,926
518,14,36,Etzatlán,29.92,13.3,102
519,14,37,El Grullo,24.99,12.74,308
520,14,38,Guachinango,28.78,13.83,467
521,14,39,Guadalajara,29.08,12.76,774
522,14,40,Hostotipaquillo,31.45,13.68,319
523,14,41,Huejúcar,24.3,6.02,300
524,14,42,Huejuquilla el Alto,24.61,6.61,934
525,14,43,La Huerta,30.09,21.09,576
526,14,44,Ixtlahuacán de los Membrillos,27.58,15.6,748
527,14,45,Ixtlahuacán del Río,28.91,12.54,873
528,14,46,Jalostotitlán,28.96,11.71,182
529,14,47,Jamay,28.24,16.13,594
530,14,49,Jilotlán de los Dolores,33.45,20.09,427
531,14,50,Jocotepec,28.19,13.84,451
532,14,51,Juanacatlán,28.63,14.43,793
533,14,52,Juchitlán,25.32,13.73,954
534,14,53,Lagos de Moreno,27.27,10.89,752
535,14,54,El Limón,25.15,13.42,752
536,14,56,Santa María del Oro,30.44,16.28,563
537,14,57,La Manzanilla de la Paz,27.7,13.83,60
538,14,58,Mascota,26.42,15.08,611
539,14,59,Mazamitla,27.88,14.41,229
540,14,60,Mexticacán,28.84,11.63,631
541,14,61,Mezquitic,25.78,8.07,270
542,14,62,Mixtlán,27.47,12.92,293
543,14,63,Ocotlán,28.43,15.05,202
544,14,64,Ojuelos de Jalisco,25.93,10.06,948
545,14,65,Pihuamo,29.25,17.81,336
546,14,66,Poncitlán,27.39,16.72,317
547,14,67,Puerto Vallarta,27.68,19.29,722
548,14,68,Villa Purificación,27.96,17.66,450
549,14,69,Quitupan,28.14,15.16,461
550,14,70,El Salto,28.99,13.67,510
551,14,71,San Cristóbal de la Barranca,29.74,12.54,818
552,14,72,San Diego de Alejandría,28.95,11.92,179
553,14,73,San Juan de los Lagos,29.09,11.58,523
554,14,74,San Julián,28.14,11.82,136
555,14,76,San Martín de Bolaños,28.99,11.99,934
556,14,77,San Martín Hidalgo,29.2,13.01,942
557,14,78,San Miguel el Alto,27.5,11.83,624
558,14,80,San Sebastián del Oeste,27.95,16.63,296
559,14,81,Santa María de los Ángeles,25.02,6.58,494
560,14,82,Sayula,23.71,10.75,863
561,14,83,Tala,29.99,12.67,785
562,14,84,Talpa de Allende,26.69,16.77,451
563,14,85,Tamazula de Gordiano,28.28,15.21,640
564,14,86,Tapalpa,22.22,10.6,740
565,14,87,Tecalitlán,28.51,16.8,919
566,14,88,Tecolotlán,26.62,13.84,336
567,14,89,Techaluta de Montenegro,26.28,11.64,589
568,14,90,Tenamaxtlán,26.09,13.89,758
569,14,91,Teocaltiche,29.6,10.85,874
570,14,92,Teocuitatlán de Corona,27.52,14.38,210
571,14,93,Tepatitlán de Morelos,27.51,12.53,180
572,14,95,Teuchitlán,30.57,12.82,381
573,14,96,Tizapán el Alto,26.8,15.27,183
