,Cve_Ent,Cve_Mun,nmun,tmax,tmin,Value
574,14,97,Tlajomulco de Zúñiga,28.54,13.29,506
575,14,98,San Pedro Tlaquepaque,28.46,13.05,631
576,14,102,Tonaya,24.98,13.24,702
577,14,103,Tonila,24.64,13.99,459
578,14,104,Totatiche,27.31,7.91,679
579,14,105,Tototlán,28.93,13.41,993
580,14,106,Tuxcacuesco,24.3,12.23,749
581,14,107,Tuxcueca,26.86,15.18,910
582,14,109,Unión de San Antonio,28.94,11.67,732
583,14,110,Unión de Tula,25.79,13.5,22
584,14,111,Valle de Guadalupe,27.76,12.38,651
585,14,112,Valle de Juárez,27.82,14.79,707
586,14,113,San Gabriel,21.03,9.28,934
587,14,114,Villa Corona,28.66,12.37,18
588,14,115,Villa Guerrero,23.125,8.93,182
589,14,117,Cañadas de Obregón,28.55,12.05,741
590,14,118,Yahualica de González Gallo,27.78,12.38,62
591,14,119,Zacoalco de Torres,27.84,12.19,116
592,14,120,Zapopan,29.13,12.73,595
593,14,121,Zapotiltic,27.09,15.08,404
594,14,122,Zapotitlán de Vadillo,24.97,13.29,739
595,14,123,Zapotlán del Rey,28.61,14.83,173
596,14,124,Zapotlanejo,28.7,13.56,392
597,14,125,San Ignacio Cerro Gordo,26.65,11.86,963
598,15,1,Acambay de Ruíz Castañeda,22.83,9.11,953
599,15,2,Acolman,27.01,13.61,329
600,15,3,Aculco,23.84,10.24,567
601,15,4,Almoloya de Alquisiras,17.25,10.21,434
602,15,5,Almoloya de Juárez,19.45,7.6,401
603,15,6,Almoloya del Río,19.23,9.19,525
604,15,7,Amanalco,15.47,6.06,459
605,15,8,Amatepec,23.73,15.78,83
606,15,9,Amecameca,17.75,9.01,335
607,15,10,Apaxco,26.13,10.96,231
608,15,11,Atenco,24.91,14.03,990
609,15,12,Atizapán,19.48,8.87,998
610,15,13,Atizapán de Zaragoza,25.05,10.87,807
611,15,14,Atlacomulco,22.75,8.46,324
612,15,15,Atlautla,17.79,9.93,677
613,15,16,Axapusco,25.64,11.3,594
614,15,17,Ayapango,18.05,9.18,631
615,15,18,Calimaya,18.17,8.4,640
616,15,19,Capulhuac,19.61,8.71,545
617,15,20,Coacalco de Berriozábal,27.58,13.18,492
618,15,21,Coatepec Harinas,19.11,10.55,881
619,15,22,Cocotitlán,19.28,8.39,676
620,15,24,Cuautitlán,26.33,12.13,897
621,15,25,Chalco,18.92,7.76,224
622,15,26,Chapa de Mota,22.8,8.23,779
623,15,27,Chapultepec,18.22,5.98,134
624,15,29,Chicoloapan,23.14,11.44,27
625,15,30,Chiconcuac,26.39,14.24,227
626,15,31,Chimalhuacán,25.86,13.61,359
627,15,32,Donato Guerra,17.37,7.89,332
628,15,33,Ecatepec de Morelos,28.55,14.66,749
629,15,34,Ecatzingo,17.01,8.39,181
630,15,35,Huehuetoca,26.25,11.49,879
631,15,36,Hueypoxtla,25.88,11.11,880
632,15,37,Huixquilucan,21.27,7.66,49
633,15,38,Isidro Fabela,21.13,8.64,625
634,15,39,Ixtapaluca,19.8,8.32,880
635,15,40,Ixtapan de la Sal,16.53,9.27,824
636,15,41,Ixtapan del Oro,19.03,10.05,926
637,15,42,Ixtlahuaca,21.43,7.17,475
638,15,43,Xalatlaco,19.2,6.7,778
639,15,44,Jaltenco,26.84,12.45,370
640,15,46,Jilotzingo,19.74,7.18,575
641,15,47,Jiquipilco,17.72,5.46,620
642,15,48,Jocotitlán,21.53,7.51,481
643,15,49,Joquicingo,19.04,9.8,81
644,15,50,Juchitepec,19.45,9.71,533
645,15,51,Lerma,20.37,8.22,162
646,15,52,Malinalco,18.79,10.37,235
647,15,53,Melchor Ocampo,26.73333333333333,13.623333333333337,86
648,15,54,Metepec,21.175,8.36,408
649,15,55,Mexicaltzingo,17.59,5.94,835
650,15,57,Naucalpan de Juárez,23.59,9.84,602
651,15,58,Nezahualcóyotl,27.31,14.46,680
652,15,59,Nextlalpan,27.33,12.9,651
653,15,60,Nicolás Romero,21.16,7.92,659
654,15,61,Nopaltepec,25.72,11.23,16
655,15,62,Ocoyoacac,20.3,6.29,628
656,15,63,Ocuilan,17.89,8.35,824
657,15,65,Otumba,24.75,11.78,432
658,15,66,Otzoloapan,22.12,12.92,250
659,15,67,Otzolotepec,20.26,7.67,985
660,15,68,Ozumba,17.74,9.95,339
661,15,69,Papalotla,25.71,13.9,139
662,15,70,La Paz,26.08,15.105,101
663,15,71,Polotitlán,24.72,11.28,471
664,15,73,San Antonio la Isla,19.48,8.87,626
665,15,74,San Felipe del Progreso,22.2,7.39,420
666,15,75,San Martín de las Pirámides,26.07,12.46,518
667,15,76,San Mateo Atenco,19.52,6.04,296
668,15,77,San Simón de Guerrero,16.32,9.61,970
669,15,78,Santo Tomás,20.41,11.38,13
670,15,79,Soyaniquilpan de Juárez,25.01,10.26,556
671,15,80,Sultepec,20.19,12.98,494
672,15,81,Tecámac,27.39,13.14,893
673,15,82,Tejupilco,21.23,13.43,853
674,15,83,Temamatla,18.85,8.31,519
675,15,84,Temascalapa,26.54,11.96,599
676,15,85,Temascalcingo,22.28,8.67,734
677,15,86,Temascaltepec,13.91,7.23,331
678,15,87,Temoaya,20.41,7.58,402
679,15,89,Tenango del Aire,19.17,8.98,660
680,15,90,Tenango del Valle,18.21,9.29,279
681,15,91,Teoloyucan,26.41,12.06,558
682,15,92,Teotihuacán,26.28,12.98,648
683,15,93,Tepetlaoxtoc,23.51,11.26,756
684,15,94,Tepetlixpa,17.99,9.12,842
685,15,95,Tepotzotlán,24.48,10.5,96
686,15,96,Tequixquiac,26.53,11.4,612
687,15,97,Texcaltitlán,15.76,9.19,60
688,15,98,Texcalyacac,17.48,5.9,184
689,15,99,Texcoco,23.23,11.47,955
690,15,100,Tezoyuca,27.05,14.17,403
691,15,101,Tianguistenco,19.54,8.78,169
692,15,102,Timilpan,22.64,8.53,903
693,15,103,Tlalmanalco,14.35,4.71,711
694,15,104,Tlalnepantla de Baz,27.84,13.28,819
695,15,105,Tlatlaya,26.16,17.5,470
696,15,106,Toluca,19.08,7.77,71
697,15,107,Tonatico,22.96,13.55,1000
698,15,108,Tultepec,26.84,12.57,223
699,15,109,Tultitlán,27.11,12.66,345
700,15,110,Valle de Bravo,16.71,8.44,469
701,15,111,Villa de Allende,19.72,7.36,105
702,15,112,Villa del Carbón,22.0,8.05,140
703,15,114,Villa Victoria,21.89,7.16,313
704,15,115,Xonacatlán,20.49,8.25,524
705,15,116,Zacazonapan,20.42,11.66,944
706,15,118,Zinacantepec,17.9,8.03,645
707,15,119,Zumpahuacán,20.44,11.73,428
708,15,120,Zumpango,26.87,12.21,215
709,15,121,Cuautitlán Izcalli,25.96,11.88,789
710,15,122,Valle de Chalco Solidaridad,24.01,11.49,50
711,15,123,Luvianos,24.24,15.15,485
712,15,124,San José del Rincón,19.78,6.55,563
713,15,125,Tonanitla,27.63,13.28,762
714,16,1,Acuitzio,19.95,11.54,132
715,16,2,Aguililla,29.99,18.57,738
716,16,4,Angamacutiro,28.48,13.98,429
717,16,5,Angangueo,17.82,6.25,127
718,16,6,Apatzingán,33.97,23.15,632
719,16,7,Aporo,18.78,7.43,831
720,16,9,Ario,24.06,16.59,972
721,16,11,Briseñas,29.73,15.35,828
722,16,12,Buenavista,34.5,22.89,969
723,16,13,Carácuaro,30.8,18.76,312
724,16,14,Coahuayana,30.87,20.07,569
725,16,15,Coalcomán de Vázquez Pallares,27.72,16.17,611
726,16,16,Coeneo,23.94,11.28,626
727,16,17,Contepec,21.36,8.09,852
728,16,18,Copándaro,25.14,11.4,516
729,16,19,Cotija,28.3,15.56,387
730,16,20,Cuitzeo,26.07,11.44,931
731,16,21,Charapan,25.05,11.85,338
732,16,22,Charo,21.69,11.5,440
733,16,23,Chavinda,30.48,14.49,133
734,16,24,Cherán,23.58,11.05,45
735,16,25,Chilchota,25.41,11.66,375
736,16,26,Chinicuila,29.29,17.55,859
737,16,27,Chucándiro,24.8,11.41,45
738,16,28,Churintzio,29.62,13.91,240
739,16,29,Churumuco,31.76,19.89,362
740,16,30,Ecuandureo,30.95,14.09,654
741,16,31,Epitacio Huerta,22.87,9.21,173
742,16,32,Erongarícuaro,21.89,11.22,602
743,16,33,Gabriel Zamora,30.14,19.69,944
744,16,35,La Huacana,32.59,21.82,443
745,16,36,Huandacareo,26.67,11.79,33
746,16,37,Huaniqueo,24.53,11.41,876
747,16,38,Huetamo,33.85,20.15,195
748,16,39,Huiramba,20.75,10.53,845
749,16,40,Indaparapeo,21.51,10.71,210
750,16,41,Irimbo,19.89,7.89,420
751,16,42,Ixtlán,30.86,14.41,779
752,16,43,Jacona,29.3,13.71,761
753,16,45,Jiquilpan,28.64,14.59,158
754,16,47,Jungapeo,20.48,11.14,57
755,16,49,Madero,22.25,13.95,440
756,16,50,Maravatío,21.4,8.32,482
757,16,51,Marcos Castellanos,27.27,14.12,763
758,16,53,Morelia,21.62,11.07,73
759,16,55,Múgica,35.08,23.13,472
760,16,56,Nahuatzen,22.56,11.18,509
761,16,57,Nocupétaro,28.05,17.53,444
762,16,58,Nuevo Parangaricutiro,24.59,14.31,484
763,16,59,Nuevo Urecho,26.76,18.06,36
764,16,60,Numarán,30.04,13.86,814
765,16,62,Pajacuarán,30.25,14.77,386
766,16,63,Panindícuaro,26.66,13.46,474
767,16,64,Parácuaro,34.1,22.57,961
768,16,65,Paracho,23.34,11.15,367
769,16,66,Pátzcuaro,20.9,11.21,677
770,16,67,Penjamillo,28.51,13.9,502
771,16,68,Peribán,27.89,17.2,999
772,16,69,La Piedad,30.41,13.87,904
773,16,70,Purépero,25.68,12.46,736
774,16,71,Puruándiro,27.05,12.91,945
775,16,72,Queréndaro,20.98,10.37,762
776,16,73,Quiroga,23.24,10.75,321
777,16,74,Cojumatlán de Régules,27.43,15.38,215
778,16,76,Sahuayo,28.39,14.75,393
779,16,78,Santa Ana Maya,26.89,11.49,632
780,16,79,Salvador Escalante,21.31,13.07,789
781,16,80,Senguio,19.32,6.96,51
782,16,81,Susupuato,22.71,13.23,859
783,16,82,Tacámbaro,21.34,13.93,264
784,16,83,Tancítaro,28.0,18.54,786
785,16,84,Tangamandapio,28.48,14.26,418
786,16,85,Tangancícuaro,27.74,12.99,173
787,16,86,Tanhuato,31.19,14.17,367
788,16,87,Taretan,23.78,15.36,131
789,16,88,Tarímbaro,23.15,11.07,365
790,16,89,Tepalcatepec,33.28,20.81,132
791,16,90,Tingambato,21.79,11.78,883
792,16,91,Tingüindín,27.22,14.37,237
793,16,92,Tiquicheo de Nicolás Romero,28.63,17.5,892
794,16,93,Tlalpujahua,20.14,6.84,546
795,16,94,Tlazazalca,28.11,13.56,264
796,16,95,Tocumbo,28.94,16.74,248
797,16,96,Tumbiscatío,27.91,19.85,362
798,16,97,Turicato,28.29,18.34,426
799,16,99,Tuzantla,25.62,15.39,624
800,16,100,Tzintzuntzan,22.06,10.69,588
801,16,101,Tzitzio,22.17,13.39,148
802,16,102,Uruapan,24.35,13.76,197
803,16,104,Villamar,29.43,14.7,860
804,16,105,Vista Hermosa,31.01,14.4,27
805,16,106,Yurécuaro,30.88,13.87,672
806,16,107,Zacapu,24.18,11.68,85
807,16,108,Zamora,30.57,14.15,481
808,16,109,Zináparo,29.69,13.89,972
809,16,110,Zinapécuaro,22.03,9.9,566
810,16,111,Ziracuaretiro,22.88,13.21,123
811,16,112,Zitácuaro,18.44,8.64,38
812,16,113,José Sixto Verduzco,29.42,13.67,669
813,17,1,Amacuzac,26.29,15.38,205
814,17,2,Atlatlahucan,21.43,11.44,693
815,17,3,Axochiapan,29.87,16.17,198
816,17,4,Ayala,29.34,16.13,789
817,17,5,Coatlán del Río,24.34,14.15,64
818,17,7,Cuernavaca,22.31,12.0,261
819,17,9,Huitzilac,20.83,9.42,348
820,17,10,Jantetelco,27.66,15.28,500
821,17,11,Jiutepec,27.3,15.67,128
822,17,12,Jojutla,28.84,16.09,494
823,17,13,Jonacatepec de Leandro Valle,27.61,15.23,54
824,17,14,Mazatepec,26.03,15.03,551
825,17,15,Miacatlán,24.68,13.92,909
826,17,16,Ocuituco,20.69,11.0,285
827,17,17,Puente de Ixtla,28.05,15.91,359
828,17,18,Temixco,24.11,13.54,612
829,17,19,Tepalcingo,29.69,16.07,377
830,17,20,Tepoztlán,25.44,14.1,584
831,17,21,Tetecala,24.58,14.29,441
832,17,22,Tetela del Volcán,17.2,8.61,435
833,17,23,Tlalnepantla,22.82,12.44,382
834,17,24,Tlaltizapán de Zapata,29.5,16.41,85
835,17,25,Tlaquiltenango,29.95,16.47,930
836,17,26,Tlayacapan,24.23,13.27,15
837,17,27,Totolapan,20.71,11.11,744
838,17,28,Xochitepec,27.91,15.71,780
839,17,29,Yautepec,27.96,15.64,119
840,17,30,Yecapixtla,24.17,13.19,245
841,17,31,Zacatepec,28.67,16.06,650
842,17,32,Zacualpan de Amilpas,22.43,12.28,384
843,17,33,Temoac,25.69,14.32,459
844,18,1,Acaponeta,30.32,16.0,506
845,18,3,Amatlán de Cañas,29.91,14.54,846
846,18,4,Compostela,28.3,18.81,311
847,18,5,Huajicori,28.51,12.8,318
848,18,6,Ixtlán del Río,30.95,14.41,325
849,18,7,Jala,30.58,14.1,891
850,18,8,Xalisco,28.55,16.23,470
851,18,9,Del Nayar,27.76,11.64,264
852,18,10,Rosamorada,30.64,17.41,862
853,18,11,Ruíz,30.1,15.73,384
854,18,12,San Blas,28.94,20.31,196
855,18,13,San Pedro Lagunillas,28.93,14.83,119
856,18,15,Santiago Ixcuintla,30.03,19.31,663
857,18,16,Tecuala,30.53,19.52,362
858,18,17,Tepic,29.48,15.03,271
859,18,19,La Yesca,29.05,12.45,720
860,18,20,Bahía de Banderas,27.99,21.49,978
861,19,1,Abasolo,27.6325,15.1975,800
862,19,2,Agualeguas,26.84,16.63,565
863,19,3,Los Aldamas,27.95,19.33,343
864,19,5,Anáhuac,27.57,15.66,834
865,19,6,Apodaca,27.47,15.01,259
866,19,7,Aramberri,24.06,10.24,935
867,19,9,Cadereyta Jiménez,27.84,14.17,732
868,19,10,El Carmen,26.31,14.23,233
869,19,11,Cerralvo,26.37,16.15,309
870,19,12,Ciénega de Flores,26.61,14.83,174
871,19,13,China,27.83,18.77,552
872,19,14,Doctor Arroyo,25.83,10.37,793
873,19,15,Doctor Coss,28.07,19.6,258
874,19,16,Doctor González,26.67,15.28,491
875,19,18,García,24.45,12.05,453
876,19,19,San Pedro Garza García,26.5,12.15,930
877,19,20,General Bravo,27.88,19.17,822
878,19,21,General Escobedo,26.57,14.27,816
879,19,22,General Terán,27.66,16.39,178
880,19,23,General Treviño,27.66,18.6,268
881,19,24,General Zaragoza,22.58,9.9,151
882,19,25,General Zuazua,26.58,14.71,348
883,19,27,Los Herreras,27.64,18.67,369
884,19,28,Higueras,25.85,14.23,172
885,19,29,Hualahuises,26.61,13.34,479
886,19,30,Iturbide,23.27,11.08,427
887,19,32,Lampazos de Naranjo,26.37,16.04,136
888,19,33,Linares,26.89,14.27,717
889,19,34,Marín,26.55,14.74,141
890,19,36,Mier y Noriega,25.18,11.37,605
891,19,37,Mina,25.21,14.21,742
892,19,38,Montemorelos,26.29,13.01,190
893,19,39,Monterrey,26.04,12.2,839
894,19,40,Parás,27.81,18.27,632
895,19,41,Pesquería,27.73,15.05,699
896,19,42,Los Ramones,27.59,16.87,154
897,19,43,Rayones,21.88,9.59,308
898,19,44,Sabinas Hidalgo,26.24,14.63,725
899,19,45,Salinas Victoria,26.04,14.22,209
900,19,46,San Nicolás de los Garza,27.58,14.96,54
901,19,47,Hidalgo,24.67,12.776,681
902,19,48,Santa Catarina,24.15,11.14,111
903,19,49,Santiago,23.87,9.78,150
904,19,50,Vallecillo,27.43,17.01,622
905,19,51,Villaldama,25.74,14.28,248
906,20,1,Abejones,25.36,11.65,406
907,20,2,Acatlán de Pérez Figueroa,30.45,21.52,937
908,20,3,Asunción Cacalotepec,26.63,14.02,905
909,20,4,Asunción Cuyotepeji,28.19,13.05,163
910,20,5,Asunción Ixtaltepec,32.85,22.36,822
911,20,6,Asunción Nochixtlán,25.9,12.89,732
912,20,7,Asunción Ocotlán,29.68,15.84,195
913,20,8,Asunción Tlacolulita,31.35,18.78,664
914,20,9,Ayotzintepec,29.19,19.04,10
915,20,10,El Barrio de la Soledad,31.32,21.14,818
916,20,11,Calihualá,28.72,14.7,388
917,20,12,Candelaria Loxicha,30.65,18.36,375
918,20,13,Ciénega de Zimatlán,27.82,12.9,267
919,20,14,Ciudad Ixtepec,33.07,21.89,692
920,20,15,Coatecas Altas,28.3,13.39,252
921,20,16,Coicoyán de las Flores,25.75,15.08,17
922,20,17,La Compañía,27.95,13.12,519
923,20,18,Concepción Buenavista,27.27,12.6,640
924,20,19,Concepción Pápalo,27.28,14.09,657
925,20,20,Constancia del Rosario,27.02,15.68,457
926,20,21,Cosolapa,31.08,21.01,434
927,20,22,Cosoltepec,29.97,15.05,395
928,20,23,Cuilápam de Guerrero,27.44,12.45,361
929,20,24,Cuyamecalco Villa de Zaragoza,27.33,14.61,529
930,20,25,Chahuites,35.48,25.39,421
931,20,26,Chalcatongo de Hidalgo,25.51,13.11,676
932,20,27,Chiquihuitlán de Benito Juárez,26.0,14.6,101
933,20,28,Heroica Ciudad de Ejutla de Crespo,28.41,13.39,349
934,20,29,Eloxochitlán de Flores Magón,27.41,15.75,10
935,20,30,El Espinal,33.73,23.32,490
936,20,31,Tamazulápam del Espíritu Santo,25.68,12.99,815
937,20,32,Fresnillo de Trujano,31.07,16.78,783
938,20,33,Guadalupe Etla,27.04,11.74,261
939,20,34,Guadalupe de Ramírez,30.32,15.73,497
940,20,35,Guelatao de Juárez,24.6,10.5,918
941,20,36,Guevea de Humboldt,30.66,18.64,121
942,20,37,Mesones Hidalgo,28.7,17.39,313
943,20,38,Villa Hidalgo,26.49,10.18,654
944,20,39,Heroica Ciudad de Huajuapan de León,29.58,14.31,118
945,20,40,Huautepec,26.52,15.14,467
946,20,41,Huautla de Jiménez,27.11,15.92,538
947,20,42,Ixtlán de Juárez,26.13,13.98,551
948,20,43,Heroica Ciudad de Juchitán de Zaragoza,33.42,24.76,32
949,20,44,Loma Bonita,29.53,21.27,284
950,20,45,Magdalena Apasco,27.04,11.38,325
951,20,46,Magdalena Jaltepec,26.72,12.89,387
952,20,47,Santa Magdalena Jicotlán,26.96,11.97,536
953,20,48,Magdalena Mixtepec,26.7,11.91,882
954,20,49,Magdalena Ocotlán,28.3,13.33,161
955,20,50,Magdalena Peñasco,25.82,10.8,797
956,20,51,Magdalena Teitipac,27.02,12.77,443
957,20,52,Magdalena Tequisistlán,32.15,18.47,985
958,20,53,Magdalena Tlacotepec,34.54,21.3,203
959,20,54,Magdalena Zahuatlán,25.86,12.59,71
960,20,55,Mariscala de Juárez,30.62,16.02,701
961,20,56,Mártires de Tacubaya,31.1,20.93,320
962,20,57,Matías Romero Avendaño,29.79,21.43,916
963,20,58,Mazatlán Villa de Flores,27.88,15.06,236
964,20,59,Miahuatlán de Porfirio Díaz,27.04,12.64,697
965,20,60,Mixistlán de la Reforma,25.21,12.89,418
966,20,61,Monjas,27.17,12.64,951
967,20,62,Natividad,24.65,10.73,550
968,20,63,Nazareno Etla,27.04,11.62,643
969,20,64,Nejapa de Madero,30.4,16.08,730
970,20,65,Ixpantepec Nieves,27.61,13.89,314
971,20,66,Santiago Niltepec,36.05,23.87,810
972,20,67,Oaxaca de Juárez,26.78,11.91,375
973,20,68,Ocotlán de Morelos,28.25,13.27,20
974,20,69,La Pe,28.23,13.15,354
975,20,70,Pinotepa de Don Luis,31.04,20.01,283
976,20,71,Pluma Hidalgo,29.67,17.86,881
977,20,72,San José del Progreso,28.31,13.4,440
978,20,73,Putla Villa de Guerrero,26.88,15.41,190
979,20,74,Santa Catarina Quioquitani,24.15,10.52,33
980,20,75,Reforma de Pineda,35.93,24.49,171
981,20,76,La Reforma,29.21,17.89,326
982,20,77,Reyes Etla,27.04,11.62,625
983,20,78,Rojas de Cuauhtémoc,26.82,12.25,209
984,20,79,Salina Cruz,33.9,24.26,926
985,20,80,San Agustín Amatengo,27.89,13.14,309
986,20,81,San Agustín Atenango,28.31,13.86,574
987,20,82,San Agustín Chayuco,30.19,18.72,483
988,20,83,San Agustín de las Juntas,27.08,12.3,305
989,20,84,San Agustín Etla,26.67,11.29,916
990,20,85,San Agustín Loxicha,29.46,17.37,97
991,20,86,San Agustín Tlacotepec,25.8,11.34,187
992,20,87,San Agustín Yatareni,26.47,11.63,102
993,20,88,San Andrés Cabecera Nueva,27.62,15.83,134
994,20,89,San Andrés Dinicuiti,28.43,12.92,449
995,20,90,San Andrés Huaxpaltepec,31.57,20.26,890
996,20,91,San Andrés Huayápam,26.47,11.63,361
997,20,92,San Andrés Ixtlahuaca,26.76,11.8,748
998,20,93,San Andrés Lagunas,26.45,11.41,649
999,20,94,San Andrés Nuxiño,26.57,13.0,743
1000,20,95,San Andrés Paxtlán,25.84,12.5,194
1001,20,96,San Andrés Sinaxtla,25.31,11.95,439
1002,20,97,San Andrés Solaga,24.83,12.46,316
1003,20,98,San Andrés Teotilálpam,27.5,16.86,981
1004,20,99,San Andrés Tepetlapa,29.89,15.54,18
1005,20,100,San Andrés Yaá,25.16,13.24,916
1006,20,101,San Andrés Zabache,27.81,13.12,66
1007,20,102,San Andrés Zautla,26.79,12.01,375
1008,20,103,San Antonino Castillo Velasco,28.18,13.32,780
1009,20,104,San Antonino el Alto,25.83,11.56,485
1010,20,105,San Antonino Monte Verde,27.95,12.26,618
1011,20,106,San Antonio Acutla,27.2,12.0,209
1012,20,107,San Antonio de la Cal,26.88,12.13,238
1013,20,108,San Antonio Huitepec,25.99,11.87,786
1014,20,109,San Antonio Nanahuatípam,28.37,14.39,205
1015,20,110,San Antonio Sinicahua,25.39,11.78,219
1016,20,111,San Antonio Tepetlapa,29.82,19.91,107
1017,20,112,San Baltazar Chichicápam,27.9,13.42,582
1018,20,113,San Baltazar Loxicha,29.94,17.4,419
1019,20,114,San Baltazar Yatzachi el Bajo,24.98,12.39,631
1020,20,115,San Bartolo Coyotepec,27.34,12.56,690
1021,20,116,San Bartolomé Ayautla,27.08,16.74,50
1022,20,117,San Bartolomé Loxicha,30.11,18.75,703
1023,20,118,San Bartolomé Quialana,26.92,12.71,346
1024,20,119,San Bartolomé Yucuañe,26.19,11.62,379
1025,20,120,San Bartolomé Zoogocho,24.5,11.8,515
1026,20,121,San Bartolo Soyaltepec,25.2,11.8,414
1027,20,122,San Bartolo Yautepec,29.66,15.57,983
1028,20,123,San Bernardo Mixtepec,26.96,12.28,234
1029,20,124,San Blas Atempa,34.03,23.51,550
1030,20,125,San Carlos Yautepec,29.03,15.88,404
1031,20,126,San Cristóbal Amatlán,24.81,10.9,360
1032,20,127,San Cristóbal Amoltepec,25.91,10.68,786
1033,20,128,San Cristóbal Lachirioag,25.42,13.75,296
1034,20,129,San Cristóbal Suchixtlahuaca,25.7,11.65,63
1035,20,130,San Dionisio del Mar,33.95,25.48,439
1036,20,131,San Dionisio Ocotepec,28.74,14.11,162
1037,20,132,San Dionisio Ocotlán,28.14,13.39,292
1038,20,133,San Esteban Atatlahuca,24.34,12.7,27
1039,20,134,San Felipe Jalapa de Díaz,28.43,19.48,19
1040,20,135,San Felipe Tejalápam,26.84,11.93,213
1041,20,136,San Felipe Usila,27.5,16.05,181
1042,20,137,San Francisco Cahuacuá,25.9,13.34,450
1043,20,138,San Francisco Cajonos,24.9,12.05,181
1044,20,139,San Francisco Chapulapa,26.53,14.63,470
1045,20,140,San Francisco Chindúa,25.91,12.31,11
1046,20,141,San Francisco del Mar,34.45,25.81,566
1047,20,142,San Francisco Huehuetlán,27.54,14.99,984
1048,20,143,San Francisco Ixhuatán,35.65,24.98,94
1049,20,144,San Francisco Jaltepetongo,26.32,12.61,199
1050,20,145,San Francisco Lachigoló,26.7,12.09,387
1051,20,146,San Francisco Logueche,25.31,11.26,896
1052,20,147,San Francisco Nuxaño,26.15,12.01,25
1053,20,148,San Francisco Ozolotepec,26.88,15.48,185
1054,20,149,San Francisco Sola,27.71,13.24,976
1055,20,150,San Francisco Telixtlahuaca,26.42,12.83,250
1056,20,151,San Francisco Teopan,27.43,12.35,406
1057,20,152,San Francisco Tlapancingo,27.85,14.59,191
1058,20,153,San Gabriel Mixtepec,30.12,18.4,539
1059,20,154,San Ildefonso Amatlán,25.05,11.25,192
1060,20,155,San Ildefonso Sola,27.5,12.91,432
1061,20,156,San Ildefonso Villa Alta,25.8,14.37,19
1062,20,157,San Jacinto Amilpas,26.97,12.01,252
1063,20,158,San Jacinto Tlacotepec,28.03,15.81,908
1064,20,159,San Jerónimo Coatlán,28.58,15.44,51
1065,20,160,San Jerónimo Silacayoapilla,29.89,14.67,701
1066,20,161,San Jerónimo Sosola,26.25,13.49,796
1067,20,162,San Jerónimo Taviche,28.17,13.47,796
1068,20,163,San Jerónimo Tecóatl,27.82,15.03,909
1069,20,164,San Jorge Nuchita,29.71,15.29,90
1070,20,165,San José Ayuquila,30.66,16.11,456
1071,20,166,San José Chiltepec,29.88,20.61,921
1072,20,167,San José del Peñasco,25.61,11.24,329
1073,20,168,San José Estancia Grande,31.08,22.49,241
1074,20,169,San José Independencia,28.46,19.83,958
1075,20,170,San José Lachiguiri,25.57,11.69,716
1076,20,171,San José Tenango,27.9,18.38,80
1077,20,172,San Juan Achiutla,26.06,11.07,359
1078,20,173,San Juan Atepec,24.66,11.62,22
1079,20,174,Ánimas Trujano,27.08,12.3,542
1080,20,175,San Juan Bautista Atatlahuca,26.35,12.49,21
1081,20,176,San Juan Bautista Coixtlahuaca,24.98,11.96,732
1082,20,177,San Juan Bautista Cuicatlán,27.44,13.89,966
1083,20,178,San Juan Bautista Guelache,27.1,11.0,316
1084,20,179,San Juan Bautista Jayacatlán,26.56,11.95,514
1085,20,180,San Juan Bautista Lo de Soto,31.6,21.66,680
1086,20,181,San Juan Bautista Suchitepec,28.24,13.11,369
1087,20,182,San Juan Bautista Tlacoatzintepec,27.23,15.72,385
1088,20,183,San Juan Bautista Tlachichilco,29.19,15.06,46
1089,20,184,San Juan Bautista Tuxtepec,29.92,21.21,566
1090,20,185,San Juan Cacahuatepec,30.27,20.03,785
1091,20,186,San Juan Cieneguilla,31.05,16.79,844
1092,20,187,San Juan Coatzóspam,26.86,16.18,469
1093,20,188,San Juan Colorado,29.96,19.2,419
1094,20,189,San Juan Comaltepec,26.95,15.68,502
1095,20,190,San Juan Cotzocón,29.46,19.36,75
1096,20,191,San Juan Chicomezúchil,24.65,10.34,114
1097,20,192,San Juan Chilateca,27.68,13.01,797
1098,20,193,San Juan del Estado,26.81,11.25,487
1099,20,194,San Juan del Río,26.03,11.49,564
1100,20,195,San Juan Diuxi,26.33,11.81,63
1101,20,196,San Juan Evangelista Analco,24.6,10.74,343
1102,20,197,San Juan Guelavía,26.73,12.29,776
1103,20,198,San Juan Guichicovi,29.72,20.78,50
1104,20,199,San Juan Ihualtepec,30.66,16.17,749
1105,20,200,San Juan Juquila Mixes,28.5,14.83,44
1106,20,201,San Juan Juquila Vijanos,24.77,11.93,227
1107,20,202,San Juan Lachao,28.3,16.15,843
1108,20,203,San Juan Lachigalla,28.62,13.7,613
1109,20,204,San Juan Lajarcia,30.26,15.6,566
1110,20,205,San Juan Lalana,28.9,19.22,84
1111,20,206,San Juan de los Cués,29.1,15.23,857
1112,20,207,San Juan Mazatlán,29.63,19.23,636
1113,20,208,San Juan Mixtepec,25.05,11.49,137
1114,20,210,San Juan Ñumí,27.19,11.98,921
1115,20,211,San Juan Ozolotepec,26.78,15.36,237
1116,20,212,San Juan Petlapa,26.66,16.39,390
1117,20,213,San Juan Quiahije,27.03,16.05,483
1118,20,214,San Juan Quiotepec,26.07,13.06,508
