,Cve_Ent,Cve_Mun,nmun,tmax,tmin,Value
79,7,14,El Bosque,23.8,13.33,363
80,7,15,Cacahoatán,27.1,16.23,730
81,7,16,Catazajá,30.8,23.61,221
82,7,17,Cintalapa,30.56,21.54,309
83,7,18,Coapilla,26.96,16.86,445
84,7,19,Comitán de Domínguez,27.06,16.91,61
85,7,20,La Concordia,26.82,17.02,559
86,7,21,Copainalá,24.04,16.99,847
87,7,22,Chalchihuitán,26.17,12.8,221
88,7,23,Chamula,20.88,11.57,689
89,7,24,Chanal,21.72,11.48,319
90,7,25,Chapultenango,24.56,17.29,701
91,7,26,Chenalhó,25.76,12.43,464
92,7,27,Chiapa de Corzo,26.58,16.82,534
93,7,28,Chiapilla,29.05,19.31,223
94,7,29,Chicoasén,24.67,15.8,391
95,7,30,Chicomuselo,26.79,16.65,319
96,7,31,Chilón,28.9,17.92,115
97,7,32,Escuintla,29.82,18.63,394
98,7,33,Francisco León,26.69,19.29,718
99,7,34,Frontera Comalapa,26.07,16.45,918
100,7,35,Frontera Hidalgo,32.43,21.83,790
101,7,36,La Grandeza,23.53,12.59,665
102,7,37,Huehuetán,31.55,21.8,690
103,7,38,Huixtán,23.93,12.31,326
104,7,39,Huitiupán,27.48,15.52,457
105,7,40,Huixtla,31.91,22.27,830
106,7,41,La Independencia,24.32,16.08,484
107,7,42,Ixhuatán,26.3,15.84,301
108,7,43,Ixtacomitán,27.73,19.6,901
109,7,44,Ixtapa,22.98,14.1,634
110,7,45,Ixtapangajoya,28.63,20.67,234
111,7,46,Jiquipilas,31.69,21.68,227
112,7,47,Jitotol,25.33,13.35,622
113,7,48,Juárez,25.624,15.202000000000002,663
114,7,49,Larráinzar,24.38,12.22,668
115,7,50,La Libertad,30.16,23.98,490
116,7,51,Mapastepec,29.55,19.59,118
117,7,52,Las Margaritas,25.68,16.44,163
118,7,53,Mazapa de Madero,23.26,11.96,665
119,7,54,Mazatán,29.755,17.785,76
120,7,55,Metapa,32.17,20.91,838
121,7,56,Mitontic,23.96,11.11,879
122,7,57,Motozintla,26.1,14.95,549
123,7,58,Nicolás Ruíz,27.97,18.65,409
124,7,59,Ocosingo,30.14,19.74,543
125,7,60,Ocotepec,25.51,13.32,689
126,7,61,Ocozocoautla de Espinosa,25.49,18.94,276
127,7,62,Ostuacán,28.67,22.22,515
128,7,63,Osumacinta,25.53,16.09,202
129,7,64,Oxchuc,25.08,13.51,911
130,7,65,Palenque,30.25,22.43,480
131,7,66,Pantelhó,27.78,14.42,961
132,7,67,Pantepec,24.315,16.945,40
133,7,68,Pichucalco,28.74,22.19,39
134,7,69,Pijijiapan,30.76,20.99,310
135,7,70,El Porvenir,24.17,12.86,548
136,7,71,Villa Comaltitlán,32.25,22.83,534
137,7,72,Pueblo Nuevo Solistahuacán,26.12,14.6,280
138,7,73,Rayón,24.2925,12.6775,381
139,7,74,Reforma,31.14,23.89,420
140,7,75,Las Rosas,27.13,17.57,720
141,7,76,Sabanilla,28.01,16.65,42
142,7,77,Salto de Agua,30.17,20.71,129
143,7,78,San Cristóbal de las Casas,25.03,14.28,397
144,7,79,San Fernando,26.025,18.885,828
145,7,80,Siltepec,25.7,13.99,637
146,7,81,Simojovel,27.01,14.26,754
147,7,82,Sitalá,28.41,14.89,378
148,7,83,Socoltenango,28.33,19.14,448
149,7,84,Solosuchiapa,27.3,17.89,94
150,7,85,Soyaló,24.54,14.95,740
151,7,86,Suchiapa,27.07,17.32,218
152,7,87,Suchiate,31.67,23.01,829
153,7,88,Sunuapa,28.54,22.28,492
154,7,89,Tapachula,30.12,20.49,11
155,7,90,Tapalapa,26.39,16.51,455
156,7,91,Tapilula,25.7,15.2,633
157,7,92,Tecpatán,28.54,21.73,500
158,7,93,Tenejapa,24.22,11.77,665
159,7,94,Teopisca,25.36,15.29,474
160,7,96,Tila,28.87,18.1,39
161,7,97,Tonalá,30.16,18.125,823
162,7,98,Totolapa,28.28,18.73,881
163,7,99,La Trinitaria,25.51,16.85,24
164,7,100,Tumbalá,29.22,18.17,210
165,7,101,Tuxtla Gutiérrez,26.09,16.93,691
166,7,102,Tuxtla Chico,30.93,19.87,299
167,7,103,Tuzantán,29.87,19.35,228
168,7,104,Tzimol,28.69,19.02,699
169,7,105,Unión Juárez,26.14,14.98,740
170,7,107,Villa Corzo,29.29,18.94,139
171,7,108,Villaflores,31.32,20.19,481
172,7,109,Yajalón,28.65,16.45,936
173,7,110,San Lucas,29.86,19.24,703
174,7,111,Zinacantán,26.19,16.0,988
175,7,112,San Juan Cancuc,26.6,13.57,224
176,7,113,Aldama,24.46,14.016666666666666,245
177,7,114,Benemérito de las Américas,34.13,20.43,267
178,7,115,Maravilla Tenejapa,30.48,18.66,261
179,7,116,Marqués de Comillas,34.19,20.55,569
180,7,117,Montecristo de Guerrero,25.08,14.96,871
181,7,118,San Andrés Duraznal,26.33,14.27,758
182,7,119,Santiago el Pinar,24.64,12.04,82
183,7,120,Capitán Luis Ángel Vidal,25.7,13.99,115
184,7,121,Rincón Chamula San Pedro,25.89,14.57,112
185,7,122,El Parral,31.39,20.46,223
186,7,124,Mezcalapa,29.12,22.82,772
187,8,1,Ahumada,21.03,7.92,15
188,8,3,Allende,25.25333333333333,12.97,555
189,8,4,Aquiles Serdán,21.71,12.86,506
190,8,5,Ascensión,21.88,10.32,502
191,8,6,Bachíniva,16.89,3.69,289
192,8,7,Balleza,19.39,1.93,421
193,8,8,Batopilas de Manuel Gómez Morín,27.56,12.06,41
194,8,9,Bocoyna,16.53,2.66,485
195,8,10,Buenaventura,21.35,6.15,273
196,8,12,Carichí,20.0,4.82,590
197,8,13,Casas Grandes,19.06,3.24,772
198,8,14,Coronado,23.59,11.3,351
199,8,15,Coyame del Sotol,21.66,8.74,444
200,8,16,La Cruz,24.16,9.49,613
201,8,18,Cusihuiriachi,19.3,5.54,171
202,8,19,Chihuahua,21.06,6.78,695
203,8,20,Chínipas,28.13,11.36,643
204,8,21,Delicias,23.18,11.88,78
205,8,22,Dr. Belisario Domínguez,21.78,9.22,486
206,8,23,Galeana,22.585,7.654999999999999,778
207,8,24,Santa Isabel,21.72,8.34,839
208,8,26,Gran Morelos,21.59,7.94,65
209,8,27,Guachochi,18.48,3.82,265
210,8,29,Guadalupe y Calvo,23.03,4.77,755
211,8,30,Guazapares,27.77,12.29,236
212,8,32,Hidalgo del Parral,23.07,10.4,304
213,8,33,Huejotitán,22.94,8.49,756
214,8,34,Ignacio Zaragoza,19.4,2.47,474
215,8,35,Janos,20.69,7.15,474
216,8,38,Julimes,22.16,11.71,374
217,8,39,López,23.7,12.6,562
218,8,40,Madera,19.51,2.14,369
219,8,41,Maguarichi,21.82,8.03,682
220,8,42,Manuel Benavides,21.77,10.56,87
221,8,43,Matachí,20.99,1.91,323
222,8,45,Meoqui,24.27,11.09,49
223,8,47,Moris,23.01,5.9,693
224,8,48,Namiquipa,19.44,2.08,446
225,8,49,Nonoava,21.69,5.57,721
226,8,50,Nuevo Casas Grandes,20.81,6.86,572
227,8,52,Ojinaga,22.45,9.55,353
228,8,53,Praxedis G. Guerrero,22.43,10.23,505
229,8,54,Riva Palacio,19.43,3.49,644
230,8,55,Rosales,23.65,10.5,883
231,8,57,San Francisco de Borja,21.77,7.0,197
232,8,58,San Francisco de Conchos,23.55,12.8,473
233,8,59,San Francisco del Oro,21.61,7.77,853
234,8,60,Santa Bárbara,21.53,8.42,838
235,8,61,Satevó,22.48,10.1,968
236,8,62,Saucillo,23.04,12.05,820
237,8,63,Temósachic,20.29,2.59,434
238,8,64,El Tule,23.27,7.56,949
239,8,65,Urique,28.25,13.21,239
240,8,66,Uruachi,24.85,8.73,782
241,8,67,Valle de Zaragoza,23.25,11.21,452
242,9,2,Azcapotzalco,27.22,12.81,771
243,9,3,Coyoacán,25.28,11.24,237
244,9,4,Cuajimalpa de Morelos,21.41,7.42,651
245,9,5,Gustavo A. Madero,28.68,14.3,933
246,9,6,Iztacalco,26.61,13.71,200
247,9,7,Iztapalapa,26.07,13.09,856
248,9,8,La Magdalena Contreras,21.82,7.38,547
249,9,9,Milpa Alta,24.43,12.15,932
250,9,10,Álvaro Obregón,23.77,10.27,547
251,9,11,Tláhuac,25.91,12.54,208
252,9,12,Tlalpan,22.89,9.42,834
253,9,13,Xochimilco,25.53,11.78,202
254,9,14,Benito Juárez,27.92142857142857,16.264285714285712,854
255,9,15,Cuauhtémoc,24.66,10.485,348
256,9,16,Miguel Hidalgo,24.84,10.97,704
257,10,1,Canatlán,21.98,5.56,440
258,10,2,Canelas,21.46,6.9,542
259,10,3,Coneto de Comonfort,23.75,7.99,372
260,10,4,Cuencamé,23.71,10.0,824
261,10,5,Durango,23.27,3.69,296
262,10,6,General Simón Bolívar,25.83,12.71,716
263,10,7,Gómez Palacio,26.23,12.27,81
264,10,9,Guanaceví,22.33,1.77,99
265,10,11,Indé,24.18,8.46,964
266,10,12,Lerdo,26.65,8.14,946
267,10,13,Mapimí,26.25,9.02,785
268,10,14,Mezquital,22.89,5.41,144
269,10,15,Nazas,26.97,8.29,757
270,10,16,Nombre de Dios,25.97,5.25,285
271,10,18,El Oro,24.775,6.915,314
272,10,19,Otáez,23.2,5.02,95
273,10,20,Pánuco de Coronado,25.49,5.03,788
274,10,21,Peñón Blanco,26.09,6.47,621
275,10,22,Poanas,25.18,4.94,679
276,10,23,Pueblo Nuevo,26.98,10.135,473
277,10,24,Rodeo,27.66,7.09,124
278,10,25,San Bernardo,24.72,4.54,669
279,10,26,San Dimas,22.42,5.28,20
280,10,27,San Juan de Guadalupe,27.03,8.82,34
281,10,29,San Luis del Cordero,24.55,10.94,752
282,10,30,San Pedro del Gallo,25.54,7.53,51
283,10,31,Santa Clara,25.62,6.43,784
284,10,32,Santiago Papasquiaro,24.97,5.41,764
285,10,33,Súchil,21.41,3.54,235
286,10,34,Tamazula,27.0,11.61,453
287,10,35,Tepehuanes,24.27,3.47,105
288,10,36,Tlahualilo,26.47,9.99,899
289,10,37,Topia,25.15,7.18,364
290,10,39,Nuevo Ideal,25.75,5.27,103
291,11,2,Acámbaro,25.05,10.45,725
292,11,3,San Miguel de Allende,25.23,12.06,188
293,11,4,Apaseo el Alto,26.89,11.77,791
294,11,5,Apaseo el Grande,27.22,12.33,73
295,11,6,Atarjea,22.95,9.71,508
296,11,7,Celaya,28.23,11.99,555
297,11,8,Manuel Doblado,29.0,13.04,274
298,11,9,Comonfort,26.89,12.1,575
299,11,10,Coroneo,23.58,9.6,802
300,11,11,Cortazar,29.15,12.2,802
301,11,12,Cuerámaro,30.18,13.46,230
302,11,13,Doctor Mora,21.18,10.43,677
303,11,14,Dolores Hidalgo Cuna de la Independencia Nacional,26.21,12.13,247
304,11,15,Guanajuato,27.13,12.65,765
305,11,16,Huanímaro,30.03,13.59,241
306,11,17,Irapuato,30.32,13.15,721
307,11,18,Jaral del Progreso,29.39,12.5,496
308,11,19,Jerécuaro,24.59,9.99,499
309,11,20,León,28.27,11.99,844
310,11,21,Moroleón,27.35,12.17,318
311,11,23,Pénjamo,29.61,13.89,96
312,11,25,Purísima del Rincón,29.3,11.89,145
313,11,26,Romita,30.69,13.0,147
314,11,27,Salamanca,29.47,12.66,823
315,11,28,Salvatierra,27.75,11.63,347
316,11,29,San Diego de la Unión,26.04,11.37,533
317,11,31,San Francisco del Rincón,30.11,12.03,782
318,11,32,San José Iturbide,21.84,10.83,167
319,11,33,San Luis de la Paz,23.25,11.39,559
320,11,35,Santa Cruz de Juventino Rosas,28.01,12.41,491
321,11,36,Santiago Maravatío,27.98,11.88,366
322,11,37,Silao de la Victoria,29.35,13.01,291
323,11,38,Tarandacuao,23.86,9.48,407
324,11,39,Tarimoro,27.45,11.17,830
325,11,41,Uriangato,27.59,12.04,777
326,11,42,Valle de Santiago,29.6,12.93,934
327,11,45,Xichú,23.22,10.63,120
328,11,46,Yuriria,27.98,12.52,754
329,12,1,Acapulco de Juárez,31.01,22.44,512
330,12,2,Ahuacuotzingo,28.3,15.68,93
331,12,3,Ajuchitlán del Progreso,27.45,18.24,537
332,12,4,Alcozauca de Guerrero,25.87,14.49,531
333,12,5,Alpoyeca,29.91,15.62,450
334,12,6,Apaxtla,28.34,18.36,624
335,12,7,Arcelia,28.04,19.01,843
336,12,8,Atenango del Río,30.7,17.71,915
337,12,9,Atlamajalcingo del Monte,24.49,14.65,146
338,12,10,Atlixtac,25.52,14.61,142
339,12,11,Atoyac de Álvarez,30.98,23.93,402
340,12,12,Ayutla de los Libres,28.83,19.38,98
341,12,13,Azoyú,30.81,21.33,785
342,12,15,Buenavista de Cuéllar,26.63,16.1,863
343,12,16,Coahuayutla de José María Izazaga,31.08,19.93,252
344,12,17,Cocula,28.62,15.35,961
345,12,18,Copala,30.92,23.81,704
346,12,19,Copalillo,30.44,17.35,399
347,12,20,Copanatoyac,25.31,14.28,173
348,12,21,Coyuca de Benítez,31.2,23.86,227
349,12,22,Coyuca de Catalán,28.79,18.29,652
350,12,23,Cuajinicuilapa,31.67,22.88,911
351,12,24,Cualác,29.05,15.4,286
352,12,25,Cuautepec,30.46,22.08,245
353,12,26,Cuetzala del Progreso,28.12,17.78,146
354,12,27,Cutzamala de Pinzón,29.85,19.25,340
355,12,28,Chilapa de Álvarez,25.47,15.36,843
356,12,29,Chilpancingo de los Bravo,23.52,17.34,503
357,12,30,Florencio Villarreal,28.18,23.61,68
358,12,31,General Canuto A. Neri,25.16,17.07,875
359,12,32,General Heliodoro Castillo,25.56,17.44,525
360,12,33,Huamuxtitlán,30.79,16.22,507
361,12,34,Huitzuco de los Figueroa,29.49,17.37,409
362,12,35,Iguala de la Independencia,28.7,17.74,447
363,12,36,Igualapa,29.89,20.33,344
364,12,37,Ixcateopan de Cuauhtémoc,22.91,14.91,216
365,12,38,Zihuatanejo de Azueta,31.22,21.4,647
366,12,39,Juan R. Escudero,26.26,19.54,576
367,12,40,Leonardo Bravo,24.83,17.06,846
368,12,41,Malinaltepec,25.81,16.59,995
369,12,42,Mártir de Cuilapan,28.2,16.97,874
370,12,43,Metlatónoc,25.93,16.36,144
371,12,44,Mochitlán,27.61,18.25,822
372,12,45,Olinalá,30.0,16.33,155
373,12,46,Ometepec,30.97,20.79,756
374,12,47,Pedro Ascencio Alquisiras,21.69,14.42,788
375,12,48,Petatlán,31.12,20.88,508
376,12,49,Pilcaya,21.88,13.1,497
377,12,50,Pungarabato,31.84,21.0,910
378,12,51,Quechultenango,26.95,17.09,72
379,12,52,San Luis Acatlán,29.01,20.04,844
380,12,53,San Marcos,31.07,18.02,308
381,12,54,San Miguel Totolapan,26.18,18.28,449
382,12,55,Taxco de Alarcón,23.3,14.74,674
383,12,56,Tecoanapa,30.39,20.3,60
384,12,57,Técpan de Galeana,30.9,22.58,923
385,12,58,Teloloapan,24.67,16.4,496
386,12,59,Tepecoacuilco de Trujano,30.41,18.37,470
387,12,60,Tetipac,21.32,13.18,388
388,12,61,Tixtla de Guerrero,25.69,16.42,945
389,12,62,Tlacoachistlahuaca,28.82,18.42,991
390,12,63,Tlacoapa,24.78,15.44,760
391,12,64,Tlalchapa,29.73,19.77,470
392,12,65,Tlalixtaquilla de Maldonado,29.34,15.21,509
393,12,66,Tlapa de Comonfort,28.26,14.93,645
394,12,67,Tlapehuala,30.96,20.68,447
395,12,68,La Unión de Isidoro Montes de Oca,31.25,23.41,266
396,12,69,Xalpatláhuac,26.64,14.67,482
397,12,70,Xochihuehuetlán,31.36,16.71,27
398,12,71,Xochistlahuaca,29.3,18.43,175
399,12,72,Zapotitlán Tablas,21.74,14.91,60
400,12,73,Zirándaro,31.37,18.89,37
401,12,74,Zitlala,27.26,15.93,297
402,12,75,Eduardo Neri,26.86,17.16,616
403,12,76,Acatepec,26.11,16.78,405
404,12,77,Marquelia,30.78,22.6,941
405,12,78,Cochoapa el Grande,26.32,16.8,211
406,12,79,José Joaquín de Herrera,24.78,14.81,214
407,12,80,Juchitán,31.33,22.54,427
408,12,81,Iliatenco,26.64,17.78,669
409,13,2,Acaxochitlán,23.13,10.77,997
410,13,4,Agua Blanca de Iturbide,22.13,11.29,833
411,13,5,Ajacuba,25.67,10.61,28
412,13,6,Alfajayucan,27.02,12.23,514
413,13,7,Almoloya,24.85,8.64,363
414,13,8,Apan,24.71,8.67,23
415,13,9,El Arenal,26.785,11.33,482
416,13,10,Atitalaquia,26.81,10.96,484
417,13,11,Atlapexco,24.75,18.4,74
418,13,12,Atotonilco el Grande,19.97,9.07,979
419,13,13,Atotonilco de Tula,26.77,11.11,456
420,13,14,Calnali,21.94,15.44,641
421,13,15,Cardonal,24.25,11.33,248
422,13,16,Cuautepec de Hinojosa,24.39,9.75,525
423,13,17,Chapantongo,25.58,11.56,86
424,13,18,Chapulhuacán,22.38,14.11,97
425,13,19,Chilcuautla,26.97,11.64,685
426,13,22,Epazoyucan,25.03,9.51,104
427,13,24,Huasca de Ocampo,21.2,9.09,211
428,13,25,Huautla,25.94,19.16,76
429,13,26,Huazalingo,22.94,17.05,884
430,13,28,Huejutla de Reyes,25.07,18.48,492
431,13,29,Huichapan,26.33,12.58,354
432,13,30,Ixmiquilpan,25.93,11.78,660
433,13,31,Jacala de Ledezma,24.0,12.93,791
434,13,32,Jaltocán,24.48,18.01,661
435,13,33,Juárez Hidalgo,21.47,11.78,510
436,13,34,Lolotla,21.97,13.65,781
437,13,36,San Agustín Metzquititlán,20.37,9.93,201
438,13,37,Metztitlán,21.41,10.13,577
439,13,38,Mineral del Chico,20.86,9.0,617
440,13,39,Mineral del Monte,24.03,9.27,262
441,13,40,La Misión,22.78,13.22,539
442,13,41,Mixquiahuala de Juárez,26.27,10.95,127
443,13,42,Molango de Escamilla,21.43,12.3,529
444,13,43,Nicolás Flores,24.46,11.78,782
445,13,44,Nopala de Villagrán,24.94,11.51,179
446,13,45,Omitlán de Juárez,19.92,8.49,199
447,13,46,San Felipe Orizatlán,25.35,18.32,194
448,13,47,Pacula,25.45,13.13,782
449,13,48,Pachuca de Soto,25.1,9.95,450
450,13,49,Pisaflores,22.2,13.69,659
451,13,50,Progreso de Obregón,26.42,11.31,163
452,13,51,Mineral de la Reforma,26.09,10.12,252
453,13,52,San Agustín Tlaxiaca,24.3,10.07,955
454,13,53,San Bartolo Tutotepec,21.82,14.19,409
455,13,54,San Salvador,25.06,10.57,349
456,13,55,Santiago de Anaya,23.71,10.5,484
457,13,56,Santiago Tulantepec de Lugo Guerrero,24.86,9.76,837
458,13,57,Singuilucan,24.8,9.19,730
459,13,58,Tasquillo,27.36,12.64,177
460,13,59,Tecozautla,27.52,13.31,540
461,13,60,Tenango de Doria,22.23,11.96,297
462,13,61,Tepeapulco,25.0,9.15,722
463,13,62,Tepehuacán de Guerrero,22.66,14.2,195
464,13,63,Tepeji del Río de Ocampo,25.45,10.43,643
465,13,64,Tepetitlán,26.16,11.29,217
466,13,65,Tetepango,26.16,10.76,570
467,13,66,Villa de Tezontepec,26.2,11.03,767
468,13,67,Tezontepec de Aldama,26.88,11.31,216
469,13,68,Tianguistengo,20.85,13.82,673
470,13,69,Tizayuca,26.7,11.87,342
471,13,70,Tlahuelilpan,26.56,11.05,690
472,13,71,Tlahuiltepa,22.45,12.4,653
473,13,72,Tlanalapa,25.39,9.97,324
474,13,73,Tlanchinol,22.64,15.48,415
475,13,74,Tlaxcoapan,26.77,11.0,804
476,13,75,Tolcayuca,25.94,10.87,745
477,13,76,Tula de Allende,26.11,10.76,197
478,13,77,Tulancingo de Bravo,24.12,10.38,783
479,13,78,Xochiatipan,23.72,18.04,683
480,13,79,Xochicoatlán,20.82,12.95,182
481,13,80,Yahualica,23.48,17.69,270
482,13,81,Zacualtipán de Ángeles,20.59,11.64,572
483,13,82,Zapotlán de Juárez,26.21,10.61,682
484,13,83,Zempoala,25.73,10.16,985
485,13,84,Zimapán,26.12,12.48,443
486,14,1,Acatic,27.88,12.81,760
487,14,2,Acatlán de Juárez,28.89,12.5,461
488,14,3,Ahualulco de Mercado,30.52,13.1,992
489,14,4,Amacueca,24.37,10.77,297
490,14,5,Amatitán,30.67,12.84,267
491,14,6,Ameca,29.46,12.92,668
492,14,7,San Juanito de Escobedo,30.73,13.37,668
493,14,8,Arandas,27.33,12.16,946
494,14,10,Atemajac de Brizuela,25.04,11.41,644
495,14,11,Atengo,27.15,13.22,21
496,14,12,Atenguillo,25.98,12.88,793
497,14,13,Atotonilco el Alto,28.94,12.97,288
498,14,15,Autlán de Navarro,25.09,12.99,829
499,14,16,Ayotlán,29.6,13.33,922
500,14,17,Ayutla,25.02,13.26,376
501,14,18,La Barca,29.87,14.35,157
502,14,19,Bolaños,28.17,9.75,601
503,14,20,Cabo Corrientes,28.09,21.01,793
504,14,21,Casimiro Castillo,27.13,15.75,485
505,14,22,Cihuatlán,30.73,20.91,759
506,14,23,Zapotlán el Grande,24.4,11.45,659
507,14,25,Colotlán,26.24,6.53,728
508,14,26,Concepción de Buenos Aires,27.68,14.47,17
509,14,27,Cuautitlán de García Barragán,26.56,14.92,821
510,14,28,Cuautla,26.24,14.055,433
511,14,29,Cuquío,27.78,13.3,103
512,14,30,Chapala,26.84,16.38,487
513,14,31,Chimaltitán,28.51,10.83,958
514,14,32,Chiquilistlán,24.56,12.21,822
515,14,33,Degollado,29.73,13.72,661
516,14,34,Ejutla,25.59,13.58,520
517,14,35,Encarnación de Díaz,29.15,10.41,926
518,14,36,Etzatlán,30.09,13.36,102
519,14,37,El Grullo,25.18,12.85,308
520,14,38,Guachinango,28.96,13.84,467
521,14,39,Guadalajara,28.44,12.92,774
522,14,40,Hostotipaquillo,31.5,13.63,319
523,14,41,Huejúcar,24.88,5.33,300
524,14,42,Huejuquilla el Alto,24.98,6.27,934
525,14,43,La Huerta,30.1,20.98,576
526,14,44,Ixtlahuacán de los Membrillos,27.44,15.58,748
527,14,45,Ixtlahuacán del Río,28.7,12.62,873
528,14,46,Jalostotitlán,29.0,11.6,182
529,14,47,Jamay,28.37,16.17,594
530,14,49,Jilotlán de los Dolores,33.09,20.18,427
531,14,50,Jocotepec,28.16,13.83,451
532,14,51,Juanacatlán,28.47,14.52,793
533,14,52,Juchitlán,25.77,13.54,954
534,14,53,Lagos de Moreno,27.25,10.78,752
535,14,54,El Limón,25.52,13.55,752
536,14,56,Santa María del Oro,30.415,16.135,563
537,14,57,La Manzanilla de la Paz,27.23,13.89,60
538,14,58,Mascota,26.64,14.93,611
539,14,59,Mazamitla,27.64,14.64,229
540,14,60,Mexticacán,28.8,11.44,631
541,14,61,Mezquitic,25.96,7.53,270
542,14,62,Mixtlán,27.69,12.89,293
543,14,63,Ocotlán,28.51,15.2,202
544,14,64,Ojuelos de Jalisco,25.72,9.8,948
545,14,65,Pihuamo,29.22,17.71,336
546,14,66,Poncitlán,27.37,16.74,317
547,14,67,Puerto Vallarta,27.93,19.07,722
548,14,68,Villa Purificación,28.01,17.49,450
549,14,69,Quitupan,28.19,15.2,461
550,14,70,El Salto,28.68,13.76,510
551,14,71,San Cristóbal de la Barranca,29.66,12.43,818
552,14,72,San Diego de Alejandría,28.75,12.08,179
553,14,73,San Juan de los Lagos,29.19,11.49,523
554,14,74,San Julián,27.96,11.89,136
555,14,76,San Martín de Bolaños,29.17,11.75,934
556,14,77,San Martín Hidalgo,29.48,13.07,942
557,14,78,San Miguel el Alto,27.32,11.82,624
558,14,80,San Sebastián del Oeste,28.23,16.44,296
559,14,81,Santa María de los Ángeles,25.6,5.81,494
560,14,82,Sayula,24.02,10.43,863
561,14,83,Tala,30.08,12.84,785
562,14,84,Talpa de Allende,26.81,16.59,451
563,14,85,Tamazula de Gordiano,28.22,16.21,640
564,14,86,Tapalpa,22.6,10.36,740
565,14,87,Tecalitlán,28.47,17.01,919
566,14,88,Tecolotlán,27.01,13.78,336
567,14,89,Techaluta de Montenegro,26.51,11.59,589
568,14,90,Tenamaxtlán,26.48,13.74,758
569,14,91,Teocaltiche,29.91,10.38,874
570,14,92,Teocuitatlán de Corona,27.55,14.38,210
571,14,93,Tepatitlán de Morelos,27.3,12.52,180
572,14,95,Teuchitlán,30.71,12.96,381
573,14,96,Tizapán el Alto,26.76,15.28,183
