,Cve_Ent,Cve_Mun,nmun,tmax,tmin,Value
384,12,57,Técpan de Galeana,30.28,22.700000000000003,923
385,12,58,Teloloapan,24.535,16.245,496
386,12,59,Tepecoacuilco de Trujano,30.565,18.25,470
387,12,60,Tetipac,21.315,13.265,388
388,12,61,Tixtla de Guerrero,25.79,16.635,945
389,12,62,Tlacoachistlahuaca,28.895,18.395,991
390,12,63,Tlacoapa,25.065,14.845,760
391,12,64,Tlalchapa,29.66,19.815,470
392,12,65,Tlalixtaquilla de Maldonado,29.105,15.16,509
393,12,66,Tlapa de Comonfort,28.015,14.97,645
394,12,67,Tlapehuala,30.855,20.520000000000003,447
395,12,68,La Unión de Isidoro Montes de Oca,31.71,23.715,266
396,12,69,Xalpatláhuac,26.42,14.495,482
397,12,70,Xochihuehuetlán,31.075,16.880000000000003,27
398,12,71,Xochistlahuaca,29.735,18.5,175
399,12,72,Zapotitlán Tablas,22.3,14.6,60
400,12,73,Zirándaro,31.205,19.03,37
401,12,74,Zitlala,27.205,16.125,297
402,12,75,Eduardo Neri,26.855,16.905,616
403,12,76,Acatepec,26.585,16.585,405
404,12,77,Marquelia,30.89,22.625,941
405,12,78,Cochoapa el Grande,26.29,16.48,211
406,12,79,José Joaquín de Herrera,25.06,14.93,214
407,12,80,Juchitán,31.495,22.5,427
408,12,81,Iliatenco,26.68,17.095,669
409,13,2,Acaxochitlán,22.875,10.665,997
410,13,4,Agua Blanca de Iturbide,21.76,11.415,833
411,13,5,Ajacuba,25.62,10.705,28
412,13,6,Alfajayucan,27.385,11.510000000000002,514
413,13,7,Almoloya,24.695,8.625,363
414,13,8,Apan,24.625,8.535,23
415,13,9,El Arenal,26.81,11.3,482
416,13,10,Atitalaquia,26.78,11.09,484
417,13,11,Atlapexco,24.86,18.64,74
418,13,12,Atotonilco el Grande,19.925,9.075,979
419,13,13,Atotonilco de Tula,26.675,11.345,456
420,13,14,Calnali,22.07,15.755,641
421,13,15,Cardonal,24.365,11.115,248
422,13,16,Cuautepec de Hinojosa,24.33,9.765,525
423,13,17,Chapantongo,26.01,11.285,86
424,13,18,Chapulhuacán,23.21,14.37,97
425,13,19,Chilcuautla,27.2,11.175,685
426,13,22,Epazoyucan,24.66,9.855,104
427,13,24,Huasca de Ocampo,21.325,9.1,211
428,13,25,Huautla,25.62,19.3,76
429,13,26,Huazalingo,23.17,17.310000000000002,884
430,13,28,Huejutla de Reyes,25.455,18.705,492
431,13,29,Huichapan,26.685,12.05,354
432,13,30,Ixmiquilpan,26.115,11.145,660
433,13,31,Jacala de Ledezma,24.645,13.25,791
434,13,32,Jaltocán,25.1,18.15,661
435,13,33,Juárez Hidalgo,21.655,12.22,510
436,13,34,Lolotla,22.22,14.065,781
437,13,36,San Agustín Metzquititlán,20.235,9.97,201
438,13,37,Metztitlán,21.525,10.170000000000002,577
439,13,38,Mineral del Chico,20.75,9.16,617
440,13,39,Mineral del Monte,23.71,9.565,262
441,13,40,La Misión,23.86,13.8,539
442,13,41,Mixquiahuala de Juárez,26.39,10.705,127
443,13,42,Molango de Escamilla,21.62,12.765,529
444,13,43,Nicolás Flores,24.74,11.72,782
445,13,44,Nopala de Villagrán,25.24,11.36,179
446,13,45,Omitlán de Juárez,19.915,8.625,199
447,13,46,San Felipe Orizatlán,26.145,18.405,194
448,13,47,Pacula,26.135,13.325,782
449,13,48,Pachuca de Soto,24.575,10.33,450
450,13,49,Pisaflores,23.380000000000003,13.875,659
451,13,50,Progreso de Obregón,26.615,10.835,163
452,13,51,Mineral de la Reforma,25.48,10.585,252
453,13,52,San Agustín Tlaxiaca,24.145,10.3,955
454,13,53,San Bartolo Tutotepec,21.795,14.4,409
455,13,54,San Salvador,25.195,10.23,349
456,13,55,Santiago de Anaya,23.755,10.265,484
457,13,56,Santiago Tulantepec de Lugo Guerrero,24.815,9.915,837
458,13,57,Singuilucan,24.69,9.35,730
459,13,58,Tasquillo,27.735,11.68,177
460,13,59,Tecozautla,27.93,12.4,540
461,13,60,Tenango de Doria,21.85,12.0,297
462,13,61,Tepeapulco,24.87,9.025,722
463,13,62,Tepehuacán de Guerrero,23.225,14.53,195
464,13,63,Tepeji del Río de Ocampo,25.365,10.69,643
465,13,64,Tepetitlán,26.475,11.105,217
466,13,65,Tetepango,26.095,10.88,570
467,13,66,Villa de Tezontepec,25.76,11.215,767
468,13,67,Tezontepec de Aldama,27.09,11.135000000000002,216
469,13,68,Tianguistengo,20.86,14.16,673
470,13,69,Tizayuca,26.22,12.085,342
471,13,70,Tlahuelilpan,26.665,10.92,690
472,13,71,Tlahuiltepa,22.885,12.61,653
473,13,72,Tlanalapa,25.17,9.805,324
474,13,73,Tlanchinol,22.995,15.785,415
475,13,74,Tlaxcoapan,26.855,11.055,804
476,13,75,Tolcayuca,25.505000000000003,11.195,745
477,13,76,Tula de Allende,26.285,10.83,197
478,13,77,Tulancingo de Bravo,23.97,10.38,783
479,13,78,Xochiatipan,23.89,18.305,683
480,13,79,Xochicoatlán,20.755,13.325,182
481,13,80,Yahualica,23.765,17.915,270
482,13,81,Zacualtipán de Ángeles,20.43,11.81,572
483,13,82,Zapotlán de Juárez,25.635,11.035,682
484,13,83,Zempoala,25.35,10.275,985
485,13,84,Zimapán,26.34,11.93,443
486,14,1,Acatic,27.87,12.78,760
487,14,2,Acatlán de Juárez,28.745,12.405,461
488,14,3,Ahualulco de Mercado,30.255,12.98,992
489,14,4,Amacueca,24.15,10.985,297
490,14,5,Amatitán,30.63,12.78,267
491,14,6,Ameca,29.155,12.91,668
492,14,7,San Juanito de Escobedo,30.47,13.27,668
493,14,8,Arandas,27.44,12.03,946
494,14,10,Atemajac de Brizuela,24.825,11.614999999999998,644
495,14,11,Atengo,26.84,13.33,21
496,14,12,Atenguillo,25.86,13.12,793
497,14,13,Atotonilco el Alto,29.3,12.9,288
498,14,15,Autlán de Navarro,25.09,13.04,829
499,14,16,Ayotlán,29.855,13.23,922
500,14,17,Ayutla,25.015,13.5,376
501,14,18,La Barca,30.035,14.255,157
502,14,19,Bolaños,28.185,10.295,601
503,14,20,Cabo Corrientes,27.94,21.125,793
504,14,21,Casimiro Castillo,27.24,15.945,485
505,14,22,Cihuatlán,30.85,21.035,759
506,14,23,Zapotlán el Grande,24.415,11.77,659
507,14,25,Colotlán,25.585,7.305,728
508,14,26,Concepción de Buenos Aires,27.995,14.29,17
509,14,27,Cuautitlán de García Barragán,26.59,15.015,821
510,14,28,Cuautla,26.375,14.525,433
511,14,29,Cuquío,27.775,13.315,103
512,14,30,Chapala,26.98,16.57,487
513,14,31,Chimaltitán,28.39,11.16,958
514,14,32,Chiquilistlán,24.26,12.495,822
515,14,33,Degollado,29.92,13.675,661
516,14,34,Ejutla,25.295,13.57,520
517,14,35,Encarnación de Díaz,28.405,10.58,926
518,14,36,Etzatlán,29.8,13.29,102
519,14,37,El Grullo,25.085,12.715,308
520,14,38,Guachinango,28.73,13.865,467
521,14,39,Guadalajara,28.84,12.82,774
522,14,40,Hostotipaquillo,31.32,13.58,319
523,14,41,Huejúcar,24.22,6.035,300
524,14,42,Huejuquilla el Alto,24.635,6.545,934
525,14,43,La Huerta,30.165,21.075,576
526,14,44,Ixtlahuacán de los Membrillos,27.555,15.705,748
527,14,45,Ixtlahuacán del Río,28.815,12.57,873
528,14,46,Jalostotitlán,28.86,11.655,182
529,14,47,Jamay,28.375,16.17,594
530,14,49,Jilotlán de los Dolores,33.655,20.225,427
531,14,50,Jocotepec,28.15,13.9,451
532,14,51,Juanacatlán,28.675,14.515,793
533,14,52,Juchitlán,25.43,13.815,954
534,14,53,Lagos de Moreno,27.12,10.77,752
535,14,54,El Limón,25.245,13.39,752
536,14,56,Santa María del Oro,30.5425,16.3475,563
537,14,57,La Manzanilla de la Paz,27.66,14.015,60
538,14,58,Mascota,26.535,15.04,611
539,14,59,Mazamitla,27.985,14.55,229
540,14,60,Mexticacán,28.795,11.61,631
541,14,61,Mezquitic,25.78,8.05,270
542,14,62,Mixtlán,27.465,13.005,293
543,14,63,Ocotlán,28.56,15.11,202
544,14,64,Ojuelos de Jalisco,25.845,9.895,948
545,14,65,Pihuamo,29.185,17.88,336
546,14,66,Poncitlán,27.515,16.77,317
547,14,67,Puerto Vallarta,27.765,19.125,722
548,14,68,Villa Purificación,28.09,17.665,450
549,14,69,Quitupan,28.4,15.295,461
550,14,70,El Salto,28.95,13.76,510
551,14,71,San Cristóbal de la Barranca,29.67,12.46,818
552,14,72,San Diego de Alejandría,28.865,11.925,179
553,14,73,San Juan de los Lagos,28.94,11.485,523
554,14,74,San Julián,28.015,11.805,136
555,14,76,San Martín de Bolaños,28.97,12.04,934
556,14,77,San Martín Hidalgo,29.14,13.065,942
557,14,78,San Miguel el Alto,27.380000000000003,11.805,624
558,14,80,San Sebastián del Oeste,28.06,16.509999999999998,296
559,14,81,Santa María de los Ángeles,24.935,6.6,494
560,14,82,Sayula,23.855,10.835,863
561,14,83,Tala,29.92,12.69,785
