nmun,idmun,ides,tmax,tmin
Imuris,35,26,24.01,11.34
Indaparapeo,40,16,20.76,10.54
Indé,11,10,23.03,8.7
Irapuato,17,11,30.75,12.21
Irimbo,41,16,18.71,7.42
Isidro Fabela,38,15,19.48,8.66
Isla,77,30,31.12,22.1
Isla Mujeres,3,23,31.43,24.71
Iturbide,30,19,23.24,13.02
Ixcamilpa de Guerrero,81,21,30.4,17.5
Ixcaquixtla,82,21,28.07,13.9
Ixcateopan de Cuauhtémoc,37,12,22.16,14.76
Ixcatepec,78,30,28.42,20.42
Ixhuacán de los Reyes,79,30,23.3,11.77
Ixhuatlancillo,81,30,23.7,12.97
Ixhuatlán de Madero,83,30,27.72,20.04
Ixhuatlán del Café,80,30,27.17,16.64
Ixhuatlán del Sureste,82,30,30.75,22.34
Ixhuatán,42,7,26.36,14.86
Ixil,39,31,32.44,20.6
Ixmatlahuacan,84,30,31.56,22.28
Ixmiquilpan,30,13,25.25,12.4
Ixpantepec Nieves,65,20,27.45,15.95
Ixtacamaxtitlán,83,21,21.74,8.32
Ixtacomitán,43,7,27.55,18.43
Ixtacuixtla de Mariano Matamoros,15,29,20.68,8.93
Ixtaczoquitlán,85,30,26.18,16.24
Ixtapa,44,7,23.18,13.76
Ixtapaluca,39,15,17.43,7.92
Ixtapan de la Sal,40,15,15.48,9.36
Ixtapan del Oro,41,15,18.11,10.0
Ixtapangajoya,45,7,28.23,19.25
Ixtenco,16,29,20.85,9.09
Ixtepec,84,21,22.44,14.09
Ixtlahuaca,42,15,19.4,6.95
Ixtlahuacán,6,6,29.32,18.27
Ixtlahuacán de los Membrillos,44,14,27.94,15.42
Ixtlahuacán del Río,45,14,28.43,12.07
Ixtlán,42,16,30.46,13.27
Ixtlán de Juárez,42,20,26.6,13.26
Ixtlán del Río,6,18,30.22,13.59
Izamal,40,31,34.56,19.94
Iztacalco,6,9,24.61,13.6
Iztapalapa,7,9,23.87,12.97
Izúcar de Matamoros,85,21,29.21,17.9
Jacala de Ledezma,31,13,26.0,15.71
Jacona,43,16,28.32,12.66
Jala,7,18,29.87,13.59
Jalacingo,86,30,20.42,10.27
Jalapa,9,27,30.41,21.54
Jalcomulco,88,30,27.52,17.63
Jalostotitlán,46,14,28.05,10.77
Jalpa,19,32,28.91,9.14
Jalpa de Méndez,10,27,31.22,22.74
Jalpan,86,21,26.19,18.63
Jalpan de Serra,9,22,27.54,15.46
Jaltenco,44,15,25.9,11.44
Jaltocán,32,13,27.0,19.88
Jamapa,90,30,31.48,22.18
Jamay,47,14,28.71,15.11
Janos,35,8,21.41,6.37
Jantetelco,10,17,26.8,15.74
Jaral del Progreso,18,11,29.23,12.27
Jaumave,17,28,25.45,13.82
Jerez,20,32,21.7,4.85
Jerécuaro,19,11,24.14,9.71
Jesús Carranza,91,30,31.05,22.49
Jesús María,5,1,27.355,10.295
Jilotepec,93,30,23.175,11.774999999999999
Jilotlán de los Dolores,49,14,32.98,19.93
Jilotzingo,46,15,17.73,6.74
Jiménez,18,28,24.9825,15.0125
Jiménez del Teul,21,32,19.13,3.34
Jiquilpan,45,16,27.91,14.55
Jiquipilas,46,7,30.81,21.75
Jiquipilco,47,15,16.09,5.21
Jitotol,47,7,25.44,12.85
Jiutepec,11,17,27.24,16.1
Jocotepec,50,14,28.04,13.41
Jocotitlán,48,15,19.43,7.25
Jojutla,12,17,28.12,16.72
Jolalpan,87,21,30.01,17.59
Jonacatepec de Leandro Valle,13,17,26.91,15.66
Jonotla,88,21,22.69,14.66
Jonuta,11,27,31.68,22.43
Jopala,89,21,24.26,16.7
Joquicingo,49,15,18.32,10.04
José Azueta,169,30,31.28,22.27
José Joaquín de Herrera,79,12,25.64,15.13
José María Morelos,6,23,34.48,19.21
José Sixto Verduzco,113,16,28.85,13.49
Juan Aldama,22,32,24.63,5.03
Juan C. Bonilla,90,21,19.06,10.13
Juan Galindo,91,21,23.69,14.01
Juan N. Méndez,92,21,27.26,13.28
Juan R. Escudero,39,12,27.34,18.98
Juan Rodríguez Clara,94,30,30.86,22.0
Juanacatlán,51,14,28.63,14.09
Juchipila,23,32,28.07,11.06
Juchique de Ferrer,95,30,26.43,18.12
Juchitepec,50,15,18.87,9.87
Juchitlán,52,14,24.64,13.48
Juchitán,80,12,32.7,22.55
Julimes,38,8,22.39,11.72
Jungapeo,47,16,20.32,10.98
Juárez,48,7,24.3,15.772
Juárez Hidalgo,33,13,23.23,15.26
Jáltipan,89,30,31.06,22.13
Kanasín,41,31,34.62,19.83
Kantunil,42,31,34.45,19.79
Kaua,43,31,35.91,20.1
Kinchil,44,31,33.81,19.51
Kopomá,45,31,34.1,18.99
La Antigua,16,30,29.52,22.13
La Barca,18,14,29.93,13.28
La Colorada,21,26,29.69,13.44
La Compañía,17,20,28.38,13.12
La Concordia,20,7,26.77,16.48
La Cruz,16,8,24.24,8.34
La Grandeza,36,7,23.88,12.79
La Huacana,35,16,33.78,21.79
La Huerta,43,14,29.62,20.7
La Independencia,41,7,24.62,14.9
La Libertad,50,7,30.38,22.21
La Magdalena Contreras,8,9,19.75,7.14
La Magdalena Tlaltelulco,48,29,23.46,11.17
La Magdalena Tlatlauquitepec,95,21,26.42,16.07
La Manzanilla de la Paz,57,14,26.68,13.8
La Misión,40,13,25.64,16.19
La Paz,70,15,24.275,15.815000000000001
La Pe,69,20,28.48,13.23
La Perla,127,30,22.1,11.31
La Piedad,69,16,29.85,13.32
La Reforma,76,20,30.72,18.71
La Trinidad Vista Hermosa,556,20,27.3,11.3
La Trinitaria,99,7,26.5,16.28
La Unión de Isidoro Montes de Oca,68,12,31.84,23.72
La Yesca,19,18,28.18,12.2
Lafragua,93,21,21.15,8.89
Lagos de Moreno,53,14,26.7,9.83
Lagunillas,19,24,24.61,13.745
Lamadrid,16,5,23.15,11.49
Lampazos de Naranjo,32,19,21.75,17.69
Landa de Matamoros,10,22,27.4,15.59
Landero y Coss,96,30,23.49,14.31
Larráinzar,49,7,24.51,12.05
Las Choapas,61,30,31.02,23.36
Las Margaritas,52,7,25.51,15.07
Las Minas,107,30,20.83,10.17
Las Rosas,75,7,27.81,17.22
Las Vigas de Ramírez,132,30,21.36,10.58
Leonardo Bravo,40,12,24.85,15.66
Lerdo,12,10,25.66,8.0
Lerdo de Tejada,97,30,28.42,22.96
Lerma,51,15,18.65,8.29
León,20,11,28.07,10.85
Libres,94,21,22.69,8.7
Linares,33,19,24.74,17.65
Llera,19,28,27.35,18.92
Lolotla,34,13,23.96,16.81
Loma Bonita,44,20,31.28,22.14
Loreto,9,3,28.015,13.275
Los Aldamas,3,19,22.73,20.48
Los Cabos,8,3,26.35,16.3
Los Herreras,27,19,21.77,20.06
Los Ramones,42,19,22.01,19.34
Los Reyes,137,30,25.765,14.245000000000001
Los Reyes de Juárez,118,21,23.65,12.15
Luis Moya,25,32,26.17,9.08
Luvianos,123,15,24.17,15.34
Lázaro Cárdenas,47,29,28.153333333333336,17.88
López,39,8,22.4,11.41
Macuspana,12,27,30.92,21.85
Madera,40,8,20.39,1.9
Madero,49,16,22.18,13.96
Magdalena,98,30,27.396666666666665,13.903333333333334
Magdalena Apasco,45,20,26.84,10.98
Magdalena Jaltepec,46,20,26.61,12.76
Magdalena Mixtepec,48,20,27.08,11.86
Magdalena Ocotlán,49,20,28.71,13.33
Magdalena Peñasco,50,20,24.93,10.97
Magdalena Teitipac,51,20,27.77,12.57
Magdalena Tequisistlán,52,20,32.52,18.59
Magdalena Tlacotepec,53,20,35.47,22.27
Magdalena Yodocono de Porfirio Díaz,562,20,25.82,11.72
Magdalena Zahuatlán,54,20,26.15,12.28
Maguarichi,41,8,21.13,8.47
Mainero,20,28,25.88,16.9
Malinalco,52,15,18.03,10.71
Malinaltepec,41,12,26.7,16.27
Maltrata,99,30,23.69,12.05
Mama,46,31,33.89,18.89
Manlio Fabio Altamirano,100,30,31.2,21.76
Manuel Benavides,42,8,21.3,9.49
Manuel Doblado,8,11,28.63,11.99
Manzanillo,7,6,30.04,20.53
Maní,47,31,33.69,18.62
Mapastepec,51,7,29.19,19.27
Mapimí,13,10,24.73,8.31
Maravatío,50,16,20.52,7.87
Maravilla Tenejapa,115,7,30.11,17.7
Marcos Castellanos,51,16,26.79,14.19
Mariano Escobedo,101,30,23.8,13.19
Mariscala de Juárez,55,20,30.19,17.64
Marquelia,77,12,32.05,22.64
Marqués de Comillas,116,7,33.2,18.42
Martínez de la Torre,102,30,26.76,18.28
Marín,34,19,21.55,18.5
Mascota,58,14,25.92,14.35
Matachí,43,8,19.78,1.91
Matamoros,22,28,24.073333333333334,13.493333333333334
Matehuala,20,24,26.79,12.9
Matlapa,57,24,27.45,18.55
Matías Romero Avendaño,57,20,31.08,22.07
Maxcanú,48,31,33.72,19.1
Mayapán,49,31,34.23,19.01
Mazamitla,59,14,26.95,14.33
Mazapa de Madero,53,7,23.08,12.06
Mazapil,26,32,26.44,8.44
Mazapiltepec de Juárez,96,21,23.23,10.46
Mazatecochco de José María Morelos,17,29,21.67,11.14
Mazatepec,14,17,25.3,15.35
Mazatlán,12,25,28.65,16.11
Mazatlán Villa de Flores,58,20,28.38,14.2
Mazatán,54,7,30.35,18.675
Mecatlán,103,30,24.76,17.19
Mecayapan,104,30,28.89,22.39
Medellín de Bravo,105,30,30.64,22.44
Melchor Ocampo,53,15,24.52,13.103333333333333
Meoqui,45,8,25.03,9.7
Mesones Hidalgo,37,20,30.65,17.85
Metapa,55,7,32.2,21.11
Metepec,54,15,20.455,8.64
Metlatónoc,43,12,27.15,16.55
Metztitlán,37,13,22.24,12.91
Mexicali,2,2,29.75,20.14
Mexicaltzingo,55,15,16.47,5.83
Mexquitic de Carmona,21,24,27.82,9.96
Mexticacán,60,14,27.84,10.69
Mezcalapa,124,7,29.69,23.26
Mezquital,14,10,21.48,5.55
Mezquital del Oro,28,32,28.63,12.24
Mezquitic,61,14,25.11,8.04
Miacatlán,15,17,23.9,14.25
Miahuatlán,106,30,23.65,14.54
Miahuatlán de Porfirio Díaz,59,20,27.48,12.03
Mier,24,28,23.18,20.18
Mier y Noriega,36,19,24.75,13.77
Miguel Alemán,25,28,23.66,20.05
Miguel Auza,29,32,23.47,4.37
Miguel Hidalgo,16,9,22.6,10.58
Milpa Alta,9,9,23.39,12.23
Mina,37,19,22.22,16.82
Minatitlán,108,30,28.735,19.335
Mineral de la Reforma,51,13,24.42,9.58
Mineral del Chico,38,13,19.55,8.66
Mineral del Monte,39,13,22.45,8.87
Miquihuana,26,28,22.26,10.38
Misantla,109,30,25.47,16.94
Mitontic,56,7,23.97,10.74
Mixistlán de la Reforma,60,20,25.24,12.18
Mixquiahuala de Juárez,41,13,24.66,9.86
Mixtla,97,21,24.18,13.43
Mixtla de Altamirano,110,30,26.62,15.72
Mixtlán,62,14,26.64,12.16
Mochitlán,44,12,28.37,17.58
Mocochá,51,31,33.34,20.04
Mocorito,13,25,30.97,16.01
Moctezuma,22,24,27.295,11.004999999999999
Molango de Escamilla,42,13,23.15,15.76
Molcaxac,98,21,26.76,14.17
Moloacán,111,30,30.75,22.58
Momax,30,32,25.21,7.64
Monclova,18,5,23.05,16.05
Monjas,61,20,27.63,11.99
Monte Escobedo,31,32,23.67,6.12
Montecristo de Guerrero,117,7,24.99,14.59
Montemorelos,38,19,22.56,16.57
Monterrey,39,19,21.58,15.8
Morelia,53,16,21.34,10.93
Morelos,32,32,23.688,10.468
Moris,47,8,23.42,5.99
Moroleón,21,11,26.3,12.18
Motozintla,57,7,26.07,14.85
Motul,52,31,33.52,19.92
Moyahua de Estrada,33,32,28.11,12.06
Mulegé,2,3,27.1,15.61
Muna,53,31,33.46,18.64
Muxupip,54,31,34.47,19.79
Muñoz de Domingo Arenas,11,29,22.82,9.44
Mártir de Cuilapan,42,12,27.94,16.33
Mártires de Tacubaya,56,20,33.38,21.33
Méndez,23,28,24.78,21.23
Mérida,50,31,33.91,20.07
Múgica,55,16,34.73,22.81
Múzquiz,20,5,18.18,12.5
Nacajuca,13,27,32.26,22.69
Naco,39,26,22.0,9.12
Nacozari de García,41,26,21.11,10.01
Nadadores,21,5,23.1,13.11
Nahuatzen,56,16,22.21,10.76
Namiquipa,48,8,18.19,1.31
Nanacamilpa de Mariano Arista,21,29,18.76,7.66
Nanchital de Lázaro Cárdenas del Río,206,30,30.67,22.38
Naolinco,112,30,24.03,14.83
Naranjal,113,30,27.54,17.79
Naranjos Amatlán,13,30,27.17,20.83
Natividad,62,20,25.38,9.21
Natívitas,23,29,20.61,9.47
Naucalpan de Juárez,57,15,21.69,9.34
Naupan,100,21,23.97,14.31
Nautla,114,30,26.66,19.69
Nauzontla,101,21,21.19,12.09
Nava,22,5,28.06,15.93
Navojoa,42,26,30.02,15.98
Navolato,18,25,28.27,18.28
Nazareno Etla,63,20,26.92,11.44
Nazas,15,10,26.34,7.59
Nealtican,102,21,15.56,7.97
Nejapa de Madero,64,20,30.74,16.07
Nextlalpan,59,15,26.53,12.05
Nezahualcóyotl,58,15,25.51,14.29
Nicolás Bravo,103,21,25.67,12.78
Nicolás Flores,43,13,25.25,14.91
Nicolás Romero,60,15,18.97,7.28
Nicolás Ruíz,58,7,28.53,18.51
Nochistlán de Mejía,34,32,27.74,9.84
Nocupétaro,57,16,27.97,17.46
Nogales,43,26,22.66,12.63
Nombre de Dios,16,10,24.55,4.2
Nonoava,49,8,19.29,5.46
Nopala de Villagrán,44,13,23.2,10.45
Nopaltepec,61,15,23.64,10.77
Nopalucan,104,21,22.28,9.9
Noria de Ángeles,35,32,25.97,8.77
Nuevo Casas Grandes,50,8,21.02,6.1
Nuevo Ideal,39,10,24.14,4.35
Nuevo Laredo,27,28,27.53,17.27
Nuevo Morelos,28,28,29.97,20.35
Nuevo Parangaricutiro,58,16,24.32,13.46
Nuevo Urecho,59,16,27.19,17.86
Nuevo Zoquiápam,504,20,26.09,9.66
Numarán,60,16,29.43,13.59
Nácori Chico,40,26,23.82,5.31
Oaxaca de Juárez,67,20,26.99,12.0
Ocampo,29,28,22.05,9.191666666666666
Ocosingo,59,7,29.14,17.78
Ocotepec,60,7,24.39,12.625
Ocotlán,63,14,28.7,14.2
Ocotlán de Morelos,68,20,28.52,13.25
Ocoyoacac,62,15,18.51,6.15
Ocoyucan,106,21,22.27,13.4
Ocozocoautla de Espinosa,61,7,25.6,18.86
Ocuilan,63,15,17.37,8.4
Ocuituco,16,17,20.31,11.15
Ojinaga,52,8,23.13,8.14
Ojocaliente,36,32,25.87,8.9
Ojuelos de Jalisco,64,14,25.28,8.48
Olinalá,45,12,29.53,16.85
Olintla,107,21,23.46,15.56
Oluta,116,30,31.25,21.99
Omealca,117,30,30.79,20.84
Ometepec,46,12,33.05,20.91
Omitlán de Juárez,45,13,18.95,8.3
Onavas,44,26,29.68,9.91
Opichén,55,31,33.74,18.8
Opodepe,45,26,27.0,13.18
Oquitoa,46,26,28.0,15.5
Oriental,108,21,23.11,9.75
Orizaba,118,30,25.23,14.85
Ostuacán,62,7,29.53,21.66
Osumacinta,63,7,25.56,16.22
Otatitlán,119,30,31.38,22.48
Oteapan,120,30,31.19,22.02
Othón P. Blanco,4,23,31.83,20.18
Otumba,65,15,21.96,11.25
Otzoloapan,66,15,21.57,12.96
Otzolotepec,67,15,18.67,7.73
Otáez,19,10,21.34,4.63
Oxchuc,64,7,24.92,12.52
Oxkutzcab,56,31,33.2,18.35
Ozuluama de Mascareñas,121,30,26.98,20.82
Ozumba,68,15,17.25,9.98
Pabellón de Arteaga,6,1,26.72,8.49
Pachuca de Soto,48,13,23.62,9.37
Pacula,47,13,26.92,15.83
Padilla,30,28,27.23,19.93
Pahuatlán,109,21,23.82,13.64
Pajacuarán,62,16,29.93,13.66
Pajapan,122,30,29.42,23.34
Palenque,65,7,30.36,20.97
Palizada,7,4,32.05,22.35
Palmar de Bravo,110,21,23.98,12.39
Palmillas,31,28,24.46,13.06
Panabá,57,31,33.18,21.28
Panindícuaro,63,16,26.46,13.46
Panotla,24,29,23.11,10.7
Pantelhó,66,7,27.44,14.14
Pantepec,67,7,26.73,17.31
Papalotla,69,15,23.71,13.39
Papalotla de Xicohténcatl,41,29,22.74,11.77
Papantla,124,30,27.13,19.2
Paracho,65,16,23.04,10.74
Paraíso,14,27,29.98,23.48
Parras,24,5,26.17,9.49
Parácuaro,64,16,33.51,21.95
Parás,40,19,22.42,19.4
Paso de Ovejas,126,30,30.6,21.19
Paso del Macho,125,30,30.79,20.79
Pedro Ascencio Alquisiras,47,12,20.9,14.19
Pedro Escobedo,12,22,26.24,11.44
Penjamillo,67,16,27.99,13.79
Peribán,68,16,27.75,16.42
Perote,128,30,21.22,8.62
Pesquería,41,19,22.68,19.14
Petatlán,48,12,31.04,21.95
Petlalcingo,112,21,30.36,16.35
Peto,58,31,34.56,19.27
Peñamiller,13,22,25.07,13.98
Peñón Blanco,21,10,25.84,5.94
Piaxtla,113,21,31.56,19.17
Pichucalco,68,7,29.21,21.02
Piedras Negras,25,5,28.38,15.51
Pihuamo,65,14,28.89,18.1
Pijijiapan,69,7,30.37,20.58
Pilcaya,49,12,20.96,13.25
Pinal de Amoles,2,22,26.5,15.58
Pinos,38,32,25.6,8.64
Pinotepa de Don Luis,70,20,32.82,20.62
Pisaflores,49,13,25.89,16.97
Pitiquito,47,26,28.32,14.7
Platón Sánchez,129,30,28.72,20.93
Playa Vicente,130,30,31.14,21.73
Playas de Rosarito,5,2,23.34,16.57
Pluma Hidalgo,71,20,30.13,17.81
Poanas,22,10,24.6,3.81
Polotitlán,71,15,23.07,10.44
Poncitlán,66,14,27.82,16.27
Poza Rica de Hidalgo,131,30,27.72,18.9
Praxedis G. Guerrero,53,8,22.6,8.81
Progreso,59,31,26.155,20.275
Progreso de Obregón,50,13,24.92,10.38
Puebla,114,21,22.64,13.24
Pueblo Nuevo,23,10,26.33,9.765
Pueblo Nuevo Solistahuacán,72,7,26.3,13.6
Pueblo Viejo,133,30,27.52,21.39
Puente Nacional,134,30,30.24,20.09
Puente de Ixtla,17,17,27.38,16.41
Puerto Morelos,11,23,31.66,21.78
Puerto Peñasco,48,26,30.24,16.71
Puerto Vallarta,67,14,27.22,18.52
Pungarabato,50,12,30.77,20.83
Puruándiro,71,16,26.79,12.98
Purépero,70,16,25.39,12.3
Purísima del Rincón,25,11,28.87,10.66
Putla Villa de Guerrero,73,20,27.95,15.92
Pánuco,123,30,27.0,14.655000000000001
Pánuco de Coronado,20,10,25.66,4.87
Pátzcuaro,66,16,20.88,10.44
Pénjamo,23,11,29.21,13.37
Quecholac,115,21,23.57,11.75
Quechultenango,51,12,27.94,17.13
Queréndaro,72,16,20.25,10.19
Querétaro,14,22,25.35,11.33
Quimixtlán,116,21,23.23,11.62
Quintana Roo,60,31,35.26,20.15
Quiriego,49,26,29.19,12.36
Quiroga,73,16,22.28,10.26
Quitupan,69,14,27.45,15.17
Rafael Delgado,135,30,25.88,16.01
Rafael Lara Grajales,117,21,22.84,9.63
Rafael Lucio,136,30,22.16,11.93
Ramos Arizpe,27,5,22.52,12.96
Rayones,43,19,20.53,11.01
Rayón,73,7,25.052500000000002,13.565
Reforma,74,7,31.86,23.34
Reforma de Pineda,75,20,34.78,24.93
Reyes Etla,77,20,26.92,11.44
Reynosa,32,28,24.25,20.01
Rincón Chamula San Pedro,121,7,25.96,13.59
Rincón de Romos,7,1,25.59,8.21
Rioverde,24,24,29.45,18.62
Riva Palacio,54,8,17.61,2.88
Rodeo,24,10,26.55,6.09
Rojas de Cuauhtémoc,78,20,27.33,12.43
Romita,26,11,30.75,11.71
Rosales,55,8,24.02,9.27
Rosamorada,10,18,29.79,17.07
Rosario,14,25,25.98,10.563333333333334
Ruíz,11,18,29.54,15.68
Río Blanco,138,30,24.65,13.98
Río Bravo,33,28,25.11,20.73
Río Grande,39,32,25.27,6.28
Río Lagartos,61,31,30.61,23.22
Sabanilla,76,7,28.64,16.03
Sabinas,28,5,22.72,15.65
Sabinas Hidalgo,44,19,20.15,17.62
Sacalum,62,31,33.76,18.83
Sacramento,29,5,21.48,14.7
Sahuaripa,52,26,25.59,6.51
Sahuayo,76,16,27.74,14.65
Sain Alto,40,32,23.36,6.05
Salamanca,27,11,30.01,12.06
Salina Cruz,79,20,34.45,24.9
Salinas,25,24,26.59,9.52
Salinas Victoria,45,19,20.96,17.39
Saltabarranca,139,30,29.62,22.09
Saltillo,30,5,24.37,9.56
Salto de Agua,77,7,30.02,19.75
Salvador Alvarado,15,25,31.81,17.22
Salvador Escalante,79,16,21.31,12.34
Salvatierra,28,11,27.03,11.5
Samahil,63,31,34.2,19.5
San Agustín Amatengo,80,20,28.34,13.14
San Agustín Atenango,81,20,27.83,15.8
San Agustín Chayuco,82,20,31.97,19.58
San Agustín Etla,84,20,26.65,10.95
San Agustín Loxicha,85,20,29.89,17.38
San Agustín Metzquititlán,36,13,21.0,12.34
San Agustín Tlacotepec,86,20,25.12,11.6
San Agustín Tlaxiaca,52,13,22.96,9.37
San Agustín Yatareni,87,20,26.58,11.52
San Agustín de las Juntas,83,20,27.52,12.61
San Andrés Cabecera Nueva,88,20,28.54,16.39
San Andrés Cholula,119,21,21.2,12.23
San Andrés Dinicuiti,89,20,27.89,13.24
San Andrés Duraznal,118,7,26.64,13.43
San Andrés Huaxpaltepec,90,20,33.48,20.8
San Andrés Huayápam,91,20,26.58,11.52
San Andrés Ixtlahuaca,92,20,26.82,11.88
San Andrés Lagunas,93,20,26.39,10.75
San Andrés Nuxiño,94,20,26.74,12.1
San Andrés Paxtlán,95,20,26.24,11.95
San Andrés Sinaxtla,96,20,25.54,11.61
San Andrés Solaga,97,20,25.02,11.36
San Andrés Tenejapan,140,30,25.62,15.08
San Andrés Teotilálpam,98,20,27.7,16.42
San Andrés Tepetlapa,99,20,29.32,16.73
San Andrés Tuxtla,141,30,28.12,21.64
San Andrés Yaá,100,20,24.89,12.5
San Andrés Zabache,101,20,28.31,13.08
San Andrés Zautla,102,20,26.81,11.58
San Antonino Castillo Velasco,103,20,28.46,13.24
San Antonino Monte Verde,105,20,27.23,11.86
San Antonino el Alto,104,20,26.52,11.33
San Antonio,26,24,28.62,20.34
San Antonio Acutla,106,20,27.3,11.3
San Antonio Cañada,120,21,26.64,13.03
San Antonio Huitepec,108,20,26.33,11.69
San Antonio Nanahuatípam,109,20,28.73,13.71
San Antonio Sinicahua,110,20,24.91,12.13
San Antonio Tepetlapa,111,20,31.77,20.58
San Antonio de la Cal,107,20,27.27,12.35
San Antonio la Isla,73,15,18.38,9.02
San Baltazar Chichicápam,112,20,28.59,13.15
San Baltazar Loxicha,113,20,30.27,17.29
San Baltazar Yatzachi el Bajo,114,20,25.23,11.41
San Bartolo Coyotepec,115,20,27.76,12.79
San Bartolo Soyaltepec,121,20,25.49,11.17
San Bartolo Tutotepec,53,13,24.02,15.69
San Bartolo Yautepec,122,20,29.84,15.11
San Bartolomé Ayautla,116,20,27.33,16.42
San Bartolomé Loxicha,117,20,30.41,19.01
San Bartolomé Quialana,118,20,27.71,12.36
San Bartolomé Yucuañe,119,20,25.5,11.68
San Bartolomé Zoogocho,120,20,25.2,10.5
San Bernardo,25,10,22.31,3.67
San Bernardo Mixtepec,123,20,27.34,12.12
San Blas,12,18,28.12,20.17
San Blas Atempa,124,20,34.94,24.3
San Buenaventura,31,5,19.95,11.43
San Carlos,34,28,25.2,19.57
San Carlos Yautepec,125,20,29.37,15.48
San Ciro de Acosta,27,24,26.9,16.21
San Cristóbal Amatlán,126,20,25.12,10.01
San Cristóbal Amoltepec,127,20,25.0,10.64
San Cristóbal Lachirioag,128,20,25.29,12.98
San Cristóbal Suchixtlahuaca,129,20,25.91,10.88
San Cristóbal de la Barranca,71,14,29.4,11.62
San Cristóbal de las Casas,78,7,25.26,14.02
San Damián Texóloc,49,29,22.87,10.67
San Diego de Alejandría,72,14,28.31,10.98
San Diego de la Unión,29,11,26.05,10.59
San Diego la Mesa Tochimiltzingo,121,21,25.8,16.11
San Dimas,26,10,20.85,4.79
San Dionisio Ocotepec,131,20,29.31,13.51
San Dionisio Ocotlán,132,20,28.63,13.23
San Dionisio del Mar,130,20,34.43,26.11
San Esteban Atatlahuca,133,20,24.57,13.27
San Felipe,65,31,28.619999999999997,16.145
San Felipe Jalapa de Díaz,134,20,28.74,19.42
San Felipe Orizatlán,46,13,28.0,20.24
San Felipe Tejalápam,135,20,26.88,11.86
San Felipe Teotlalcingo,122,21,15.7,5.8
San Felipe Tepatlán,123,21,23.1,14.18
San Felipe Usila,136,20,27.52,15.57
San Felipe de Jesús,53,26,26.56,10.96
San Felipe del Progreso,74,15,19.38,7.16
San Fernando,79,7,25.415,19.285
San Francisco Cahuacuá,137,20,26.32,14.0
San Francisco Cajonos,138,20,25.5,10.92
San Francisco Chapulapa,139,20,27.13,13.91
San Francisco Chindúa,140,20,26.02,12.07
San Francisco Huehuetlán,142,20,27.88,14.32
San Francisco Ixhuatán,143,20,34.83,25.56
San Francisco Jaltepetongo,144,20,26.36,12.47
San Francisco Lachigoló,145,20,27.13,12.15
San Francisco Logueche,146,20,25.71,10.4
San Francisco Nuxaño,147,20,25.96,11.95
San Francisco Ozolotepec,148,20,27.25,14.81
San Francisco Sola,149,20,28.19,13.2
San Francisco Telixtlahuaca,150,20,26.73,11.91
San Francisco Teopan,151,20,27.46,11.9
San Francisco Tetlanohcan,50,29,19.91,9.39
San Francisco Tlapancingo,152,20,27.64,15.56
San Francisco de Borja,57,8,19.45,7.32
San Francisco de Conchos,58,8,23.22,11.97
San Francisco de los Romo,11,1,26.97,8.47
San Francisco del Mar,141,20,33.69,26.34
San Francisco del Oro,59,8,19.31,7.46
San Francisco del Rincón,31,11,29.8,10.75
San Gabriel,113,14,20.24,9.78
San Gabriel Chilac,124,21,29.34,13.96
San Gabriel Mixtepec,153,20,30.65,18.54
San Gregorio Atzompa,125,21,19.87,11.35
San Ignacio,16,25,27.87,13.77
San Ignacio Cerro Gordo,125,14,26.33,11.34
San Ignacio Río Muerto,72,26,29.12,17.55
San Ildefonso Amatlán,154,20,25.34,10.38
San Ildefonso Sola,155,20,28.05,12.79
San Ildefonso Villa Alta,156,20,25.72,13.8
San Jacinto Amilpas,157,20,27.15,12.13
San Jacinto Tlacotepec,158,20,29.02,16.3
San Javier,54,26,29.7,9.99
San Jerónimo Coatlán,159,20,28.86,15.47
San Jerónimo Silacayoapilla,160,20,29.28,16.52
San Jerónimo Sosola,161,20,26.65,12.64
San Jerónimo Taviche,162,20,28.82,13.22
San Jerónimo Tecuanipan,126,21,18.14,10.11
San Jerónimo Tecóatl,163,20,28.3,14.33
San Jerónimo Tlacochahuaya,550,20,26.65,11.66
San Jerónimo Xayacatlán,127,21,30.84,16.03
San Jerónimo Zacualpan,51,29,23.4,11.3
San Joaquín,15,22,26.67,15.69
San Jorge Nuchita,164,20,29.24,17.11
San José Ayuquila,165,20,30.37,17.55
San José Chiapa,128,21,22.99,9.77
San José Chiltepec,166,20,31.21,21.0
San José Estancia Grande,168,20,32.49,22.75
San José Independencia,169,20,28.64,20.07
San José Iturbide,32,11,22.16,9.93
San José Lachiguiri,170,20,26.05,10.89
San José Miahuatlán,129,21,29.8,14.09
San José Teacalco,52,29,20.79,9.09
San José Tenango,171,20,28.02,18.36
San José de Gracia,8,1,23.52,6.71
San José del Peñasco,167,20,25.81,10.4
San José del Progreso,72,20,28.85,13.26
San José del Rincón,124,15,17.27,6.3
San Juan Achiutla,172,20,25.46,10.9
San Juan Atenco,130,21,22.49,10.43
San Juan Atepec,173,20,25.26,10.18
San Juan Atzompa,131,21,26.38,15.81
San Juan Bautista Atatlahuca,175,20,26.83,11.16
San Juan Bautista Coixtlahuaca,176,20,25.4,11.05
San Juan Bautista Cuicatlán,177,20,28.05,13.69
San Juan Bautista Guelache,178,20,26.7,10.6
