nmun,idmun,ides,tmax,tmin
Aramberri,7,19,24.16,11.76
Arandas,8,14,26.81,11.47
Arcelia,7,12,27.22,18.92
Ario,9,16,25.14,16.31
Arivechi,5,26,25.96,6.6
Arizpe,6,26,24.2,9.42
Armadillo de los Infante,4,24,28.43,13.93
Armería,1,6,28.97,20.36
Arriaga,9,7,32.88,24.9
Arroyo Seco,3,22,26.26,15.39
Arteaga,4,5,26.455,15.170000000000002
Ascensión,5,8,22.61,9.0
Asientos,2,1,26.39,8.87
Astacinga,19,30,25.29,13.43
Asunción Cacalotepec,3,20,27.44,13.85
Asunción Cuyotepeji,4,20,27.96,12.86
Asunción Ixtaltepec,5,20,33.65,23.01
Asunción Nochixtlán,6,20,26.21,12.37
Asunción Ocotlán,7,20,30.21,15.87
Asunción Tlacolulita,8,20,31.42,18.52
Atarjea,6,11,23.08,13.12
Atemajac de Brizuela,10,14,24.03,11.13
Atempan,17,21,19.15,8.9
Atenango del Río,8,12,30.26,17.8
Atenco,11,15,24.16,14.02
Atengo,11,14,26.17,12.6
Atenguillo,12,14,24.99,12.22
Atexcal,18,21,28.9,13.59
Atil,7,26,27.49,15.31
Atitalaquia,10,13,25.38,9.71
Atizapán,12,15,18.38,9.02
Atizapán de Zaragoza,13,15,23.42,10.09
Atlacomulco,14,15,20.84,8.15
Atlahuilco,20,30,25.5,14.5
Atlamajalcingo del Monte,9,12,25.12,15.06
Atlangatepec,3,29,22.29,9.0
Atlapexco,11,13,27.15,20.14
Atlatlahucan,2,17,21.44,11.75
Atlautla,15,15,17.1,9.87
Atlequizayan,80,21,21.85,13.36
Atlixco,19,21,19.64,11.26
Atlixtac,10,12,25.86,14.87
Atltzayanca,4,29,22.67,8.67
Atolinga,3,32,25.1,9.1
Atotonilco de Tula,13,13,25.35,9.79
Atotonilco el Alto,13,14,28.93,12.2
Atotonilco el Grande,12,13,19.44,9.97
Atoyac,21,30,28.02,16.02
Atoyac de Álvarez,11,12,30.74,22.56
Atoyatempan,20,21,25.77,14.27
Atzacan,22,30,25.03,14.68
Atzala,21,21,28.51,17.3
Atzalan,23,30,23.48,14.12
Atzitzihuacán,22,21,22.18,12.76
Atzitzintla,23,21,21.97,10.85
Autlán de Navarro,15,14,24.58,12.78
Axapusco,16,15,23.32,10.87
Axochiapan,3,17,28.69,16.82
Axtla de Terrazas,53,24,27.06,18.46
Axutla,24,21,31.52,18.74
Ayahualulco,25,30,22.12,9.68
Ayala,4,17,28.72,16.66
Ayapango,17,15,16.65,9.13
Ayoquezco de Aldama,398,20,28.03,12.78
Ayotlán,16,14,29.32,12.67
Ayotoxco de Guerrero,25,21,23.52,15.75
Ayotzintepec,9,20,30.22,18.91
Ayutla,17,14,24.2,13.05
Ayutla de los Libres,12,12,30.68,19.64
Azcapotzalco,2,9,25.73,12.17
Azoyú,13,12,32.82,21.3
Baca,4,31,33.63,19.92
Bacadéhuachi,8,26,24.67,7.15
Bacalar,10,23,33.08,19.04
Bacanora,9,26,28.37,8.36
Bacerac,10,26,22.15,4.35
Bachíniva,6,8,15.71,4.75
Bacoachi,11,26,23.0,8.61
Badiraguato,3,25,27.24,11.82
Bahía de Banderas,20,18,27.32,20.97
Balancán,1,27,31.9,23.3
Balleza,7,8,16.95,2.15
Banderilla,26,30,22.84,12.95
Banámichi,13,26,25.69,10.31
Batopilas de Manuel Gómez Morín,8,8,26.32,11.63
Bavispe,15,26,23.29,6.28
Baviácora,14,26,26.59,11.19
Bejucal de Ocampo,10,7,22.93,12.38
Bella Vista,11,7,25.36,14.27
Benemérito de las Américas,114,7,33.23,18.39
Benito Juárez,14,9,27.458571428571428,16.49142857142857
Benjamín Hill,16,26,27.61,14.96
Berriozábal,12,7,25.65,17.54
Boca del Río,28,30,28.82,23.31
Bochil,13,7,23.96,13.92
Bocoyna,9,8,15.37,3.17
Bokobá,5,31,34.6,19.77
Bolaños,19,14,27.04,9.94
Briseñas,11,16,29.79,14.1
Buctzotz,6,31,34.5,20.55
Buenaventura,10,8,21.01,5.0
Buenavista,12,16,34.39,21.6
Buenavista de Cuéllar,15,12,26.1,16.26
Burgos,5,28,24.96,19.92
Bustamante,6,28,22.415,15.01
Bácum,12,26,29.75,14.9
Cabo Corrientes,20,14,27.48,20.38
Caborca,17,26,29.64,16.17
Cacahoatán,15,7,27.41,16.41
Cacalchén,7,31,34.79,19.71
Cadereyta Jiménez,9,19,23.19,18.03
Cadereyta de Montes,4,22,26.42,14.4
Cajeme,18,26,29.88,13.94
Calakmul,10,4,32.28,18.73
Calcahualco,29,30,22.08,10.91
Calera,5,32,24.0,6.46
Calihualá,11,20,28.17,15.89
Calimaya,18,15,16.67,8.26
Calkiní,1,4,32.56,19.49
Calnali,14,13,23.92,17.75
Calotmul,8,31,35.2,20.49
Calpan,26,21,14.56,6.76
Calpulalpan,6,29,19.97,8.53
Caltepec,27,21,28.12,12.82
Calvillo,3,1,27.49,7.81
Camargo,7,28,23.435000000000002,13.86
Camarón de Tejeda,7,30,31.47,21.16
Camerino Z. Mendoza,30,30,24.76,13.42
Camocuautla,28,21,22.51,13.53
Campeche,2,4,33.61,19.19
Cananea,19,26,21.82,8.86
Canatlán,1,10,20.64,5.09
Candela,5,5,21.28,16.53
Candelaria,11,4,35.5,23.14
Candelaria Loxicha,12,20,31.15,18.56
Canelas,2,10,19.99,7.48
Cansahcab,9,31,33.27,20.1
Cantamayec,10,31,34.44,19.0
Capitán Luis Ángel Vidal,120,7,25.63,13.71
Capulhuac,19,15,18.34,8.83
Capulálpam de Méndez,247,20,25.38,9.21
Carbó,20,26,28.32,14.12
Cardonal,15,13,24.54,13.38
Carichí,12,8,18.39,5.33
Carlos A. Carrillo,208,30,31.4,22.26
Carmen,3,4,31.94,22.39
Carrillo Puerto,31,30,31.59,21.69
Carácuaro,13,16,30.2,18.74
Casas,8,28,26.16,19.1
Casas Grandes,13,8,19.42,2.71
Casimiro Castillo,21,14,26.9,15.66
Castaños,6,5,21.89,13.94
Castillo de Teayo,157,30,28.33,19.68
Catazajá,16,7,30.59,22.3
Catemaco,32,30,27.32,21.28
Catorce,6,24,26.55,10.71
Caxhuacan,29,21,22.53,14.47
Cazones de Herrera,33,30,27.31,20.45
Cañada Morelos,99,21,24.68,12.68
Cañadas de Obregón,117,14,27.59,11.39
Cañitas de Felipe Pescador,6,32,26.03,6.81
Cedral,7,24,26.63,11.65
Celaya,7,11,28.55,11.71
Celestún,11,31,32.34,20.29
Cenotillo,12,31,35.06,20.39
Centla,3,27,32.71,22.71
Centro,4,27,32.27,22.77
Cerralvo,11,19,20.11,18.79
Cerritos,8,24,28.14,17.51
Cerro Azul,34,30,27.89,20.29
Cerro de San Pedro,9,24,29.27,11.96
Chacaltianguis,54,30,31.38,22.39
Chacsinkín,16,31,34.21,18.83
Chahuites,25,20,33.82,26.18
Chalcatongo de Hidalgo,26,20,25.55,13.96
Chalchicomula de Sesma,45,21,21.6,10.6
Chalchihuites,9,32,19.96,3.51
Chalchihuitán,22,7,26.22,12.73
Chalco,25,15,16.57,7.51
Chalma,55,30,28.5,20.88
Champotón,4,4,33.74,20.01
Chamula,23,7,21.11,10.6
Chanal,24,7,21.59,10.04
Chankom,17,31,35.65,19.59
Chapa de Mota,26,15,21.2,7.66
Chapab,18,31,33.72,18.73
Chapala,30,14,27.3,16.38
Chapantongo,17,13,23.46,10.33
Chapulco,46,21,25.58,12.95
Chapulhuacán,18,13,25.41,17.1
Chapultenango,25,7,24.94,16.28
Chapultepec,27,15,17.01,5.98
Charapan,21,16,24.48,10.95
Charcas,15,24,25.85,10.72
Charo,22,16,21.34,11.45
Chavinda,23,16,29.71,13.39
Chemax,19,31,35.19,20.57
Chenalhó,26,7,25.73,12.23
Cherán,24,16,23.46,10.77
Chiapa de Corzo,27,7,26.98,17.01
Chiapilla,28,7,29.63,19.32
Chiautempan,10,29,22.34,10.45
Chiautla,47,21,27.785,15.760000000000002
Chiautzingo,48,21,14.89,6.07
Chichimilá,21,31,35.99,20.21
Chichiquila,50,21,24.41,13.21
Chicoasén,29,7,24.64,15.49
Chicoloapan,29,15,20.68,11.06
Chicomuselo,30,7,27.18,16.57
Chiconamel,56,30,28.67,20.92
Chiconcuac,30,15,24.6,13.78
Chiconcuautla,49,21,22.7,11.7
Chiconquiaco,57,30,24.41,15.5
Chicontepec,58,30,28.58,20.43
Chicxulub Pueblo,20,31,33.2,20.19
Chietla,51,21,28.81,17.16
Chigmecatitlán,52,21,27.06,16.13
Chignahuapan,53,21,22.54,8.62
Chignautla,54,21,19.47,8.82
Chihuahua,19,8,20.54,5.16
Chikindzonot,22,31,35.51,19.56
Chila,55,21,29.77,16.06
Chila de la Sal,56,21,31.41,18.44
Chilapa de Álvarez,28,12,25.99,15.25
Chilchota,25,16,24.77,11.13
Chilchotla,58,21,21.6,9.5
Chilcuautla,19,13,25.21,10.63
Chilpancingo de los Bravo,29,12,24.16,15.66
Chilón,31,7,27.94,16.54
Chimalhuacán,31,15,23.73,13.3
Chimaltitán,31,14,27.37,10.61
China,13,19,23.59,20.97
Chinameca,59,30,30.85,22.42
Chinampa de Gorostiza,60,30,26.63,20.99
Chinantla,59,21,31.57,19.02
Chinicuila,26,16,29.36,18.33
Chiquihuitlán de Benito Juárez,27,20,26.3,14.1
Chiquilistlán,32,14,23.38,12.09
Chocamán,62,30,25.61,14.97
Chocholá,23,31,34.41,19.22
Choix,7,25,31.04,16.06
Chontla,63,30,28.05,20.34
Chucándiro,27,16,23.92,11.41
Chumatlán,64,30,25.06,17.47
Chumayel,24,31,34.0,18.85
Churintzio,28,16,29.0,13.46
Churumuco,29,16,32.92,20.41
Chínipas,20,8,27.79,11.13
Cihuatlán,22,14,30.3,20.89
Cintalapa,17,7,30.33,21.57
Citlaltépetl,35,30,27.71,20.34
Ciudad Fernández,11,24,29.2,17.67
Ciudad Ixtepec,14,20,33.86,22.72
Ciudad Madero,9,28,26.91,22.49
Ciudad Valles,13,24,29.73,21.07
Ciudad del Maíz,10,24,27.88,19.27
Ciénega de Flores,12,19,22.06,18.35
Ciénega de Zimatlán,13,20,28.13,13.06
Coacalco de Berriozábal,20,15,26.5,12.48
Coacoatzintla,36,30,22.74,12.95
Coahuayana,14,16,31.33,20.54
Coahuayutla de José María Izazaga,16,12,31.9,20.85
Coahuitlán,37,30,26.02,18.25
Coalcomán de Vázquez Pallares,15,16,27.69,17.32
Coapilla,18,7,26.87,16.41
Coatecas Altas,15,20,28.82,13.12
Coatepec,30,21,23.105,13.489999999999998
Coatepec Harinas,21,15,17.58,10.3
Coatlán del Río,5,17,23.58,14.47
Coatzacoalcos,39,30,29.7,23.92
Coatzingo,31,21,28.37,17.78
Coatzintla,40,30,27.51,18.94
Cochoapa el Grande,78,12,27.68,16.93
Cocotitlán,22,15,16.98,8.23
Cocula,17,12,27.979999999999997,14.975
Coeneo,16,16,22.99,10.97
Coetzala,41,30,28.34,18.65
Cohetzala,32,21,30.43,17.64
Cohuecan,33,21,22.85,13.04
Coicoyán de las Flores,16,20,27.1,15.64
Cojumatlán de Régules,74,16,27.16,15.19
Colima,2,6,28.5,17.43
Colipa,42,30,26.0,18.41
Colotlán,25,14,24.83,7.09
Colón,5,22,25.98,12.07
Comala,3,6,26.13,15.52
Comalcalco,5,27,30.67,22.62
Comapa,43,30,29.91,19.65
Comitán de Domínguez,19,7,27.63,16.4
Comondú,1,3,30.26,17.82
Comonfort,9,11,27.74,11.38
Compostela,4,18,27.58,18.84
Concepción Buenavista,18,20,27.51,12.22
Concepción Pápalo,19,20,28.04,13.45
Concepción de Buenos Aires,26,14,27.02,13.99
Concepción del Oro,7,32,26.46,9.77
Concordia,4,25,28.42,14.45
Coneto de Comonfort,3,10,22.7,7.4
Conkal,13,31,34.02,20.06
Constancia del Rosario,20,20,28.2,16.18
Contepec,17,16,20.38,7.7
Contla de Juan Cuamatzi,18,29,22.81,10.25
Copainalá,21,7,24.5,16.44
Copala,18,12,31.54,23.92
Copalillo,19,12,30.13,17.41
Copanatoyac,20,12,25.48,14.48
Copándaro,18,16,24.07,11.41
Coquimatlán,4,6,28.19,17.88
Coronado,14,8,21.84,10.53
Coronango,34,21,21.1,10.96
Coroneo,10,11,23.23,9.23
Corregidora,6,22,27.05,11.91
Cortazar,11,11,29.21,12.01
Cosalá,5,25,29.8,14.22
Cosamaloapan de Carpio,45,30,31.51,22.45
Cosautlán de Carvajal,46,30,24.88,14.13
Coscomatepec,47,30,24.33,13.53
Cosolapa,21,20,31.71,21.29
Cosoleacaque,48,30,30.73,22.46
Cosoltepec,22,20,29.92,14.41
Cosío,4,1,26.07,8.87
Cotaxtla,49,30,31.83,22.17
Cotija,19,16,27.53,15.34
Coxcatlán,35,21,27.560000000000002,16.055
Coxquihui,50,30,26.88,18.83
Coyame del Sotol,15,8,22.36,6.86
Coyoacán,3,9,22.76,11.05
Coyomeapan,36,21,27.43,14.37
Coyotepec,37,21,26.990000000000002,12.175
Coyuca de Benítez,21,12,31.49,22.59
Coyuca de Catalán,22,12,27.89,19.11
Coyutla,51,30,26.68,18.69
Cozumel,1,23,30.18,23.97
Cruillas,10,28,24.26,20.24
Cuajimalpa de Morelos,4,9,19.27,7.12
Cuajinicuilapa,23,12,32.9,22.94
Cualác,24,12,28.57,16.21
Cuapiaxtla,8,29,22.93,9.14
Cuapiaxtla de Madero,38,21,24.39,13.21
Cuatro Ciénegas,7,5,24.54,10.55
Cuauhtémoc,15,9,23.502499999999998,10.42
Cuautempan,39,21,21.67,11.01
Cuautepec,25,12,31.79,22.34
Cuautepec de Hinojosa,16,13,23.52,9.17
Cuautinchán,40,21,22.66,13.21
Cuautitlán,24,15,25.07,11.17
Cuautitlán Izcalli,121,15,24.62,10.92
Cuautitlán de García Barragán,27,14,26.21,15.05
Cuautla,28,14,25.689999999999998,14.0
Cuautlancingo,41,21,22.13,12.05
Cuaxomulco,9,29,22.1,9.76
Cuayuca de Andrade,42,21,29.89,18.33
Cucurpe,22,26,24.92,11.38
Cuencamé,4,10,23.57,9.75
Cuernavaca,7,17,22.13,12.06
Cuerámaro,12,11,30.08,12.37
Cuetzala del Progreso,26,12,27.92,17.66
Cuetzalan del Progreso,43,21,22.56,14.6
Cuichapa,52,30,30.1,20.5
Cuilápam de Guerrero,23,20,27.7,12.91
Cuitláhuac,53,30,31.19,21.36
Cuitzeo,20,16,24.78,11.42
Culiacán,6,25,29.91,16.28
Cumpas,23,26,24.93,9.05
Cuncunul,14,31,36.09,20.42
Cunduacán,6,27,31.41,22.95
Cuquío,29,14,27.25,12.85
Cusihuiriachi,18,8,16.78,6.3
Cutzamala de Pinzón,27,12,28.98,19.2
Cuyamecalco Villa de Zaragoza,24,20,27.95,13.9
Cuyoaco,44,21,21.58,8.49
Cuzamá,15,31,34.3,19.61
Cárdenas,5,24,30.605,21.205
Córdoba,44,30,27.32,17.25
Degollado,33,14,29.39,13.15
Del Nayar,9,18,27.02,12.12
Delicias,21,8,23.38,11.66
Divisaderos,24,26,26.52,9.04
Doctor Arroyo,14,19,25.45,11.81
Doctor Coss,15,19,23.7,21.3
Doctor González,16,19,21.23,19.01
Doctor Mora,13,11,21.51,10.91
Dolores Hidalgo Cuna de la Independencia Nacional,14,11,26.31,10.44
Domingo Arenas,60,21,15.84,7.2
Donato Guerra,32,15,16.21,7.81
Dr. Belisario Domínguez,22,8,19.79,8.9
Durango,5,10,21.65,2.97
Dzemul,26,31,32.69,20.3
Dzidzantún,27,31,32.35,21.1
Dzilam González,29,31,32.8,21.2
Dzilam de Bravo,28,31,31.26,21.94
Dzitás,30,31,35.43,20.25
Dzoncauich,31,31,34.53,20.29
Dzán,25,31,33.65,18.62
Ebano,16,24,28.97,21.72
Ecatepec de Morelos,33,15,27.64,14.2
Ecatzingo,34,15,16.41,8.57
Ecuandureo,30,16,30.33,13.17
Eduardo Neri,75,12,26.69,16.33
Ejutla,34,14,24.59,13.16
El Arenal,9,13,25.814999999999998,10.51
El Barrio de la Soledad,10,20,32.06,21.82
El Bosque,14,7,24.07,12.91
El Carmen,10,19,22.16,17.91
El Carmen Tequexquitla,7,29,23.02,9.48
El Espinal,30,20,34.56,24.15
El Fuerte,10,25,32.16,18.51
El Grullo,37,14,24.44,12.22
El Higo,205,30,29.36,21.46
El Limón,54,14,24.65,12.8
El Llano,10,1,26.39,8.65
El Mante,21,28,29.45,21.23
El Marqués,11,22,24.76,11.07
El Naranjo,58,24,27.89,19.37
El Oro,18,10,22.560000000000002,6.4
El Parral,122,7,31.84,20.44
El Plateado de Joaquín Amaro,15,32,25.43,7.11
El Porvenir,70,7,24.19,12.75
El Salto,70,14,28.76,13.26
El Salvador,41,32,26.88,10.83
El Tule,64,8,20.83,7.18
Elota,8,25,28.87,16.96
Eloxochitlán,61,21,25.66,15.6
Eloxochitlán de Flores Magón,29,20,27.66,15.27
Emiliano Zapata,7,27,26.623333333333335,16.01
Empalme,25,26,29.98,15.05
Encarnación de Díaz,35,14,27.63,9.61
Ensenada,1,2,24.95,15.07
Epatlán,62,21,27.84,17.7
Epazoyucan,22,13,23.27,9.07
Epitacio Huerta,31,16,22.38,8.72
Erongarícuaro,32,16,21.41,10.5
Escobedo,8,5,23.26,16.21
Escuinapa,9,25,29.88,17.19
Escuintla,32,7,29.78,18.58
Escárcega,9,4,34.56,21.21
Españita,12,29,20.39,8.43
Esperanza,63,21,23.08,11.72
Espinal,66,30,26.52,18.55
Espita,32,31,35.29,20.51
Etchojoa,26,26,30.09,16.88
Etzatlán,36,14,29.14,12.24
Ezequiel Montes,7,22,26.94,13.01
Felipe Carrillo Puerto,2,23,33.25,19.82
Filomeno Mata,67,30,24.51,17.0
Florencio Villarreal,30,12,28.75,23.57
Fortín,68,30,26.52,16.64
Francisco I. Madero,9,5,24.43,9.795000000000002
Francisco León,33,7,26.93,18.66
Francisco Z. Mena,64,21,28.36,19.91
Fresnillo,10,32,23.66,5.9
Fresnillo de Trujano,32,20,30.77,18.61
Frontera,10,5,22.41,16.25
Frontera Comalapa,34,7,26.87,17.35
Frontera Hidalgo,35,7,32.44,22.11
Fronteras,27,26,22.98,8.46
Gabriel Zamora,33,16,29.77,19.45
Galeana,23,8,22.424999999999997,7.825
García,18,19,20.54,15.39
Genaro Codina,12,32,20.99,5.82
General Bravo,20,19,23.65,21.29
General Canuto A. Neri,31,12,24.39,16.99
General Cepeda,11,5,23.44,9.64
General Enrique Estrada,13,32,24.05,6.3
General Escobedo,21,19,22.27,18.09
General Felipe Ángeles,65,21,23.42,11.24
General Francisco R. Murguía,14,32,26.14,6.63
General Heliodoro Castillo,32,12,25.21,16.61
General Plutarco Elías Calles,70,26,30.15,16.12
General Pánfilo Natera,16,32,26.23,9.03
General Simón Bolívar,6,10,25.57,11.92
General Terán,22,19,23.59,19.5
General Treviño,23,19,21.88,19.78
General Zaragoza,24,19,23.07,10.87
General Zuazua,25,19,21.96,18.37
González,12,28,27.9,21.19
Gran Morelos,26,8,19.52,7.36
Granados,28,26,26.14,8.87
Guachinango,38,14,28.17,13.05
Guachochi,27,8,16.6,4.37
Guadalajara,39,14,28.68,12.23
Guadalcázar,17,24,27.45,16.59
Guadalupe,66,21,25.1875,13.105
Guadalupe Etla,33,20,26.95,11.68
Guadalupe Victoria,67,21,23.345,6.615
Guadalupe de Ramírez,34,20,29.91,17.22
Guadalupe y Calvo,29,8,20.93,3.97
Guanaceví,9,10,19.39,1.55
Guanajuato,15,11,27.9,11.16
Guasave,11,25,30.83,19.06
Guaymas,29,26,29.49,14.89
Guazapares,30,8,27.17,12.09
Guelatao de Juárez,35,20,25.4,8.92
Guerrero,14,28,23.473333333333333,13.12
Guevea de Humboldt,36,20,31.15,19.22
Gustavo A. Madero,5,9,27.25,13.78
Gustavo Díaz Ordaz,15,28,24.25,19.9
Gutiérrez Zamora,69,30,26.81,20.18
Gómez Farías,11,28,22.913333333333338,12.033333333333333
Gómez Palacio,7,10,24.9,13.16
Güémez,13,28,27.91,19.11
Halachó,33,31,33.37,19.2
Hecelchakán,5,4,33.36,19.04
Hermenegildo Galeana,68,21,23.31,15.23
Hermosillo,30,26,29.72,14.61
Heroica Ciudad de Ejutla de Crespo,28,20,28.88,13.27
Heroica Ciudad de Huajuapan de León,39,20,29.04,15.38
Heroica Ciudad de Juchitán de Zaragoza,43,20,34.25,25.47
Heroica Ciudad de Tlaxiaco,397,20,25.04,12.13
Heroica Villa Tezoatlán de Segura y Luna,549,20,27.77,14.05
Hidalgo,47,19,23.616,14.318000000000001
Hidalgo del Parral,32,8,21.47,9.06
Hidalgotitlán,70,30,30.66,22.77
Higueras,28,19,20.29,17.69
Hocabá,34,31,34.26,19.74
Hoctún,35,31,34.33,19.8
Homún,36,31,34.25,19.6
Honey,57,21,23.43,12.32
Hopelchén,6,4,33.35,18.14
Hostotipaquillo,40,14,30.9,12.62
Huachinera,31,26,22.53,4.44
Huajicori,5,18,27.6,12.75
Hualahuises,29,19,24.23,17.04
Huamantla,13,29,21.32,8.65
Huamuxtitlán,33,12,30.15,17.08
Huandacareo,36,16,25.13,11.84
Huaniqueo,37,16,23.85,11.35
Huanusco,18,32,28.98,8.09
Huanímaro,16,11,29.6,13.13
Huaquechula,69,21,23.53,13.98
Huasca de Ocampo,24,13,20.59,9.04
Huatabampo,33,26,28.45,18.85
Huatlatlauca,70,21,26.88,16.03
Huatusco,71,30,26.05,15.25
Huauchinango,71,21,23.44,12.91
Huautepec,40,20,26.86,14.68
Huautla,25,13,28.2,20.58
Huautla de Jiménez,41,20,27.31,15.53
Huayacocotla,72,30,22.35,13.16
Huazalingo,26,13,25.19,19.1
Huehuetla,72,21,23.92,16.244999999999997
Huehuetlán,18,24,26.41,17.34
Huehuetlán el Chico,73,21,29.84,17.45
Huehuetlán el Grande,150,21,26.51,16.36
Huehuetoca,35,15,24.79,10.23
Huehuetán,37,7,31.87,22.17
Huejotitán,33,8,20.65,7.87
Huejotzingo,74,21,15.76,7.11
Huejuquilla el Alto,42,14,24.57,5.86
Huejutla de Reyes,28,13,27.37,20.29
Huejúcar,41,14,23.61,6.26
Huetamo,38,16,32.47,20.5
Hueyapan,75,21,20.84,12.13
Hueyapan de Ocampo,73,30,29.31,21.29
Hueyotlipan,14,29,22.68,9.65
Hueypoxtla,36,15,24.84,10.26
Hueytamalco,76,21,23.86,15.64
Hueytlalpan,77,21,22.48,13.81
Huhí,37,31,34.25,19.66
Huichapan,29,13,24.73,11.74
Huiloapan de Cuauhtémoc,74,30,25.14,14.31
Huimanguillo,8,27,31.54,23.04
Huimilpan,8,22,25.23,10.58
Huiramba,39,16,20.82,9.99
Huitiupán,39,7,28.04,14.76
Huitzilac,9,17,20.54,9.29
Huitzilan de Serdán,78,21,21.41,11.31
Huitziltepec,79,21,26.37,13.98
Huitzuco de los Figueroa,34,12,28.82,17.4
Huixquilucan,37,15,19.03,7.36
Huixtla,40,7,32.09,22.64
Huixtán,38,7,24.02,11.69
Hunucmá,38,31,32.18,20.94
Huásabas,32,26,25.63,8.69
Huépac,34,26,26.07,10.43
Ignacio Zaragoza,34,8,18.52,2.04
Ignacio de la Llave,75,30,31.04,22.51
Iguala de la Independencia,35,12,28.25,17.62
Igualapa,36,12,31.9,20.27
Ilamatlán,76,30,23.89,17.31
Iliatenco,81,12,27.81,17.29
