nmun,idmun,ides,tmax,tmin
San Blas,12,18,28.799999999999997,20.4
San Blas Atempa,124,20,33.955,23.810000000000002
San Buenaventura,31,5,22.634999999999998,10.54
San Carlos,34,28,26.63,16.490000000000002
San Carlos Yautepec,125,20,28.92,16.205
San Ciro de Acosta,27,24,26.12,13.715
San Cristóbal Amatlán,126,20,24.585,10.985
San Cristóbal Amoltepec,127,20,25.59,9.795
San Cristóbal Lachirioag,128,20,25.715,13.66
San Cristóbal Suchixtlahuaca,129,20,25.22,10.605
San Cristóbal de la Barranca,71,14,29.67,12.46
San Cristóbal de las Casas,78,7,25.03,14.135
San Damián Texóloc,49,29,24.82,11.25
San Diego de Alejandría,72,14,28.865000000000002,11.925
San Diego de la Unión,29,11,26.195,10.885
San Diego la Mesa Tochimiltzingo,121,21,26.825,16.06
San Dimas,26,10,22.5,5.545
San Dionisio Ocotepec,131,20,28.515,14.285
San Dionisio Ocotlán,132,20,27.95,13.254999999999999
San Dionisio del Mar,130,20,34.11,25.744999999999997
San Esteban Atatlahuca,133,20,24.825,12.375
San Felipe,65,31,29.1075,15.974999999999998
San Felipe Jalapa de Díaz,134,20,28.53,19.759999999999998
San Felipe Orizatlán,46,13,26.145,18.405
San Felipe Tejalápam,135,20,26.835,11.45
San Felipe Teotlalcingo,122,21,17.7,6.4
San Felipe Tepatlán,123,21,20.655,13.045
San Felipe Usila,136,20,27.645000000000003,15.969999999999999
San Felipe de Jesús,53,26,25.615000000000002,9.96
San Felipe del Progreso,74,15,21.82,8.005
San Fernando,79,7,26.16,18.7875
San Francisco Cahuacuá,137,20,26.355,12.855
San Francisco Cajonos,138,20,24.945,12.055
San Francisco Chapulapa,139,20,26.585,14.305
San Francisco Chindúa,140,20,25.535,11.105
San Francisco Huehuetlán,142,20,27.4,14.92
San Francisco Ixhuatán,143,20,35.83,24.98
San Francisco Jaltepetongo,144,20,25.98,11.66
San Francisco Lachigoló,145,20,26.54,11.775
San Francisco Logueche,146,20,25.090000000000003,11.36
San Francisco Nuxaño,147,20,25.81,11.09
San Francisco Ozolotepec,148,20,27.03,15.665
San Francisco Sola,149,20,27.835,12.935
San Francisco Telixtlahuaca,150,20,26.295,12.075
San Francisco Teopan,151,20,26.814999999999998,11.705
San Francisco Tetlanohcan,50,29,21.405,9.975
San Francisco Tlapancingo,152,20,27.759999999999998,14.355
San Francisco de Borja,57,8,22.785,7.82
San Francisco de Conchos,58,8,23.689999999999998,12.969999999999999
San Francisco de los Romo,11,1,27.965,9.53
San Francisco del Mar,141,20,34.605000000000004,25.85
San Francisco del Oro,59,8,22.119999999999997,7.8100000000000005
San Francisco del Rincón,31,11,30.435000000000002,11.805
San Gabriel,113,14,20.825,9.59
San Gabriel Chilac,124,21,28.299999999999997,14.805
San Gabriel Mixtepec,153,20,30.200000000000003,18.619999999999997
San Gregorio Atzompa,125,21,21.09,11.86
San Ignacio,16,25,28.450000000000003,14.530000000000001
San Ignacio Cerro Gordo,125,14,26.740000000000002,11.94
San Ignacio Río Muerto,72,26,29.490000000000002,17.884999999999998
San Ildefonso Amatlán,154,20,24.905,11.265
San Ildefonso Sola,155,20,27.55,12.42
San Ildefonso Villa Alta,156,20,26.125,14.275
San Jacinto Amilpas,157,20,26.855,11.524999999999999
San Jacinto Tlacotepec,158,20,28.775,15.255
San Javier,54,26,29.4,9.41
San Jerónimo Coatlán,159,20,28.675,15.395
San Jerónimo Silacayoapilla,160,20,29.35,14.155
San Jerónimo Sosola,161,20,25.925,12.605
San Jerónimo Taviche,162,20,27.924999999999997,13.465
San Jerónimo Tecuanipan,126,21,19.345,10.58
San Jerónimo Tecóatl,163,20,27.64,14.955
San Jerónimo Tlacochahuaya,550,20,26.189999999999998,11.420000000000002
San Jerónimo Xayacatlán,127,21,30.415,16.025
San Jerónimo Zacualpan,51,29,25.4,12.0
San Joaquín,15,22,26.675,13.059999999999999
San Jorge Nuchita,164,20,29.25,14.98
San José Ayuquila,165,20,30.245,15.785
San José Chiapa,128,21,23.975,11.03
San José Chiltepec,166,20,29.915,20.854999999999997
San José Estancia Grande,168,20,31.465000000000003,22.53
San José Independencia,169,20,28.705,19.875
San José Iturbide,32,11,22.020000000000003,10.155
San José Lachiguiri,170,20,25.325,11.91
San José Miahuatlán,129,21,28.835,15.2
San José Teacalco,52,29,22.61,9.54
San José Tenango,171,20,28.064999999999998,18.384999999999998
San José de Gracia,8,1,24.55,7.484999999999999
San José del Peñasco,167,20,25.365000000000002,11.285
San José del Progreso,72,20,28.085,13.36
San José del Rincón,124,15,19.605,7.17
San Juan Achiutla,172,20,25.695,10.245000000000001
San Juan Atenco,130,21,21.38,11.475000000000001
San Juan Atepec,173,20,24.585,11.055
San Juan Atzompa,131,21,27.384999999999998,16.0
San Juan Bautista Atatlahuca,175,20,26.075,11.61
San Juan Bautista Coixtlahuaca,176,20,24.520000000000003,10.68
San Juan Bautista Cuicatlán,177,20,27.105,13.3
San Juan Bautista Guelache,178,20,26.950000000000003,10.4
San Juan Bautista Jayacatlán,179,20,26.36,11.075
San Juan Bautista Lo de Soto,180,20,32.735,21.665
San Juan Bautista Suchitepec,181,20,27.435000000000002,12.54
San Juan Bautista Tlachichilco,183,20,29.009999999999998,14.965
San Juan Bautista Tlacoatzintepec,182,20,27.33,15.565000000000001
San Juan Bautista Tuxtepec,184,20,29.785,21.515
San Juan Bautista Valle Nacional,559,20,29.16,17.855
San Juan Cacahuatepec,185,20,31.145,20.09
San Juan Cancuc,112,7,26.545,13.425
San Juan Chicomezúchil,191,20,24.335,9.7
San Juan Chilateca,192,20,27.564999999999998,12.81
San Juan Cieneguilla,186,20,30.634999999999998,16.84
San Juan Coatzóspam,187,20,26.939999999999998,16.035
San Juan Colorado,188,20,30.814999999999998,19.425
San Juan Comaltepec,189,20,27.285,15.68
San Juan Cotzocón,190,20,29.67,19.675
San Juan Diuxi,195,20,25.979999999999997,11.07
San Juan Evangelista,142,30,29.36,21.759999999999998
San Juan Evangelista Analco,196,20,24.34,10.09
San Juan Guelavía,197,20,26.625,12.025
San Juan Guichicovi,198,20,30.065,21.225
San Juan Huactzinco,53,29,25.4,12.0
San Juan Ihualtepec,199,20,30.275,16.24
San Juan Juquila Mixes,200,20,28.615,15.31
San Juan Juquila Vijanos,201,20,24.740000000000002,11.695
San Juan Lachao,202,20,28.55,15.995000000000001
San Juan Lachigalla,203,20,28.345,13.88
San Juan Lajarcia,204,20,29.814999999999998,16.064999999999998
San Juan Lalana,205,20,29.015,19.340000000000003
San Juan Mazatlán,207,20,29.75,19.595
San Juan Mixtepec,208,20,25.1125,11.2425
San Juan Ozolotepec,211,20,26.905,15.559999999999999
San Juan Petlapa,212,20,27.18,16.28
San Juan Quiahije,213,20,27.57,15.745000000000001
San Juan Quiotepec,214,20,25.985,12.475000000000001
San Juan Sayultepec,215,20,25.23,10.69
San Juan Tabaá,216,20,25.06,12.575
San Juan Tamazola,217,20,26.98,11.935
San Juan Teita,218,20,26.395000000000003,12.065000000000001
San Juan Teitipac,219,20,27.095,12.455
San Juan Tepeuxila,220,20,26.64,12.645
San Juan Teposcolula,221,20,25.365000000000002,10.34
San Juan Yaeé,222,20,26.02,13.555
San Juan Yatzona,223,20,25.869999999999997,13.785
San Juan Yucuita,224,20,24.65,10.350000000000001
San Juan de Guadalupe,27,10,26.84,9.285
San Juan de Sabinas,32,5,25.71,13.04
San Juan de los Cués,206,20,28.689999999999998,15.15
San Juan de los Lagos,73,14,28.939999999999998,11.485
San Juan del Estado,193,20,26.634999999999998,10.545
San Juan del Río,194,20,26.198333333333334,11.591666666666667
San Juan Ñumí,210,20,26.93,11.25
San Juanito de Escobedo,7,14,30.47,13.27
San Julián,74,14,28.015,11.805
San Lorenzo,225,20,31.535,19.68
San Lorenzo Albarradas,226,20,27.44,13.535
San Lorenzo Axocomanitla,54,29,25.4,12.0
San Lorenzo Cacaotepec,227,20,26.96,11.405000000000001
San Lorenzo Cuaunecuiltitla,228,20,27.4,15.335
San Lorenzo Texmelúcan,229,20,28.384999999999998,13.855
San Lorenzo Victoria,230,20,28.53,14.46
San Lucas,110,7,29.9125,19.14
San Lucas Camotlán,231,20,29.255000000000003,17.03
San Lucas Ojitlán,232,20,29.69,20.545
San Lucas Quiaviní,233,20,27.29,12.93
San Lucas Tecopilco,55,29,25.75,9.850000000000001
San Lucas Zoquiápam,234,20,27.68,15.1
San Luis Acatlán,52,12,29.335,19.705
San Luis Amatlán,235,20,27.215,13.125
San Luis Potosí,28,24,28.845,9.445
San Luis Río Colorado,55,26,29.415,15.995000000000001
San Luis de la Paz,33,11,23.625,10.92
San Luis del Cordero,29,10,24.855,11.145
San Marcial Ozolotepec,236,20,27.095,15.82
San Marcos,53,12,30.475,18.015
San Marcos Arteaga,237,20,29.130000000000003,14.055
San Martín Chalchicuautla,29,24,26.82,18.814999999999998
San Martín Hidalgo,77,14,29.14,13.065
San Martín Huamelúlpam,239,20,26.09,10.415
San Martín Itunyoso,240,20,25.939999999999998,12.185
San Martín Lachilá,241,20,27.805,12.84
San Martín Peras,242,20,25.645,13.91
San Martín Texmelucan,132,21,19.84,8.239999999999998
San Martín Tilcajete,243,20,27.595,12.684999999999999
San Martín Totoltepec,133,21,28.265,17.255000000000003
San Martín Toxpalan,244,20,28.240000000000002,15.010000000000002
San Martín Zacatepec,245,20,30.125,15.42
San Martín de Bolaños,76,14,28.97,12.04
San Martín de las Pirámides,75,15,25.43,12.085
San Martín de los Cansecos,238,20,28.125,13.195
San Mateo Atenco,76,15,19.34,6.585
San Mateo Cajonos,246,20,25.195,12.395
San Mateo Etlatongo,250,20,25.575000000000003,11.395
San Mateo Nejápam,251,20,29.625,15.565000000000001
San Mateo Peñasco,252,20,25.875,11.364999999999998
San Mateo Piñas,253,20,28.189999999999998,17.384999999999998
San Mateo Río Hondo,254,20,26.145,13.85
San Mateo Sindihui,255,20,26.674999999999997,12.440000000000001
San Mateo Tlapiltepec,256,20,25.845,11.11
San Mateo Yoloxochitlán,249,20,27.29,15.385
San Mateo Yucutindoo,566,20,26.88,13.525
San Mateo del Mar,248,20,32.745000000000005,26.045
San Matías Tlalancaleca,134,21,19.740000000000002,7.355
San Melchor Betaza,257,20,25.189999999999998,12.76
San Miguel Achiutla,258,20,25.71,10.23
San Miguel Ahuehuetitlán,259,20,29.71,15.64
San Miguel Aloápam,260,20,25.575,10.629999999999999
San Miguel Amatitlán,261,20,30.240000000000002,15.69
San Miguel Amatlán,262,20,25.15,10.89
San Miguel Chicahua,264,20,24.950000000000003,11.08
San Miguel Chimalapa,265,20,32.325,21.145
San Miguel Coatlán,263,20,27.335,14.325
San Miguel Ejutla,268,20,28.095,13.265
San Miguel Huautla,270,20,26.02,12.21
San Miguel Ixitlán,135,21,29.035,14.010000000000002
San Miguel Mixtepec,271,20,26.895,11.635000000000002
San Miguel Panixtlahuaca,272,20,28.785,17.66
San Miguel Peras,273,20,26.315,10.850000000000001
San Miguel Piedras,274,20,27.119999999999997,11.940000000000001
San Miguel Quetzaltepec,275,20,28.61,16.185000000000002
San Miguel Santa Flor,276,20,26.645000000000003,13.48
San Miguel Soyaltepec,278,20,29.66,21.955
San Miguel Suchixtepec,279,20,26.244999999999997,14.325
San Miguel Tecomatlán,281,20,25.575000000000003,11.395
San Miguel Tenango,282,20,32.35,19.83
San Miguel Tequixtepec,283,20,24.990000000000002,11.105
San Miguel Tilquiápam,284,20,27.65,13.254999999999999
San Miguel Tlacamama,285,20,31.695,21.060000000000002
San Miguel Tlacotepec,286,20,26.384999999999998,12.945
San Miguel Totolapan,54,12,25.68,17.64
San Miguel Tulancingo,287,20,25.73,10.965
San Miguel Xoxtla,136,21,22.63,11.59
San Miguel Yotao,288,20,24.869999999999997,11.685
San Miguel de Allende,3,11,25.735,11.455
San Miguel de Horcasitas,56,26,28.955,13.255
San Miguel del Puerto,266,20,29.675,20.255
San Miguel del Río,267,20,24.495,9.45
San Miguel el Alto,78,14,27.380000000000003,11.805
San Miguel el Grande,269,20,25.075,12.1
San Nicolás,289,20,26.747500000000002,14.5575
San Nicolás Buenos Aires,137,21,22.58,11.565000000000001
San Nicolás Hidalgo,290,20,30.245,15.91
San Nicolás Tolentino,30,24,28.45,12.64
San Nicolás de los Garza,46,19,26.825,15.725
San Nicolás de los Ranchos,138,21,13.485,5.505000000000001
San Pablo Anicano,139,21,31.53,17.59
San Pablo Coatlán,291,20,28.53,15.36
San Pablo Cuatro Venados,292,20,26.865,11.585
San Pablo Etla,293,20,26.795,11.245000000000001
San Pablo Huitzo,294,20,26.674999999999997,11.185
San Pablo Huixtepec,295,20,27.77,12.67
San Pablo Macuiltianguis,296,20,24.75,11.45
San Pablo Tijaltepec,297,20,25.925,12.39
San Pablo Villa de Mitla,298,20,26.380000000000003,12.579999999999998
San Pablo Yaganiza,299,20,25.13,12.1
San Pablo del Monte,25,29,22.955,12.370000000000001
San Pedro,33,5,26.755000000000003,10.545000000000002
San Pedro Amuzgos,300,20,30.57,19.384999999999998
San Pedro Apóstol,301,20,28.299999999999997,13.1
San Pedro Atoyac,302,20,30.295,19.62
San Pedro Cajonos,303,20,25.13,12.1
San Pedro Cholula,140,21,20.45,10.895
San Pedro Comitancillo,305,20,34.315,22.43
San Pedro Coxcaltepec Cántaros,304,20,25.355,11.825
San Pedro Garza García,19,19,26.25,12.850000000000001
San Pedro Huamelula,307,20,31.415,22.79
San Pedro Huilotepec,308,20,33.754999999999995,24.52
San Pedro Ixcatlán,309,20,28.82,20.71
San Pedro Ixtlahuaca,310,20,26.96,11.79
San Pedro Jaltepetongo,311,20,26.98,13.24
San Pedro Jicayán,312,20,31.085,20.365000000000002
San Pedro Jocotipac,313,20,26.75,12.945
San Pedro Juchatengo,314,20,27.665,13.97
San Pedro Lagunillas,13,18,28.715,15.08
San Pedro Mixtepec Dto. 22,318,20,30.065,20.665
San Pedro Mixtepec Dto. 26,319,20,24.945,12.36
San Pedro Molinos,320,20,25.435000000000002,11.65
San Pedro Mártir,315,20,28.085,13.18
San Pedro Mártir Quiechapa,316,20,26.2,13.125
San Pedro Mártir Yucuxaco,317,20,26.465,10.68
San Pedro Nopala,321,20,27.0,11.705
San Pedro Ocopetatillo,322,20,27.4,15.335
San Pedro Ocotepec,323,20,28.145,15.41
San Pedro Pochutla,324,20,32.155,21.4
San Pedro Quiatoni,325,20,29.25,15.2
San Pedro Sochiápam,326,20,26.975,14.055
San Pedro Tapanatepec,327,20,34.8,25.055
San Pedro Taviche,328,20,28.1,13.705
San Pedro Teozacoalco,329,20,27.1,12.175
San Pedro Teutila,330,20,27.245,16.305
San Pedro Tidaá,331,20,25.775,10.75
San Pedro Tlaquepaque,98,14,28.64,13.0
San Pedro Topiltepec,332,20,25.314999999999998,10.565000000000001
San Pedro Totolápam,333,20,28.64,14.77
San Pedro Yaneri,335,20,25.045,11.805
San Pedro Yeloixtlahuaca,141,21,31.259999999999998,16.96
San Pedro Yucunama,341,20,25.82,10.27
San Pedro Yólox,336,20,25.685000000000002,12.765
San Pedro de la Cueva,57,26,27.045,9.055
San Pedro del Gallo,30,10,25.604999999999997,7.595000000000001
San Pedro el Alto,306,20,27.05,15.11
San Pedro y San Pablo Ayutla,337,20,25.79,12.825
San Pedro y San Pablo Teposcolula,339,20,25.759999999999998,10.29
San Pedro y San Pablo Tequixtepec,340,20,28.375,13.690000000000001
San Rafael,211,30,25.45,19.475
San Raymundo Jalpan,342,20,27.355,12.39
San Salvador,54,13,25.195,10.23
San Salvador Huixcolotla,144,21,23.65,12.93
San Salvador el Seco,142,21,22.565,11.65
San Salvador el Verde,143,21,16.369999999999997,5.875
San Sebastián Abasolo,343,20,26.54,11.775
San Sebastián Coatlán,344,20,29.354999999999997,17.060000000000002
San Sebastián Ixcapa,345,20,31.435000000000002,20.79
San Sebastián Nicananduta,346,20,26.745,10.83
San Sebastián Río Hondo,347,20,24.965,12.059999999999999
San Sebastián Tecomaxtlahuaca,348,20,25.854999999999997,13.27
San Sebastián Teitipac,349,20,27.015,12.205
San Sebastián Tlacotepec,145,21,29.049999999999997,17.91
San Sebastián Tutla,350,20,26.475,11.585
San Sebastián del Oeste,80,14,28.060000000000002,16.509999999999998
San Simón Almolongas,351,20,27.695,13.11
San Simón Zahuatlán,352,20,30.05,15.285
San Simón de Guerrero,77,15,16.34,9.83
San Vicente Coatlán,534,20,27.695,13.22
San Vicente Lachixío,535,20,27.240000000000002,11.879999999999999
San Vicente Nuñú,536,20,25.585,10.41
San Vicente Tancuayalab,34,24,27.82,19.405
Sanahcat,64,31,34.89,20.060000000000002
Sanctórum de Lázaro Cárdenas,20,29,23.34,8.47
Santa Ana,353,20,27.0125,12.6725
Santa Ana Ateixtlahuaca,354,20,27.4,15.335
Santa Ana Cuauhtémoc,355,20,26.45,14.02
Santa Ana Maya,78,16,27.11,11.725000000000001
Santa Ana Nopalucan,56,29,22.965,10.125
Santa Ana Tavela,357,20,30.009999999999998,16.165
Santa Ana Tlapacoyan,358,20,27.275,12.29
Santa Ana Yareni,359,20,25.055,10.275
Santa Ana Zegache,360,20,27.895,12.850000000000001
Santa Ana del Valle,356,20,26.18,11.825
Santa Apolonia Teacalco,57,29,24.035,11.254999999999999
Santa Bárbara,60,8,21.685000000000002,8.33
Santa Catalina Quierí,361,20,24.295,11.195
Santa Catarina,48,19,24.551666666666666,11.635
Santa Catarina Ayometla,58,29,24.235,12.365
Santa Catarina Cuixtla,362,20,26.740000000000002,12.370000000000001
Santa Catarina Ixtepeji,363,20,25.225,10.165
Santa Catarina Juquila,364,20,28.784999999999997,17.42
Santa Catarina Lachatao,365,20,24.795,10.045
Santa Catarina Loxicha,366,20,28.91,16.18
Santa Catarina Mechoacán,367,20,32.31,20.174999999999997
Santa Catarina Minas,368,20,27.63,13.13
Santa Catarina Quiané,369,20,27.630000000000003,12.594999999999999
Santa Catarina Quioquitani,74,20,23.96,10.614999999999998
Santa Catarina Tayata,370,20,25.625,9.89
Santa Catarina Ticuá,371,20,25.355,12.125
Santa Catarina Tlaltempan,146,21,28.115000000000002,16.64
Santa Catarina Yosonotú,372,20,25.4,13.08
Santa Catarina Zapoquila,373,20,26.78,11.945
Santa Clara,31,10,25.66,6.925
Santa Cruz,59,26,18.715,8.045
Santa Cruz Acatepec,374,20,27.435000000000002,15.219999999999999
Santa Cruz Amilpas,375,20,26.725,11.72
Santa Cruz Itundujia,377,20,29.18,16.145
Santa Cruz Mixtepec,378,20,26.9,11.675
Santa Cruz Nundaco,379,20,25.134999999999998,11.754999999999999
Santa Cruz Papalutla,380,20,26.845,12.09
Santa Cruz Quilehtla,59,29,24.235,12.365
Santa Cruz Tacache de Mina,381,20,30.245,15.91
Santa Cruz Tacahua,382,20,26.314999999999998,13.135
Santa Cruz Tayata,383,20,25.655,9.98
Santa Cruz Tlaxcala,26,29,24.67,10.765
Santa Cruz Xitla,384,20,27.245,12.754999999999999
Santa Cruz Xoxocotlán,385,20,27.05,12.1
Santa Cruz Zenzontepec,386,20,29.035,16.585
Santa Cruz de Bravo,376,20,28.345,14.32
Santa Cruz de Juventino Rosas,35,11,28.795,12.115
Santa Elena,66,31,33.675,19.965
Santa Gertrudis,387,20,27.985,12.84
Santa Inés Ahuatempan,147,21,29.95,16.96
Santa Inés Yatzeche,389,20,28.17,13.05
Santa Inés de Zaragoza,569,20,26.32,12.64
Santa Inés del Monte,388,20,27.17,12.015
Santa Isabel,24,8,22.435000000000002,9.015
Santa Isabel Cholula,148,21,19.345,10.58
Santa Isabel Xiloxoxtla,60,29,24.715,12.07
Santa Lucía Miahuatlán,391,20,26.475,13.475000000000001
Santa Lucía Monteverde,392,20,26.125,13.915
Santa Lucía Ocotlán,393,20,28.085,13.18
Santa Lucía del Camino,390,20,26.725,11.72
Santa Magdalena Jicotlán,47,20,26.354999999999997,11.305
Santa Marí Jacatepec,417,20,29.96,20.310000000000002
Santa Marí Jaltianguis,419,20,24.375,10.075
Santa Marí Mixtequilla,421,20,34.785,21.585
Santa Marí Nativitas,422,20,24.57,10.245000000000001
Santa Marí Nduayaco,423,20,25.729999999999997,10.1
Santa Marí Ozolotepec,424,20,25.96,14.43
Santa Marí Petapa,427,20,30.869999999999997,21.285
Santa Marí Pápalo,425,20,26.78,12.94
Santa Marí Quiegolani,428,20,26.805,14.185
Santa Marí Sola,429,20,27.85,12.55
Santa Marí Tataltepec,430,20,26.43,11.745000000000001
Santa Marí Temaxcalapa,432,20,26.12,14.275
Santa Marí Temaxcaltepec,433,20,29.285,17.22
Santa Marí Teopoxco,434,20,27.64,14.955
Santa Marí Texcatitlán,436,20,26.9,13.18
Santa Marí Tlahuitoltepec,437,20,25.549999999999997,13.18
Santa Marí Tlalixtac,438,20,26.615000000000002,13.82
Santa Marí Totolapilla,440,20,32.13,18.4
Santa Marí Xadani,441,20,33.245000000000005,25.165
Santa Marí Yalina,442,20,24.45,11.7
Santa Marí Yavesía,443,20,24.86,10.795
Santa Marí Yolotepec,444,20,26.43,13.445
Santa Marí Yosoyúa,445,20,25.77,11.645
Santa Marí Yucuhiti,446,20,25.365000000000002,13.684999999999999
Santa Marí Zaniza,448,20,27.99,14.2
Santa Marí Zoquitlán,449,20,27.630000000000003,14.04
Santa María Alotepec,394,20,27.945,15.754999999999999
Santa María Apazco,395,20,26.04,12.525
Santa María Atzompa,399,20,26.985,11.614999999999998
Santa María Camotlán,400,20,27.79,12.515
Santa María Chachoápam,404,20,24.62,10.04
Santa María Chilchotla,406,20,28.65,18.5
Santa María Chimalapa,407,20,29.605,20.494999999999997
Santa María Colotepec,401,20,30.745,21.955
Santa María Cortijo,402,20,31.805,22.425
Santa María Coyotepec,403,20,27.185,12.27
Santa María Ecatepec,410,20,29.985,17.665
Santa María Guelacé,411,20,26.54,11.775
Santa María Guienagati,412,20,31.634999999999998,19.560000000000002
Santa María Huatulco,413,20,31.12,21.95
Santa María Huazolotitlán,414,20,32.205,22.310000000000002
Santa María Ipalapa,415,20,30.23,19.155
Santa María Ixcatlán,416,20,26.354999999999997,12.655000000000001
Santa María Jalapa del Marqués,418,20,33.615,19.715
Santa María Lachixío,420,20,26.395,10.86
Santa María Peñoles,426,20,26.625,10.934999999999999
Santa María Tecomavaca,431,20,27.89,14.23
Santa María Tepantlali,435,20,26.29,13.66
Santa María Tonameca,439,20,32.045,22.32
Santa María Zacatepec,447,20,30.155,18.005000000000003
Santa María de la Paz,58,32,27.355,11.25
Santa María de los Ángeles,81,14,24.935000000000002,6.6
Santa María del Oro,56,14,30.5425,16.3475
Santa María del Rosario,408,20,25.810000000000002,10.129999999999999
Santa María del Río,32,24,28.0,11.245000000000001
Santa María del Tule,409,20,26.475,11.585
Santa María la Asunción,396,20,26.785,15.135
Santiago,49,19,23.685000000000002,10.415
Santiago Amoltepec,450,20,29.134999999999998,15.855
Santiago Apoala,451,20,25.485,11.735
Santiago Apóstol,452,20,28.07,13.045
Santiago Astata,453,20,31.9,23.655
Santiago Atitlán,454,20,26.875,14.73
Santiago Ayuquililla,455,20,30.325,15.86
Santiago Cacaloxtepec,456,20,29.05,13.3
Santiago Camotlán,457,20,27.27,15.88
Santiago Chazumba,459,20,28.775,14.254999999999999
Santiago Choápam,460,20,27.950000000000003,17.125
Santiago Comaltepec,458,20,27.064999999999998,14.685
Santiago Huajolotitlán,462,20,28.060000000000002,12.51
Santiago Huauclilla,463,20,25.66,12.395
Santiago Ihuitlán Plumas,464,20,25.92,11.41
Santiago Ixcuintepec,465,20,29.87,18.064999999999998
Santiago Ixcuintla,15,18,29.560000000000002,19.205
Santiago Ixtayutla,466,20,30.23,17.595
Santiago Jamiltepec,467,20,31.665,21.799999999999997
Santiago Jocotepec,468,20,28.854999999999997,19.25
Santiago Juxtlahuaca,469,20,26.695,14.145
Santiago Lachiguiri,470,20,31.005000000000003,18.565
Santiago Lalopa,471,20,25.685,13.295
Santiago Laollaga,472,20,33.269999999999996,20.965
Santiago Laxopa,473,20,24.835,11.515
Santiago Llano Grande,474,20,32.5,21.6
Santiago Maravatío,36,11,28.105,12.065000000000001
Santiago Matatlán,475,20,27.564999999999998,13.29
Santiago Miahuatlán,149,21,25.38,12.92
Santiago Miltepec,476,20,28.575000000000003,13.49
Santiago Minas,477,20,27.79,14.75
Santiago Nacaltepec,478,20,26.045,11.915
Santiago Nejapilla,479,20,25.45,10.445
Santiago Niltepec,66,20,35.894999999999996,23.805
Santiago Nundiche,480,20,26.055,10.49
Santiago Nuyoó,481,20,24.58,13.01
Santiago Papasquiaro,32,10,24.86,5.9350000000000005
Santiago Pinotepa Nacional,482,20,31.93,22.42
Santiago Sochiapan,212,30,29.265,20.79
Santiago Suchilquitongo,483,20,26.655,11.705
Santiago Tamazola,484,20,29.855,15.81
Santiago Tapextla,485,20,31.630000000000003,23.85
Santiago Tenango,487,20,26.275,12.89
Santiago Tepetlapa,488,20,25.345,10.925
Santiago Tetepec,489,20,30.935,19.28
Santiago Texcalcingo,490,20,27.3,14.45
Santiago Textitlán,491,20,26.71,12.75
Santiago Tilantongo,492,20,26.47,11.78
Santiago Tillo,493,20,25.23,10.69
Santiago Tlazoyaltepec,494,20,26.65,10.975000000000001
Santiago Tulantepec de Lugo Guerrero,56,13,24.814999999999998,9.915
Santiago Tuxtla,143,30,27.535,21.009999999999998
Santiago Xanica,495,20,27.925,17.490000000000002
Santiago Xiacuí,496,20,24.535,10.745000000000001
Santiago Yaitepec,497,20,28.369999999999997,16.695
Santiago Yaveo,498,20,29.615000000000002,20.57
Santiago Yolomécatl,499,20,26.12,10.370000000000001
Santiago Yosondúa,500,20,26.950000000000003,14.125
Santiago Yucuyachi,501,20,28.855,14.809999999999999
Santiago Zacatepec,502,20,27.61,15.620000000000001
Santiago Zoochila,503,20,24.945,12.055
Santiago de Anaya,55,13,23.755,10.265
Santiago del Río,461,20,26.305,13.5
Santiago el Pinar,119,7,24.755,12.065000000000001
Santo Domingo,33,24,26.04,9.04
Santo Domingo Albarradas,506,20,25.35,12.325
Santo Domingo Armenta,507,20,31.355,23.48
Santo Domingo Chihuitán,508,20,33.385000000000005,22.12
Santo Domingo Ingenio,505,20,34.495,23.435000000000002
Santo Domingo Ixcatlán,510,20,26.55,13.760000000000002
Santo Domingo Nuxaá,511,20,26.525,11.905
Santo Domingo Ozolotepec,512,20,25.05,12.77
Santo Domingo Petapa,513,20,30.84,20.265
Santo Domingo Roayaga,514,20,26.085,14.325
Santo Domingo Tehuantepec,515,20,33.675,22.174999999999997
Santo Domingo Teojomulco,516,20,28.299999999999997,14.075
Santo Domingo Tepuxtepec,517,20,27.22,13.925
Santo Domingo Tlatayápam,518,20,25.535,10.83
Santo Domingo Tomaltepec,519,20,26.28,11.399999999999999
Santo Domingo Tonaltepec,521,20,24.83,10.235
Santo Domingo Tonalá,520,20,28.795,14.280000000000001
Santo Domingo Xagacía,522,20,25.195,12.07
Santo Domingo Yanhuitlán,523,20,25.005000000000003,10.18
Santo Domingo Yodohino,524,20,27.75,11.925
Santo Domingo Zanatepec,525,20,35.05,23.325
Santo Domingo de Morelos,509,20,31.759999999999998,20.759999999999998
Santo Tomás,78,15,20.665,12.030000000000001
Santo Tomás Hueyotlipan,151,21,24.32,13.745000000000001
Santo Tomás Jalieza,530,20,27.405,12.684999999999999
Santo Tomás Mazaltepec,531,20,26.700000000000003,11.530000000000001
Santo Tomás Ocotepec,532,20,24.990000000000002,12.58
Santo Tomás Tamazulapan,533,20,26.275,12.53
Santos Reyes Nopala,526,20,29.985,18.695
Santos Reyes Pápalo,527,20,27.105,13.25
Santos Reyes Tepejillo,528,20,26.520000000000003,12.565
Santos Reyes Yucuná,529,20,29.695,14.8
Satevó,61,8,23.325,10.934999999999999
Saucillo,62,8,23.32,12.805
Sayula,82,14,23.855,10.835
Sayula de Alemán,144,30,29.759999999999998,21.955
