nmun,idmun,ides,tmax,tmin
Huamantla,13,29,23.13,9.355
Huamuxtitlán,33,12,30.494999999999997,16.240000000000002
Huandacareo,36,16,27.09,12.065000000000001
Huaniqueo,37,16,24.68,11.78
Huanusco,18,32,29.865000000000002,8.739999999999998
Huanímaro,16,11,30.435000000000002,13.545
Huaquechula,69,21,24.240000000000002,14.075
Huasca de Ocampo,24,13,21.325,9.100000000000001
Huatabampo,33,26,28.735,18.82
Huatlatlauca,70,21,27.5,16.11
Huatusco,71,30,25.619999999999997,15.525
Huauchinango,71,21,21.545,11.614999999999998
Huautepec,40,20,26.6,14.9
Huautla,25,13,25.619999999999997,19.299999999999997
Huautla de Jiménez,41,20,27.165,15.684999999999999
Huayacocotla,72,30,21.229999999999997,11.695
Huazalingo,26,13,23.17,17.310000000000002
Huehuetla,72,21,21.56,14.6225
Huehuetlán,18,24,24.335,14.68
Huehuetlán el Chico,73,21,30.939999999999998,17.585
Huehuetlán el Grande,150,21,27.520000000000003,16.365000000000002
Huehuetoca,35,15,25.85,11.815000000000001
Huehuetán,37,7,31.845000000000002,21.915
Huejotitán,33,8,23.575,8.705
Huejotzingo,74,21,17.2,7.640000000000001
Huejuquilla el Alto,42,14,24.634999999999998,6.545
Huejutla de Reyes,28,13,25.455,18.705
Huejúcar,41,14,24.22,6.035
Huetamo,38,16,33.78,20.535
Hueyapan,75,21,19.4,11.024999999999999
Hueyapan de Ocampo,73,30,27.955,20.755000000000003
Hueyotlipan,14,29,25.025,9.97
Hueypoxtla,36,15,25.535,11.47
Hueytamalco,76,21,21.205,14.225000000000001
Hueytlalpan,77,21,20.365000000000002,12.32
Huhí,37,31,34.62,19.92
Huichapan,29,13,26.685000000000002,12.05
Huiloapan de Cuauhtémoc,74,30,24.479999999999997,14.185
Huimanguillo,8,27,30.605,23.025
Huimilpan,8,22,25.22,10.655000000000001
Huiramba,39,16,21.255000000000003,10.985
Huitiupán,39,7,27.895,15.41
Huitzilac,9,17,20.965,9.870000000000001
Huitzilan de Serdán,78,21,20.115000000000002,10.5
Huitziltepec,79,21,26.225,14.51
Huitzuco de los Figueroa,34,12,29.63,17.55
Huixquilucan,37,15,20.825,8.655
Huixtla,40,7,32.105,22.43
Huixtán,38,7,23.805,12.195
Hunucmá,38,31,31.84,21.685000000000002
Huásabas,32,26,24.255000000000003,8.46
Huépac,34,26,25.295,9.45
Ignacio Zaragoza,34,8,19.67,2.605
Ignacio de la Llave,75,30,28.965,22.21
Iguala de la Independencia,35,12,28.89,17.665
Igualapa,36,12,30.119999999999997,19.955
Ilamatlán,76,30,21.78,15.77
Iliatenco,81,12,26.68,17.095
Imuris,35,26,23.25,9.77
Indaparapeo,40,16,21.259999999999998,10.95
Indé,11,10,24.365000000000002,8.315000000000001
Irapuato,17,11,30.9,12.905
Irimbo,41,16,19.885,8.29
Isidro Fabela,38,15,21.02,9.335
Isla,77,30,29.005,21.72
Isla Mujeres,3,23,31.665,22.97
Iturbide,30,19,23.24,11.18
Ixcamilpa de Guerrero,81,21,31.085,17.33
Ixcaquixtla,82,21,27.495,14.24
Ixcateopan de Cuauhtémoc,37,12,22.825000000000003,14.835
Ixcatepec,78,30,26.200000000000003,19.235
Ixhuacán de los Reyes,79,30,22.145,12.34
Ixhuatlancillo,81,30,22.37,13.31
Ixhuatlán de Madero,83,30,23.415,18.685
Ixhuatlán del Café,80,30,27.465,16.785
Ixhuatlán del Sureste,82,30,29.979999999999997,21.405
Ixhuatán,42,7,26.3,15.515
Ixil,39,31,32.455,20.865000000000002
Ixmatlahuacan,84,30,29.314999999999998,22.07
Ixmiquilpan,30,13,26.115000000000002,11.145
Ixpantepec Nieves,65,20,27.05,13.57
Ixtacamaxtitlán,83,21,23.54,8.83
Ixtacomitán,43,7,27.555,19.015
Ixtacuixtla de Mariano Matamoros,15,29,22.505,9.379999999999999
Ixtaczoquitlán,85,30,26.78,16.15
Ixtapa,44,7,23.395,13.935
Ixtapaluca,39,15,19.305,8.48
Ixtapan de la Sal,40,15,16.490000000000002,9.585
Ixtapan del Oro,41,15,19.455,10.864999999999998
Ixtapangajoya,45,7,28.37,20.055
Ixtenco,16,29,22.105,9.86
Ixtepec,84,21,20.46,12.45
Ixtlahuaca,42,15,21.14,7.785
Ixtlahuacán,6,6,28.8,18.515
Ixtlahuacán de los Membrillos,44,14,27.555,15.705
Ixtlahuacán del Río,45,14,28.814999999999998,12.57
Ixtlán,42,16,30.82,14.365
Ixtlán de Juárez,42,20,26.41,13.875
Ixtlán del Río,6,18,30.77,14.385
Izamal,40,31,34.97,19.71
Iztacalco,6,9,25.945,14.89
Iztapalapa,7,9,25.35,14.065000000000001
Izúcar de Matamoros,85,21,30.095,17.835
Jacala de Ledezma,31,13,24.645,13.25
Jacona,43,16,28.97,13.805
Jala,7,18,30.49,14.245
Jalacingo,86,30,18.785,10.504999999999999
Jalapa,9,27,30.41,22.05
Jalcomulco,88,30,27.494999999999997,17.564999999999998
Jalostotitlán,46,14,28.86,11.655000000000001
Jalpa,19,32,29.979999999999997,10.14
Jalpa de Méndez,10,27,30.275,22.515
Jalpan,86,21,22.3,17.38
Jalpan de Serra,9,22,26.53,13.085
Jaltenco,44,15,26.299999999999997,12.83
Jaltocán,32,13,25.1,18.15
Jamapa,90,30,29.68,21.674999999999997
Jamay,47,14,28.375,16.17
Janos,35,8,20.865000000000002,7.390000000000001
Jantetelco,10,17,27.509999999999998,15.89
Jaral del Progreso,18,11,29.759999999999998,12.435
Jaumave,17,28,24.25,12.475000000000001
Jerez,20,32,22.96,5.635
Jerécuaro,19,11,24.45,10.055
Jesús Carranza,91,30,30.1,22.32
Jesús María,5,1,28.205,11.085
Jilotepec,93,30,23.7975,12.065
Jilotlán de los Dolores,49,14,33.655,20.225
Jilotzingo,46,15,19.165,8.149999999999999
Jiménez,18,28,25.892500000000002,14.19
Jiménez del Teul,21,32,20.380000000000003,3.0
Jiquilpan,45,16,28.695,14.585
Jiquipilas,46,7,30.84,21.43
Jiquipilco,47,15,17.705,5.975
Jitotol,47,7,25.4,13.27
Jiutepec,11,17,27.674999999999997,16.4
Jocotepec,50,14,28.15,13.9
Jocotitlán,48,15,21.325,7.995000000000001
Jojutla,12,17,28.795,16.884999999999998
Jolalpan,87,21,30.77,17.685000000000002
Jonacatepec de Leandro Valle,13,17,27.59,15.885
Jonotla,88,21,20.509999999999998,12.71
Jonuta,11,27,32.195,23.33
Jopala,89,21,21.39,15.49
Joquicingo,49,15,19.265,10.56
José Azueta,169,30,29.11,21.835
José Joaquín de Herrera,79,12,25.060000000000002,14.93
José María Morelos,6,23,34.59,20.145000000000003
José Sixto Verduzco,113,16,29.71,13.75
Juan Aldama,22,32,24.98,6.395
Juan C. Bonilla,90,21,20.47,10.675
Juan Galindo,91,21,21.375,12.445
Juan N. Méndez,92,21,26.35,13.49
Juan R. Escudero,39,12,26.380000000000003,19.79
Juan Rodríguez Clara,94,30,28.935000000000002,21.560000000000002
Juanacatlán,51,14,28.674999999999997,14.515
Juchipila,23,32,29.08,12.125
Juchique de Ferrer,95,30,25.815,17.805
Juchitepec,50,15,19.64,10.24
Juchitlán,52,14,25.43,13.815000000000001
Juchitán,80,12,31.494999999999997,22.5
Julimes,38,8,22.14,12.895
Jungapeo,47,16,20.759999999999998,11.690000000000001
Juárez,48,7,25.628000000000004,15.328
Juárez Hidalgo,33,13,21.655,12.219999999999999
Jáltipan,89,30,30.12,21.814999999999998
Kanasín,41,31,34.75,20.33
Kantunil,42,31,34.739999999999995,19.740000000000002
Kaua,43,31,35.94499999999999,19.395
Kinchil,44,31,33.894999999999996,20.88
Kopomá,45,31,34.57,20.509999999999998
La Antigua,16,30,28.695,21.37
La Barca,18,14,30.035,14.254999999999999
La Colorada,21,26,29.490000000000002,12.559999999999999
La Compañía,17,20,27.855,12.945
La Concordia,20,7,26.47,16.65
La Cruz,16,8,24.79,10.195
La Grandeza,36,7,23.41,12.295
La Huacana,35,16,33.63,22.485
La Huerta,43,14,30.165,21.075
La Independencia,41,7,24.354999999999997,15.844999999999999
La Libertad,50,7,30.490000000000002,23.939999999999998
La Magdalena Contreras,8,9,21.45,8.325
La Magdalena Tlaltelulco,48,29,25.240000000000002,11.81
La Magdalena Tlatlauquitepec,95,21,27.479999999999997,16.19
La Manzanilla de la Paz,57,14,27.66,14.015
La Misión,40,13,23.86,13.8
La Paz,70,15,25.6625,15.5625
La Pe,69,20,28.055,13.05
La Perla,127,30,20.36,12.145
La Piedad,69,16,30.365000000000002,13.925
La Reforma,76,20,30.185000000000002,18.020000000000003
La Trinidad Vista Hermosa,556,20,26.65,11.4
La Trinitaria,99,7,25.715,16.54
La Unión de Isidoro Montes de Oca,68,12,31.71,23.715
La Yesca,19,18,28.945,12.765
Lafragua,93,21,20.465,10.54
Lagos de Moreno,53,14,27.119999999999997,10.77
Lagunillas,19,24,23.8525,12.8525
Lamadrid,16,5,24.549999999999997,11.635
Lampazos de Naranjo,32,19,26.665,16.35
Landa de Matamoros,10,22,26.32,13.024999999999999
Landero y Coss,96,30,22.955,14.030000000000001
Larráinzar,49,7,24.445,12.195
Las Choapas,61,30,30.04,22.67
Las Margaritas,52,7,25.73,16.18
Las Minas,107,30,19.42,10.52
Las Rosas,75,7,27.11,17.384999999999998
Las Vigas de Ramírez,132,30,19.95,10.809999999999999
Leonardo Bravo,40,12,24.865000000000002,16.62
Lerdo,12,10,26.58,8.504999999999999
Lerdo de Tejada,97,30,27.12,22.68
Lerma,51,15,20.355,8.969999999999999
León,20,11,28.490000000000002,11.685
Libres,94,21,24.240000000000002,10.075
Linares,33,19,27.01,14.620000000000001
Llera,19,28,27.64,18.155
Lolotla,34,13,22.22,14.065000000000001
Loma Bonita,44,20,29.48,21.595
Loreto,9,3,29.075,13.7875
Los Aldamas,3,19,28.145,19.565
Los Cabos,8,3,27.095,16.495
Los Herreras,27,19,27.705,19.104999999999997
Los Ramones,42,19,27.66,17.439999999999998
Los Reyes,137,30,26.175,14.6325
Los Reyes de Juárez,118,21,23.485,12.865
Luis Moya,25,32,27.115000000000002,9.615
Luvianos,123,15,24.83,15.3
Lázaro Cárdenas,47,29,29.135,17.598333333333333
López,39,8,23.875,12.504999999999999
Macuspana,12,27,31.175,22.375
Madera,40,8,19.82,2.41
Madero,49,16,22.515,14.405
Magdalena,98,30,27.485,13.601666666666667
Magdalena Apasco,45,20,26.915,10.79
Magdalena Jaltepec,46,20,26.425,12.17
Magdalena Mixtepec,48,20,26.685000000000002,11.475
Magdalena Ocotlán,49,20,28.095,13.285
Magdalena Peñasco,50,20,25.52,10.065000000000001
Magdalena Teitipac,51,20,27.035,12.58
Magdalena Tequisistlán,52,20,31.845,18.57
Magdalena Tlacotepec,53,20,34.385,21.17
Magdalena Yodocono de Porfirio Díaz,562,20,25.535,10.83
Magdalena Zahuatlán,54,20,25.575000000000003,11.395
Maguarichi,41,8,22.59,8.415
Mainero,20,28,26.57,13.809999999999999
Malinalco,52,15,19.09,11.015
Malinaltepec,41,12,25.92,15.91
Maltrata,99,30,21.55,12.335
Mama,46,31,34.25,20.055
Manlio Fabio Altamirano,100,30,29.79,21.174999999999997
Manuel Benavides,42,8,21.63,11.61
Manuel Doblado,8,11,29.295,12.899999999999999
Manzanillo,7,6,30.195,20.634999999999998
Maní,47,31,34.085,19.92
Mapastepec,51,7,29.505000000000003,19.71
Mapimí,13,10,26.29,8.765
Maravatío,50,16,20.955,8.6
Maravilla Tenejapa,115,7,30.384999999999998,18.955
Marcos Castellanos,51,16,27.6,14.32
Mariano Escobedo,101,30,22.630000000000003,13.594999999999999
Mariscala de Juárez,55,20,30.215,15.805
Marquelia,77,12,30.89,22.625
Marqués de Comillas,116,7,33.894999999999996,20.520000000000003
Martínez de la Torre,102,30,24.369999999999997,17.66
Marín,34,19,25.965,15.405
Mascota,58,14,26.535,15.04
Matachí,43,8,21.21,2.405
Matamoros,22,28,25.325,12.933333333333332
Matehuala,20,24,26.98,11.57
Matlapa,57,24,25.439999999999998,16.0
Matías Romero Avendaño,57,20,30.235,21.95
Maxcanú,48,31,34.035,20.740000000000002
Mayapán,49,31,34.39,19.9
Mazamitla,59,14,27.985,14.55
Mazapa de Madero,53,7,23.275,11.61
Mazapil,26,32,25.685000000000002,9.8
Mazapiltepec de Juárez,96,21,23.125,11.6
Mazatecochco de José María Morelos,17,29,22.965,11.77
Mazatepec,14,17,26.22,15.55
Mazatlán,12,25,29.045,16.98
Mazatlán Villa de Flores,58,20,27.67,14.945
Mazatán,54,7,30.085,17.9575
Mecatlán,103,30,21.47,15.955
Mecayapan,104,30,28.35,21.54
Medellín de Bravo,105,30,28.965,22.005
Melchor Ocampo,53,15,26.543333333333333,14.079999999999998
Meoqui,45,8,25.035,11.594999999999999
Mesones Hidalgo,37,20,29.365000000000002,17.465
Metapa,55,7,32.235,20.795
Metepec,54,15,20.9975,8.5375
Metlatónoc,43,12,25.96,15.975000000000001
Metztitlán,37,13,21.525,10.170000000000002
Mexicali,2,2,30.125,18.674999999999997
Mexicaltzingo,55,15,17.65,6.375
Mexquitic de Carmona,21,24,28.115000000000002,9.235
Mexticacán,60,14,28.795,11.61
Mezcalapa,124,7,29.03,22.065
Mezquital,14,10,22.854999999999997,5.404999999999999
Mezquital del Oro,28,32,29.315,12.995
Mezquitic,61,14,25.78,8.05
Miacatlán,15,17,24.92,14.52
Miahuatlán,106,30,23.270000000000003,14.239999999999998
Miahuatlán de Porfirio Díaz,59,20,27.009999999999998,12.675
Mier,24,28,28.135,17.205
Mier y Noriega,36,19,25.305,11.434999999999999
Miguel Alemán,25,28,28.445,17.62
Miguel Auza,29,32,24.45,5.46
Miguel Hidalgo,16,9,24.07,12.26
Milpa Alta,9,9,24.18,12.9
Mina,37,19,25.275,14.84
Minatitlán,108,30,28.5475,18.927500000000002
Mineral de la Reforma,51,13,25.48,10.585
Mineral del Chico,38,13,20.75,9.16
Mineral del Monte,39,13,23.71,9.565
Miquihuana,26,28,22.634999999999998,9.23
Misantla,109,30,24.275,16.57
Mitontic,56,7,23.88,11.0
Mixistlán de la Reforma,60,20,25.405,13.025
Mixquiahuala de Juárez,41,13,26.39,10.705
Mixtla,97,21,24.41,13.905000000000001
Mixtla de Altamirano,110,30,26.299999999999997,15.77
Mixtlán,62,14,27.465,13.004999999999999
Mochitlán,44,12,27.645000000000003,18.71
Mocochá,51,31,33.46,20.380000000000003
Mocorito,13,25,31.38,16.63
Moctezuma,22,24,26.6925,9.695
Molango de Escamilla,42,13,21.62,12.765
Molcaxac,98,21,26.57,14.535
Moloacán,111,30,29.92,21.55
Momax,30,32,26.085,8.205
Monclova,18,5,25.685,14.379999999999999
Monjas,61,20,27.17,12.615
Monte Escobedo,31,32,24.045,5.9350000000000005
Montecristo de Guerrero,117,7,25.145,14.95
Montemorelos,38,19,26.189999999999998,13.645
Monterrey,39,19,25.615000000000002,12.995000000000001
Morelia,53,16,21.814999999999998,11.504999999999999
Morelos,32,32,24.926,10.545
Moris,47,8,23.665,6.22
Moroleón,21,11,27.735,12.315
Motozintla,57,7,26.305,14.74
Motul,52,31,33.965,20.025
Moyahua de Estrada,33,32,28.84,12.825
Mulegé,2,3,26.4,15.175
Muna,53,31,34.13,20.15
Muxupip,54,31,34.82,20.085
Muñoz de Domingo Arenas,11,29,25.130000000000003,9.7
Mártir de Cuilapan,42,12,28.21,16.945
Mártires de Tacubaya,56,20,32.255,21.025
Méndez,23,28,28.28,19.38
Mérida,50,31,33.955,20.62
Múgica,55,16,35.83,23.965
Múzquiz,20,5,22.060000000000002,10.96
Nacajuca,13,27,31.259999999999998,22.455
Naco,39,26,21.915,8.1
Nacozari de García,41,26,20.72,9.614999999999998
Nadadores,21,5,24.509999999999998,12.69
Nahuatzen,56,16,22.840000000000003,11.645
Namiquipa,48,8,19.65,2.4699999999999998
Nanacamilpa de Mariano Arista,21,29,21.35,7.805
Nanchital de Lázaro Cárdenas del Río,206,30,29.915,21.35
Naolinco,112,30,23.66,14.605
Naranjal,113,30,28.095,17.675
Naranjos Amatlán,13,30,25.73,19.5
Natividad,62,20,24.375,10.195
Natívitas,23,29,22.189999999999998,10.1
Naucalpan de Juárez,57,15,22.79,11.195
Naupan,100,21,21.795,12.435
Nautla,114,30,25.37,19.355
Nauzontla,101,21,19.875,10.85
Nava,22,5,27.405,13.45
Navojoa,42,26,30.53,15.855
Navolato,18,25,29.0,18.785
Nazareno Etla,63,20,26.935000000000002,11.094999999999999
Nazas,15,10,27.17,8.695
Nealtican,102,21,16.92,8.425
Nejapa de Madero,64,20,30.125,16.6
Nextlalpan,59,15,26.695,13.325
Nezahualcóyotl,58,15,26.54,15.46
Nicolás Bravo,103,21,24.4,12.585
Nicolás Flores,43,13,24.740000000000002,11.72
Nicolás Romero,60,15,20.665,8.66
Nicolás Ruíz,58,7,27.875,18.450000000000003
Nochistlán de Mejía,34,32,28.685000000000002,10.86
Nocupétaro,57,16,28.53,17.86
Nogales,43,26,21.645,11.6725
Nombre de Dios,16,10,25.835,5.335
Nonoava,49,8,22.424999999999997,6.0
Nopala de Villagrán,44,13,25.240000000000002,11.36
Nopaltepec,61,15,25.335,10.92
Nopalucan,104,21,23.1,10.885000000000002
Noria de Ángeles,35,32,26.445,9.705
Nuevo Casas Grandes,50,8,20.745,6.73
Nuevo Ideal,39,10,25.564999999999998,5.895
Nuevo Laredo,27,28,28.02,15.155
Nuevo Morelos,28,28,27.555,19.235
Nuevo Parangaricutiro,58,16,24.805,14.545
Nuevo Urecho,59,16,27.380000000000003,18.92
Nuevo Zoquiápam,504,20,25.47,10.02
Numarán,60,16,29.955,13.99
Nácori Chico,40,26,22.625,5.745
Oaxaca de Juárez,67,20,26.705,11.46
Ocampo,29,28,22.7925,9.4125
Ocosingo,59,7,30.11,19.17
Ocotepec,60,7,25.1475,13.315
Ocotlán,63,14,28.560000000000002,15.11
Ocotlán de Morelos,68,20,28.035,13.05
Ocoyoacac,62,15,20.035,7.04
Ocoyucan,106,21,23.58,13.75
Ocozocoautla de Espinosa,61,7,25.42,18.715
Ocuilan,63,15,17.975,8.875
Ocuituco,16,17,20.869999999999997,11.39
Ojinaga,52,8,22.695,10.440000000000001
Ojocaliente,36,32,26.595,9.67
Ojuelos de Jalisco,64,14,25.845,9.895
Olinalá,45,12,29.975,16.560000000000002
Olintla,107,21,20.92,14.135
Oluta,116,30,29.79,21.799999999999997
Omealca,117,30,30.74,21.060000000000002
Ometepec,46,12,31.72,20.715
Omitlán de Juárez,45,13,19.915,8.625
Onavas,44,26,29.305,9.844999999999999
Opichén,55,31,34.42,20.325
Opodepe,45,26,26.105,11.530000000000001
Oquitoa,46,26,27.384999999999998,12.835
Oriental,108,21,23.7,11.379999999999999
Orizaba,118,30,25.025,14.86
Ostuacán,62,7,28.86,21.73
Osumacinta,63,7,25.545,15.815000000000001
Otatitlán,119,30,29.700000000000003,21.92
Oteapan,120,30,30.18,21.490000000000002
Othón P. Blanco,4,23,32.555,21.36
Otumba,65,15,24.119999999999997,11.32
Otzoloapan,66,15,22.32,13.335
Otzolotepec,67,15,20.285,8.26
Otáez,19,10,23.23,5.48
Oxchuc,64,7,24.975,13.21
Oxkutzcab,56,31,33.635000000000005,19.814999999999998
Ozuluama de Mascareñas,121,30,26.67,19.52
Ozumba,68,15,18.060000000000002,10.425
Pabellón de Arteaga,6,1,27.825,9.434999999999999
Pachuca de Soto,48,13,24.575,10.33
Pacula,47,13,26.134999999999998,13.325
Padilla,30,28,29.36,17.725
Pahuatlán,109,21,21.92,11.955
Pajacuarán,62,16,30.28,14.695
Pajapan,122,30,28.805,22.075
Palenque,65,7,30.619999999999997,22.435000000000002
Palizada,7,4,32.61,23.39
Palmar de Bravo,110,21,22.525,12.615
Palmillas,31,28,24.25,12.370000000000001
Panabá,57,31,33.42,19.655
Panindícuaro,63,16,26.75,13.765
Panotla,24,29,25.055,11.24
Pantelhó,66,7,27.905,14.335
Pantepec,67,7,24.5,16.865000000000002
Papalotla,69,15,24.82,13.91
Papalotla de Xicohténcatl,41,29,24.235,12.365
Papantla,124,30,23.380000000000003,18.375
Paracho,65,16,23.61,11.54
Paraíso,14,27,29.275,23.560000000000002
Parras,24,5,26.125,10.415
Parácuaro,64,16,34.765,23.29
Parás,40,19,28.009999999999998,18.735
Paso de Ovejas,126,30,29.875,20.605
Paso del Macho,125,30,30.630000000000003,20.795
Pedro Ascencio Alquisiras,47,12,21.475,14.3
Pedro Escobedo,12,22,26.11,11.309999999999999
Penjamillo,67,16,28.335,14.115
Peribán,68,16,28.475,17.284999999999997
Perote,128,30,20.555,9.93
Pesquería,41,19,27.185000000000002,15.895
Petatlán,48,12,30.795,21.11
Petlalcingo,112,21,29.985,15.675
Peto,58,31,34.97,19.91
Peñamiller,13,22,25.439999999999998,10.915
Peñón Blanco,21,10,26.485,6.845000000000001
Piaxtla,113,21,31.605,18.240000000000002
Pichucalco,68,7,29.0,21.545
Piedras Negras,25,5,27.43,13.125
Pihuamo,65,14,29.185000000000002,17.88
Pijijiapan,69,7,30.965,20.905
Pilcaya,49,12,22.02,13.355
Pinal de Amoles,2,22,26.245,13.315000000000001
Pinos,38,32,26.305,9.1
Pinotepa de Don Luis,70,20,31.814999999999998,20.28
Pisaflores,49,13,23.380000000000003,13.875
Pitiquito,47,26,27.509999999999998,12.79
Platón Sánchez,129,30,27.12,19.53
Playa Vicente,130,30,29.25,21.275
Playas de Rosarito,5,2,22.86,17.615000000000002
Pluma Hidalgo,71,20,29.465,18.064999999999998
Poanas,22,10,25.3,5.155
Polotitlán,71,15,24.945,11.184999999999999
Poncitlán,66,14,27.515,16.77
Poza Rica de Hidalgo,131,30,22.875,18.255000000000003
Praxedis G. Guerrero,53,8,21.985,10.175
Progreso,59,31,27.8775,19.5075
Progreso de Obregón,50,13,26.615000000000002,10.835
Puebla,114,21,23.83,13.77
Pueblo Nuevo,23,10,27.25,9.93
Pueblo Nuevo Solistahuacán,72,7,26.225,14.355
Pueblo Viejo,133,30,26.305,20.200000000000003
Puente Nacional,134,30,29.89,19.77
Puente de Ixtla,17,17,28.095,16.57
Puerto Morelos,11,23,31.990000000000002,19.59
Puerto Peñasco,48,26,29.545,15.504999999999999
Puerto Vallarta,67,14,27.765,19.125
Pungarabato,50,12,31.735,20.98
Puruándiro,71,16,27.310000000000002,13.15
Purépero,70,16,25.665,12.785
Purísima del Rincón,25,11,29.38,11.715
Putla Villa de Guerrero,73,20,27.65,15.295
Pánuco,123,30,27.1275,14.36
Pánuco de Coronado,20,10,25.354999999999997,5.5600000000000005
Pátzcuaro,66,16,21.36,11.715
Pénjamo,23,11,29.85,13.935
Quecholac,115,21,22.08,12.405
Quechultenango,51,12,27.115000000000002,17.64
Queréndaro,72,16,20.665,10.625
Querétaro,14,22,25.200000000000003,11.485
Quimixtlán,116,21,22.22,12.485
Quintana Roo,60,31,35.599999999999994,19.275
Quiriego,49,26,29.83,12.235
Quiroga,73,16,23.115000000000002,11.105
Quitupan,69,14,28.4,15.295
Rafael Delgado,135,30,26.5,15.71
Rafael Lara Grajales,117,21,23.935000000000002,10.780000000000001
Rafael Lucio,136,30,20.805,11.82
Ramos Arizpe,27,5,24.445,11.195
Rayones,43,19,21.89,9.68
Rayón,73,7,24.68375,12.87125
Reforma,74,7,30.965,23.515
Reforma de Pineda,75,20,35.95,24.369999999999997
Reyes Etla,77,20,26.935000000000002,11.094999999999999
Reynosa,32,28,28.380000000000003,17.475
Rincón Chamula San Pedro,121,7,25.975,14.325
Rincón de Romos,7,1,26.645000000000003,9.100000000000001
Rioverde,24,24,29.119999999999997,15.805
Riva Palacio,54,8,19.685000000000002,4.09
Rodeo,24,10,28.015,7.17
Rojas de Cuauhtémoc,78,20,26.715,11.93
Romita,26,11,31.0,12.69
Rosales,55,8,24.43,11.155000000000001
Rosamorada,10,18,30.21,17.2
Rosario,14,25,27.063333333333333,11.020000000000001
Ruíz,11,18,29.630000000000003,15.68
Río Blanco,138,30,23.759999999999998,14.02
Río Bravo,33,28,28.705,17.83
Río Grande,39,32,25.68,6.97
Río Lagartos,61,31,30.770000000000003,21.96
Sabanilla,76,7,28.674999999999997,16.71
Sabinas,28,5,25.765,14.025
Sabinas Hidalgo,44,19,26.135,15.205
Sacalum,62,31,34.31,20.205
Sacramento,29,5,23.17,13.920000000000002
Sahuaripa,52,26,25.1,6.795
Sahuayo,76,16,28.345,14.75
Sain Alto,40,32,24.53,6.795
Salamanca,27,11,30.125,12.42
Salina Cruz,79,20,33.879999999999995,24.32
Salinas,25,24,26.665,9.100000000000001
Salinas Victoria,45,19,25.535,14.690000000000001
Saltabarranca,139,30,27.4,21.75
Saltillo,30,5,23.77,9.045
Salto de Agua,77,7,30.380000000000003,20.715
Salvador Alvarado,15,25,32.285,17.665
Salvador Escalante,79,16,21.634999999999998,13.67
Salvatierra,28,11,27.884999999999998,11.825
Samahil,63,31,34.39,20.630000000000003
San Agustín Amatengo,80,20,27.884999999999998,13.059999999999999
San Agustín Atenango,81,20,27.695,13.475000000000001
San Agustín Chayuco,82,20,30.979999999999997,18.875
San Agustín Etla,84,20,26.520000000000003,10.76
San Agustín Loxicha,85,20,29.095,17.525
San Agustín Metzquititlán,36,13,20.235,9.969999999999999
San Agustín Tlacotepec,86,20,25.59,10.739999999999998
San Agustín Tlaxiaca,52,13,24.145,10.3
San Agustín Yatareni,87,20,26.270000000000003,11.235
San Agustín de las Juntas,83,20,26.945,12.03
San Andrés Cabecera Nueva,88,20,28.515,15.780000000000001
San Andrés Cholula,119,21,22.5,12.844999999999999
San Andrés Dinicuiti,89,20,27.935,12.239999999999998
San Andrés Duraznal,118,7,26.395,14.08
San Andrés Huaxpaltepec,90,20,32.315,20.435000000000002
San Andrés Huayápam,91,20,26.270000000000003,11.235
San Andrés Ixtlahuaca,92,20,26.799999999999997,11.350000000000001
San Andrés Lagunas,93,20,26.09,10.57
San Andrés Nuxiño,94,20,26.445,12.445
San Andrés Paxtlán,95,20,25.689999999999998,12.485
San Andrés Sinaxtla,96,20,24.869999999999997,10.32
San Andrés Solaga,97,20,24.93,12.34
San Andrés Tenejapan,140,30,25.59,14.84
San Andrés Teotilálpam,98,20,27.555,16.840000000000003
San Andrés Tepetlapa,99,20,29.615000000000002,15.52
San Andrés Tuxtla,141,30,27.0,20.990000000000002
San Andrés Yaá,100,20,25.38,13.195
San Andrés Zabache,101,20,27.805,12.84
San Andrés Zautla,102,20,26.785,11.47
San Antonino Castillo Velasco,103,20,27.97,13.045
San Antonino Monte Verde,105,20,27.545,11.495000000000001
San Antonino el Alto,104,20,26.235,10.954999999999998
San Antonio,26,24,26.845,18.06
San Antonio Acutla,106,20,26.65,11.4
San Antonio Cañada,120,21,25.97,12.775
San Antonio Huitepec,108,20,26.185000000000002,11.21
San Antonio Nanahuatípam,109,20,27.95,14.629999999999999
San Antonio Sinicahua,110,20,25.335,11.239999999999998
San Antonio Tepetlapa,111,20,30.534999999999997,20.095
San Antonio de la Cal,107,20,26.725,11.72
San Antonio la Isla,73,15,19.740000000000002,9.594999999999999
San Baltazar Chichicápam,112,20,27.67,13.370000000000001
San Baltazar Loxicha,113,20,29.78,17.605
San Baltazar Yatzachi el Bajo,114,20,25.055,12.39
San Bartolo Coyotepec,115,20,27.185,12.27
San Bartolo Soyaltepec,121,20,24.74,10.254999999999999
San Bartolo Tutotepec,53,13,21.795,14.4
San Bartolo Yautepec,122,20,29.310000000000002,15.879999999999999
San Bartolomé Ayautla,116,20,27.165,16.765
San Bartolomé Loxicha,117,20,29.92,18.975
San Bartolomé Quialana,118,20,26.9,12.485
San Bartolomé Yucuañe,119,20,25.92,10.945
San Bartolomé Zoogocho,120,20,24.45,11.7
San Bernardo,25,10,24.4,4.68
San Bernardo Mixtepec,123,20,26.979999999999997,11.835
