nmun,idmun,ides,tmax,tmin
San Juan Bautista Jayacatlán,179,20,26.56,11.95
San Juan Bautista Lo de Soto,180,20,31.6,21.66
San Juan Bautista Suchitepec,181,20,28.24,13.11
San Juan Bautista Tlachichilco,183,20,29.19,15.06
San Juan Bautista Tlacoatzintepec,182,20,27.23,15.72
San Juan Bautista Tuxtepec,184,20,29.92,21.21
San Juan Bautista Valle Nacional,559,20,28.87,17.67
San Juan Cacahuatepec,185,20,30.27,20.03
San Juan Cancuc,112,7,26.6,13.57
San Juan Chicomezúchil,191,20,24.65,10.34
San Juan Chilateca,192,20,27.68,13.01
San Juan Cieneguilla,186,20,31.05,16.79
San Juan Coatzóspam,187,20,26.86,16.18
San Juan Colorado,188,20,29.96,19.2
San Juan Comaltepec,189,20,26.95,15.68
San Juan Cotzocón,190,20,29.46,19.36
San Juan Diuxi,195,20,26.33,11.81
San Juan Evangelista,142,30,29.15,21.32
San Juan Evangelista Analco,196,20,24.6,10.74
San Juan Guelavía,197,20,26.73,12.29
San Juan Guichicovi,198,20,29.72,20.78
San Juan Huactzinco,53,29,26.0,11.8
San Juan Ihualtepec,199,20,30.66,16.17
San Juan Juquila Mixes,200,20,28.5,14.83
San Juan Juquila Vijanos,201,20,24.77,11.93
San Juan Lachao,202,20,28.3,16.15
San Juan Lachigalla,203,20,28.62,13.7
San Juan Lajarcia,204,20,30.26,15.6
San Juan Lalana,205,20,28.9,19.22
San Juan Mazatlán,207,20,29.63,19.23
San Juan Mixtepec,208,20,25.049999999999997,11.49
San Juan Ozolotepec,211,20,26.78,15.36
San Juan Petlapa,212,20,26.66,16.39
San Juan Quiahije,213,20,27.03,16.05
San Juan Quiotepec,214,20,26.07,13.06
San Juan Sayultepec,215,20,25.55,12.13
San Juan Tabaá,216,20,24.9,12.62
San Juan Tamazola,217,20,26.93,12.55
San Juan Teita,218,20,26.42,12.51
San Juan Teitipac,219,20,27.16,12.73
San Juan Tepeuxila,220,20,26.83,13.23
San Juan Teposcolula,221,20,25.75,11.5
San Juan Yaeé,222,20,25.66,13.59
San Juan Yatzona,223,20,25.64,13.86
San Juan Yucuita,224,20,25.06,12.18
San Juan de Guadalupe,27,10,27.03,8.82
San Juan de Sabinas,32,5,25.48,13.74
San Juan de los Cués,206,20,29.1,15.23
San Juan de los Lagos,73,14,29.19,11.49
San Juan del Estado,193,20,26.81,11.25
San Juan del Río,194,20,26.03,11.49
San Juan Ñumí,210,20,27.19,11.98
San Juanito de Escobedo,7,14,30.73,13.37
San Julián,74,14,27.96,11.89
San Lorenzo,225,20,30.68,19.45
San Lorenzo Albarradas,226,20,27.57,13.32
San Lorenzo Axocomanitla,54,29,26.0,11.8
San Lorenzo Cacaotepec,227,20,27.04,11.87
San Lorenzo Cuaunecuiltitla,228,20,27.42,15.5
San Lorenzo Texmelúcan,229,20,27.82,14.5
San Lorenzo Victoria,230,20,29.02,14.73
San Lucas,110,7,29.86,19.240000000000002
San Lucas Camotlán,231,20,29.22,16.37
San Lucas Ojitlán,232,20,29.57,20.22
San Lucas Quiaviní,233,20,27.3,13.02
San Lucas Tecopilco,55,29,25.7,10.1
San Lucas Zoquiápam,234,20,27.89,15.22
San Luis Acatlán,52,12,29.01,20.04
San Luis Amatlán,235,20,27.51,12.89
San Luis Potosí,28,24,28.65,9.73
San Luis Río Colorado,55,26,29.49,15.83
San Luis de la Paz,33,11,23.25,11.39
San Luis del Cordero,29,10,24.55,10.94
San Marcial Ozolotepec,236,20,27.41,15.7
San Marcos,53,12,31.07,18.02
San Marcos Arteaga,237,20,29.66,14.52
San Martín Chalchicuautla,29,24,26.22,18.63
San Martín Hidalgo,77,14,29.48,13.07
San Martín Huamelúlpam,239,20,26.43,11.17
San Martín Itunyoso,240,20,25.43,12.62
San Martín Lachilá,241,20,27.81,13.12
San Martín Peras,242,20,25.34,14.09
San Martín Texmelucan,132,21,20.31,7.91
San Martín Tilcajete,243,20,27.73,12.94
San Martín Totoltepec,133,21,28.97,16.87
San Martín Toxpalan,244,20,28.65,15.02
San Martín Zacatepec,245,20,30.52,15.76
San Martín de Bolaños,76,14,29.17,11.75
San Martín de las Pirámides,75,15,26.07,12.46
San Martín de los Cansecos,238,20,28.36,13.32
San Mateo Atenco,76,15,19.52,6.04
San Mateo Cajonos,246,20,25.16,12.29
San Mateo Etlatongo,250,20,25.86,12.59
San Mateo Nejápam,251,20,29.91,15.62
San Mateo Peñasco,252,20,26.02,11.9
San Mateo Piñas,253,20,28.24,17.08
San Mateo Río Hondo,254,20,26.6,13.8
San Mateo Sindihui,255,20,26.42,12.96
San Mateo Tlapiltepec,256,20,26.39,11.91
San Mateo Yoloxochitlán,249,20,27.27,15.63
San Mateo Yucutindoo,566,20,26.44,13.95
San Mateo del Mar,248,20,32.8,25.6
San Matías Tlalancaleca,134,21,19.96,7.1
San Melchor Betaza,257,20,25.09,12.79
San Miguel Achiutla,258,20,26.08,11.07
San Miguel Ahuehuetitlán,259,20,29.98,15.67
San Miguel Aloápam,260,20,25.85,11.43
San Miguel Amatitlán,261,20,30.67,16.02
San Miguel Amatlán,262,20,25.37,11.18
San Miguel Chicahua,264,20,25.39,12.51
San Miguel Chimalapa,265,20,32.62,21.41
San Miguel Coatlán,263,20,27.51,14.23
San Miguel Ejutla,268,20,28.35,13.34
San Miguel Huautla,270,20,26.49,13.04
San Miguel Ixitlán,135,21,29.83,14.53
San Miguel Mixtepec,271,20,26.72,12.15
San Miguel Panixtlahuaca,272,20,28.17,17.76
San Miguel Peras,273,20,26.28,11.41
San Miguel Piedras,274,20,26.82,12.6
San Miguel Quetzaltepec,275,20,28.39,15.62
San Miguel Santa Flor,276,20,26.67,13.99
San Miguel Soyaltepec,278,20,29.68,21.59
San Miguel Suchixtepec,279,20,26.63,14.28
San Miguel Tecomatlán,281,20,25.86,12.59
San Miguel Tenango,282,20,32.57,19.84
San Miguel Tequixtepec,283,20,25.49,12.08
San Miguel Tilquiápam,284,20,27.86,13.34
San Miguel Tlacamama,285,20,31.12,20.88
San Miguel Tlacotepec,286,20,26.16,13.25
San Miguel Totolapan,54,12,26.18,18.28
San Miguel Tulancingo,287,20,26.23,11.82
San Miguel Xoxtla,136,21,23.15,11.38
San Miguel Yotao,288,20,24.81,11.95
San Miguel de Allende,3,11,25.23,12.06
San Miguel de Horcasitas,56,26,28.26,13.24
San Miguel del Puerto,266,20,29.45,20.09
San Miguel del Río,267,20,24.73,10.15
San Miguel el Alto,78,14,27.32,11.82
San Miguel el Grande,269,20,24.86,12.41
San Nicolás,289,20,26.66,14.45
San Nicolás Buenos Aires,137,21,22.83,10.48
San Nicolás Hidalgo,290,20,30.66,16.06
San Nicolás Tolentino,30,24,27.99,11.33
San Nicolás de los Garza,46,19,27.58,14.96
San Nicolás de los Ranchos,138,21,13.91,5.35
San Pablo Anicano,139,21,31.87,17.62
San Pablo Coatlán,291,20,28.42,15.25
San Pablo Cuatro Venados,292,20,26.9,12.0
San Pablo Etla,293,20,26.83,11.7
San Pablo Huitzo,294,20,26.76,11.9
San Pablo Huixtepec,295,20,27.99,12.93
San Pablo Macuiltianguis,296,20,24.77,12.09
San Pablo Tijaltepec,297,20,25.82,12.7
San Pablo Villa de Mitla,298,20,26.4,12.5
San Pablo Yaganiza,299,20,25.13,12.03
San Pablo del Monte,25,29,23.86,11.99
San Pedro,33,5,26.51,10.32
San Pedro Amuzgos,300,20,29.74,19.25
San Pedro Apóstol,301,20,28.5,13.3
San Pedro Atoyac,302,20,29.43,19.38
San Pedro Cajonos,303,20,25.13,12.03
San Pedro Cholula,140,21,20.82,10.75
San Pedro Comitancillo,305,20,34.49,22.28
San Pedro Coxcaltepec Cántaros,304,20,25.74,13.18
San Pedro Garza García,19,19,26.5,12.15
San Pedro Huamelula,307,20,31.2,22.75
San Pedro Huilotepec,308,20,33.75,24.38
San Pedro Ixcatlán,309,20,28.65,20.4
San Pedro Ixtlahuaca,310,20,27.1,12.14
San Pedro Jaltepetongo,311,20,27.41,13.89
San Pedro Jicayán,312,20,30.5,20.17
San Pedro Jocotipac,313,20,27.21,13.64
San Pedro Juchatengo,314,20,27.38,14.34
San Pedro Lagunillas,13,18,28.93,14.83
San Pedro Mixtepec Dto. 22,318,20,30.03,20.44
San Pedro Mixtepec Dto. 26,319,20,25.0,12.27
San Pedro Molinos,320,20,25.46,12.0
San Pedro Mártir,315,20,28.26,13.39
San Pedro Mártir Quiechapa,316,20,26.52,12.71
San Pedro Mártir Yucuxaco,317,20,26.79,11.43
San Pedro Nopala,321,20,27.56,12.34
San Pedro Ocopetatillo,322,20,27.42,15.5
San Pedro Ocotepec,323,20,27.89,14.92
San Pedro Pochutla,324,20,32.15,21.19
San Pedro Quiatoni,325,20,29.3,14.71
San Pedro Sochiápam,326,20,26.98,14.41
San Pedro Tapanatepec,327,20,34.93,25.19
San Pedro Taviche,328,20,28.36,13.59
San Pedro Teozacoalco,329,20,26.82,12.88
San Pedro Teutila,330,20,27.16,16.39
San Pedro Tidaá,331,20,26.11,11.64
San Pedro Tlaquepaque,98,14,28.46,13.05
San Pedro Topiltepec,332,20,25.68,11.86
San Pedro Totolápam,333,20,28.93,14.34
San Pedro Yaneri,335,20,24.97,12.12
San Pedro Yeloixtlahuaca,141,21,31.54,17.12
San Pedro Yucunama,341,20,26.1,11.14
San Pedro Yólox,336,20,25.62,13.22
San Pedro de la Cueva,57,26,26.58,8.92
San Pedro del Gallo,30,10,25.54,7.53
San Pedro el Alto,306,20,27.25,15.01
San Pedro y San Pablo Ayutla,337,20,25.7,12.51
San Pedro y San Pablo Teposcolula,339,20,26.09,11.2
San Pedro y San Pablo Tequixtepec,340,20,29.17,14.15
San Rafael,211,30,25.43,18.89
San Raymundo Jalpan,342,20,27.6,12.68
San Salvador,54,13,25.06,10.57
San Salvador Huixcolotla,144,21,24.14,12.24
San Salvador el Seco,142,21,23.06,10.67
San Salvador el Verde,143,21,16.77,5.56
San Sebastián Abasolo,343,20,26.7,12.09
San Sebastián Coatlán,344,20,29.37,16.9
San Sebastián Ixcapa,345,20,30.5,20.64
San Sebastián Nicananduta,346,20,27.05,11.68
San Sebastián Río Hondo,347,20,25.07,12.02
San Sebastián Tecomaxtlahuaca,348,20,25.44,13.48
San Sebastián Teitipac,349,20,27.08,12.53
San Sebastián Tlacotepec,145,21,28.81,17.8
San Sebastián Tutla,350,20,26.64,11.95
San Sebastián del Oeste,80,14,28.23,16.44
San Simón Almolongas,351,20,27.72,13.07
San Simón Zahuatlán,352,20,30.49,15.68
San Simón de Guerrero,77,15,16.32,9.61
San Vicente Coatlán,534,20,27.48,13.26
San Vicente Lachixío,535,20,27.07,12.49
San Vicente Nuñú,536,20,25.95,11.44
San Vicente Tancuayalab,34,24,27.72,19.21
Sanahcat,64,31,34.88,19.75
Sanctórum de Lázaro Cárdenas,20,29,23.48,8.54
Santa Ana,353,20,26.72,12.85
Santa Ana Ateixtlahuaca,354,20,27.42,15.5
Santa Ana Cuauhtémoc,355,20,26.48,14.38
Santa Ana Maya,78,16,26.89,11.49
Santa Ana Nopalucan,56,29,23.37,9.91
Santa Ana Tavela,357,20,30.4,15.68
Santa Ana Tlapacoyan,358,20,27.31,12.61
Santa Ana Yareni,359,20,25.33,11.0
Santa Ana Zegache,360,20,28.07,13.12
Santa Ana del Valle,356,20,26.33,12.03
Santa Apolonia Teacalco,57,29,24.51,11.11
Santa Bárbara,60,8,21.53,8.42
Santa Catalina Quierí,361,20,24.41,11.17
Santa Catarina,48,19,24.150000000000002,11.14
Santa Catarina Ayometla,58,29,25.03,12.12
Santa Catarina Cuixtla,362,20,26.73,12.32
Santa Catarina Ixtepeji,363,20,25.53,10.72
Santa Catarina Juquila,364,20,28.51,17.57
Santa Catarina Lachatao,365,20,25.09,10.55
Santa Catarina Loxicha,366,20,29.12,16.08
Santa Catarina Mechoacán,367,20,31.47,19.98
Santa Catarina Minas,368,20,27.84,13.27
Santa Catarina Quiané,369,20,27.82,12.9
Santa Catarina Quioquitani,74,20,24.15,10.52
Santa Catarina Tayata,370,20,25.99,10.72
Santa Catarina Ticuá,371,20,25.28,12.41
Santa Catarina Tlaltempan,146,21,28.67,16.41
Santa Catarina Yosonotú,372,20,24.7,13.27
Santa Catarina Zapoquila,373,20,27.48,12.52
Santa Clara,31,10,25.62,6.43
Santa Cruz,59,26,18.9,8.31
Santa Cruz Acatepec,374,20,27.6,15.33
Santa Cruz Amilpas,375,20,26.88,12.13
Santa Cruz Itundujia,377,20,28.37,16.14
Santa Cruz Mixtepec,378,20,26.78,12.08
Santa Cruz Nundaco,379,20,24.67,12.23
Santa Cruz Papalutla,380,20,26.87,12.41
Santa Cruz Quilehtla,59,29,25.03,12.12
Santa Cruz Tacache de Mina,381,20,30.66,16.06
Santa Cruz Tacahua,382,20,25.94,13.36
Santa Cruz Tayata,383,20,26.07,10.76
Santa Cruz Tlaxcala,26,29,25.48,10.61
Santa Cruz Xitla,384,20,27.19,12.73
Santa Cruz Xoxocotlán,385,20,27.4,12.4
Santa Cruz Zenzontepec,386,20,28.54,17.0
Santa Cruz de Bravo,376,20,28.63,14.52
Santa Cruz de Juventino Rosas,35,11,28.01,12.41
Santa Elena,66,31,33.92,20.05
Santa Gertrudis,387,20,28.11,13.13
Santa Inés Ahuatempan,147,21,30.51,16.88
Santa Inés Yatzeche,389,20,28.35,13.35
Santa Inés de Zaragoza,569,20,26.68,13.27
Santa Inés del Monte,388,20,27.21,12.32
Santa Isabel,24,8,21.72,8.34
Santa Isabel Cholula,148,21,19.54,10.42
Santa Isabel Xiloxoxtla,60,29,25.54,11.77
Santa Lucía Miahuatlán,391,20,26.78,13.52
Santa Lucía Monteverde,392,20,25.35,14.12
Santa Lucía Ocotlán,393,20,28.26,13.39
Santa Lucía del Camino,390,20,26.88,12.13
Santa Magdalena Jicotlán,47,20,26.96,11.97
Santa Marí Jacatepec,417,20,29.75,20.14
Santa Marí Jaltianguis,419,20,24.61,10.72
Santa Marí Mixtequilla,421,20,34.9,21.78
Santa Marí Nativitas,422,20,25.02,11.71
Santa Marí Nduayaco,423,20,26.08,10.94
Santa Marí Ozolotepec,424,20,26.18,14.33
Santa Marí Petapa,427,20,30.62,20.82
Santa Marí Pápalo,425,20,26.92,13.47
Santa Marí Quiegolani,428,20,26.92,14.05
Santa Marí Sola,429,20,27.89,13.21
Santa Marí Tataltepec,430,20,26.57,12.31
Santa Marí Temaxcalapa,432,20,25.79,14.37
Santa Marí Temaxcaltepec,433,20,29.13,17.22
Santa Marí Teopoxco,434,20,27.82,15.03
Santa Marí Texcatitlán,436,20,27.33,13.88
Santa Marí Tlahuitoltepec,437,20,25.4,12.91
Santa Marí Tlalixtac,438,20,26.64,14.2
Santa Marí Totolapilla,440,20,32.37,18.13
Santa Marí Xadani,441,20,33.29,24.62
Santa Marí Yalina,442,20,24.5,11.8
Santa Marí Yavesía,443,20,25.05,11.11
Santa Marí Yolotepec,444,20,26.09,13.54
Santa Marí Yosoyúa,445,20,25.85,12.03
Santa Marí Yucuhiti,446,20,24.91,13.91
Santa Marí Zaniza,448,20,27.29,14.84
Santa Marí Zoquitlán,449,20,27.97,13.65
Santa María Alotepec,394,20,27.6,15.23
Santa María Apazco,395,20,26.48,13.53
Santa María Atzompa,399,20,27.05,12.11
Santa María Camotlán,400,20,28.41,13.09
Santa María Chachoápam,404,20,25.05,11.9
Santa María Chilchotla,406,20,28.45,18.59
Santa María Chimalapa,407,20,29.46,20.82
Santa María Colotepec,401,20,30.76,21.78
Santa María Cortijo,402,20,31.16,22.45
Santa María Coyotepec,403,20,27.34,12.56
Santa María Ecatepec,410,20,30.09,17.54
Santa María Guelacé,411,20,26.7,12.09
Santa María Guienagati,412,20,31.65,19.45
Santa María Huatulco,413,20,30.86,21.77
Santa María Huazolotitlán,414,20,31.9,22.07
Santa María Ipalapa,415,20,29.38,19.01
Santa María Ixcatlán,416,20,26.88,13.31
Santa María Jalapa del Marqués,418,20,33.81,19.77
Santa María Lachixío,420,20,25.95,11.48
Santa María Peñoles,426,20,26.49,11.5
Santa María Tecomavaca,431,20,28.34,14.48
Santa María Tepantlali,435,20,26.13,13.16
Santa María Tonameca,439,20,32.17,22.15
Santa María Zacatepec,447,20,29.24,17.96
Santa María de la Paz,58,32,27.14,10.87
Santa María de los Ángeles,81,14,25.6,5.81
Santa María del Oro,56,14,30.415,16.135
Santa María del Rosario,408,20,26.07,10.95
Santa María del Río,32,24,27.81,10.97
Santa María del Tule,409,20,26.64,11.95
Santa María la Asunción,396,20,26.7,15.44
Santiago,49,19,23.87,9.78
Santiago Amoltepec,450,20,28.57,16.19
Santiago Apoala,451,20,25.94,12.93
Santiago Apóstol,452,20,28.27,13.34
Santiago Astata,453,20,31.87,23.64
Santiago Atitlán,454,20,26.57,14.28
Santiago Ayuquililla,455,20,30.75,16.16
Santiago Cacaloxtepec,456,20,29.6,13.9
Santiago Camotlán,457,20,26.73,15.87
Santiago Chazumba,459,20,29.4,14.67
Santiago Choápam,460,20,27.63,17.09
Santiago Comaltepec,458,20,26.8,14.81
Santiago Huajolotitlán,462,20,28.55,13.14
Santiago Huauclilla,463,20,26.03,13.52
Santiago Ihuitlán Plumas,464,20,26.41,12.17
Santiago Ixcuintepec,465,20,29.88,17.29
Santiago Ixcuintla,15,18,30.03,19.31
Santiago Ixtayutla,466,20,29.29,17.63
Santiago Jamiltepec,467,20,31.21,21.65
Santiago Jocotepec,468,20,28.51,19.25
Santiago Juxtlahuaca,469,20,26.13,14.28
Santiago Lachiguiri,470,20,31.12,17.96
Santiago Lalopa,471,20,25.49,13.34
Santiago Laollaga,472,20,33.3,20.89
Santiago Laxopa,473,20,24.93,11.65
Santiago Llano Grande,474,20,31.42,21.57
Santiago Maravatío,36,11,27.98,11.88
Santiago Matatlán,475,20,27.69,13.28
Santiago Miahuatlán,149,21,25.79,12.57
Santiago Miltepec,476,20,29.3,14.02
Santiago Minas,477,20,27.18,15.25
Santiago Nacaltepec,478,20,26.26,12.93
Santiago Nejapilla,479,20,25.82,11.59
Santiago Niltepec,66,20,36.05,23.87
Santiago Nundiche,480,20,26.21,11.26
Santiago Nuyoó,481,20,24.19,13.34
Santiago Papasquiaro,32,10,24.97,5.41
Santiago Pinotepa Nacional,482,20,31.69,22.27
Santiago Sochiapan,212,30,29.14,20.55
Santiago Suchilquitongo,483,20,26.72,12.24
Santiago Tamazola,484,20,30.19,15.83
Santiago Tapextla,485,20,31.5,23.93
Santiago Tenango,487,20,26.49,13.48
Santiago Tepetlapa,488,20,25.83,11.85
Santiago Tetepec,489,20,30.35,19.18
Santiago Texcalcingo,490,20,27.55,14.48
Santiago Textitlán,491,20,25.94,13.49
Santiago Tilantongo,492,20,26.68,12.41
Santiago Tillo,493,20,25.55,12.13
Santiago Tlazoyaltepec,494,20,26.58,11.44
Santiago Tulantepec de Lugo Guerrero,56,13,24.86,9.76
Santiago Tuxtla,143,30,27.19,21.03
Santiago Xanica,495,20,27.77,17.14
Santiago Xiacuí,496,20,24.73,11.13
Santiago Yaitepec,497,20,28.05,16.87
Santiago Yaveo,498,20,29.44,20.3
Santiago Yolomécatl,499,20,26.48,11.15
Santiago Yosondúa,500,20,26.53,14.14
Santiago Yucuyachi,501,20,29.1,14.89
Santiago Zacatepec,502,20,27.31,15.28
Santiago Zoochila,503,20,24.9,12.05
Santiago de Anaya,55,13,23.71,10.5
Santiago del Río,461,20,26.22,13.71
Santiago el Pinar,119,7,24.64,12.04
Santo Domingo,33,24,25.94,8.65
Santo Domingo Albarradas,506,20,25.3,12.19
Santo Domingo Armenta,507,20,31.19,23.53
Santo Domingo Chihuitán,508,20,33.45,21.69
Santo Domingo Ingenio,505,20,34.46,23.28
Santo Domingo Ixcatlán,510,20,26.16,13.78
Santo Domingo Nuxaá,511,20,26.54,12.43
Santo Domingo Ozolotepec,512,20,25.0,12.69
Santo Domingo Petapa,513,20,30.72,20.05
Santo Domingo Roayaga,514,20,25.73,14.35
Santo Domingo Tehuantepec,515,20,33.78,22.25
Santo Domingo Teojomulco,516,20,27.49,14.76
Santo Domingo Tepuxtepec,517,20,27.12,13.45
Santo Domingo Tlatayápam,518,20,25.96,11.99
Santo Domingo Tomaltepec,519,20,26.51,11.77
Santo Domingo Tonaltepec,521,20,25.32,11.71
Santo Domingo Tonalá,520,20,29.35,14.68
Santo Domingo Xagacía,522,20,25.2,12.02
Santo Domingo Yanhuitlán,523,20,25.4,11.69
Santo Domingo Yodohino,524,20,28.19,12.61
Santo Domingo Zanatepec,525,20,35.27,23.49
Santo Domingo de Morelos,509,20,31.96,20.52
Santo Tomás,78,15,20.41,11.38
Santo Tomás Hueyotlipan,151,21,24.59,13.2
Santo Tomás Jalieza,530,20,27.52,12.89
Santo Tomás Mazaltepec,531,20,26.7,12.01
Santo Tomás Ocotepec,532,20,24.33,13.0
Santo Tomás Tamazulapan,533,20,26.33,12.46
Santos Reyes Nopala,526,20,29.85,18.62
Santos Reyes Pápalo,527,20,27.48,13.7
Santos Reyes Tepejillo,528,20,26.43,12.99
Santos Reyes Yucuná,529,20,30.19,15.23
Satevó,61,8,22.48,10.1
Saucillo,62,8,23.04,12.05
Sayula,82,14,24.02,10.43
Sayula de Alemán,144,30,29.27,21.5
Senguio,80,16,19.32,6.96
Seyé,67,31,34.96,19.83
Sierra Mojada,34,5,23.91,10.87
Silacayoápam,537,20,27.94,14.38
Silao de la Victoria,37,11,29.35,13.01
Siltepec,80,7,25.7,13.99
Simojovel,81,7,27.01,14.26
Sinaloa,17,25,31.35,16.68
Sinanché,68,31,32.71,20.32
Singuilucan,57,13,24.8,9.19
Sitalá,82,7,28.41,14.89
Sitio de Xitlapehua,538,20,26.78,12.19
Sochiapa,146,30,25.1,16.03
Socoltenango,83,7,28.33,19.14
Soconusco,145,30,29.14,21.39
Soledad Atzompa,147,30,24.23,13.94
Soledad Etla,539,20,27.04,11.87
Soledad de Doblado,148,30,30.57,21.38
Soledad de Graciano Sánchez,35,24,28.81,9.37
Solidaridad,8,23,32.97,17.63
Solosuchiapa,84,7,27.3,17.89
Soltepec,152,21,23.9,11.11
Sombrerete,42,32,22.33,4.87
Soteapan,149,30,27.42,20.7
Soto la Marina,37,28,26.44,19.87
Sotuta,69,31,34.91,19.58
Soyaló,85,7,24.54,14.95
Soyaniquilpan de Juárez,79,15,25.01,10.26
Soyopa,61,26,27.53,8.87
Suaqui Grande,62,26,28.67,10.81
Suchiapa,86,7,27.07,17.32
Suchiate,87,7,31.67,23.01
Sucilá,70,31,34.62,19.05
Sudzal,71,31,34.74,19.35
Sultepec,80,15,20.19,12.98
Suma,72,31,34.15,19.55
Sunuapa,88,7,28.54,22.28
Susticacán,43,32,22.01,4.82
Susupuato,81,16,22.71,13.23
Sáric,60,26,24.94,12.39
Súchil,33,10,21.41,3.54
Tabasco,44,32,28.04,7.25
Tacotalpa,15,27,29.12,20.08
Tacámbaro,82,16,21.34,13.93
Tahdziú,73,31,35.38,19.77
Tahmek,74,31,35.06,19.76
Tala,83,14,30.08,12.84
Talpa de Allende,84,14,26.81,16.59
Tamalín,150,30,25.92,20.28
Tamasopo,36,24,25.99,16.45
Tamazula,34,10,27.0,11.61
Tamazula de Gordiano,85,14,28.22,16.21
Tamazulápam del Espíritu Santo,31,20,25.68,12.99
Tamazunchale,37,24,24.66,16.28
Tamiahua,151,30,25.76,20.54
Tampacán,38,24,25.92,18.02
Tampamolón Corona,39,24,26.25,18.15
Tampico,38,28,26.55,20.6
Tampico Alto,152,30,25.97,20.09
Tamuín,40,24,28.29,19.56
Tancanhuitz,12,24,24.94,16.31
Tancoco,153,30,26.23,19.31
Tancítaro,83,16,28.0,18.54
Tanetze de Zaragoza,541,20,25.33,12.85
Tangamandapio,84,16,28.48,14.26
Tangancícuaro,85,16,27.74,12.99
Tanhuato,86,16,31.19,14.17
Taniche,542,20,28.34,13.25
Tanlajás,41,24,26.81,18.02
Tanquián de Escobedo,42,24,26.97,18.79
Tantima,154,30,26.55,19.83
Tantoyuca,155,30,27.15,19.6
Tapachula,89,7,30.12,20.49
Tapalapa,90,7,26.39,16.51
Tapalpa,86,14,22.6,10.36
Tapilula,91,7,25.7,15.2
Tarandacuao,38,11,23.86,9.48
Taretan,87,16,23.78,15.36
Tarimoro,39,11,27.45,11.17
Tarímbaro,88,16,23.15,11.07
Tasquillo,58,13,27.36,12.64
Tatahuicapan de Juárez,209,30,27.96,21.88
Tataltepec de Valdés,543,20,28.46,18.2
Tatatila,156,30,20.54,11.45
Taxco de Alarcón,55,12,23.3,14.74
Teabo,75,31,34.53,19.79
Teapa,16,27,29.22,21.81
Tecali de Herrera,153,21,24.84,14.05
Tecalitlán,87,14,28.47,17.01
Tecamachalco,154,21,24.24,12.79
Tecate,3,2,23.29,11.02
Techaluta de Montenegro,89,14,26.51,11.59
Tecoanapa,56,12,30.39,20.3
Tecoh,76,31,34.44,19.96
Tecolotlán,88,14,27.01,13.78
Tecolutla,158,30,25.05,19.51
Tecomatlán,155,21,31.84,17.95
Tecomán,9,6,31.13,21.91
Tecozautla,59,13,27.52,13.31
Tecpatán,92,7,28.54,21.73
Tecuala,16,18,30.53,19.52
Tecámac,81,15,27.39,13.14
Tehuacán,156,21,26.79,12.97
Tehuipango,159,30,24.47,14.0
Tehuitzingo,157,21,31.63,18.19
Tejupilco,82,15,21.23,13.43
Tekal de Venegas,77,31,34.67,19.2
Tekantó,78,31,34.82,19.49
Tekax,79,31,33.61,20.09
Tekit,80,31,34.48,19.89
Tekom,81,31,35.77,19.38
Telchac Pueblo,82,31,33.5,19.6
Telchac Puerto,83,31,32.55,20.52
Teloloapan,58,12,24.67,16.4
Temamatla,83,15,18.85,8.31
Temascalapa,84,15,26.54,11.96
Temascalcingo,85,15,22.28,8.67
Temascaltepec,86,15,13.91,7.23
Temax,84,31,34.33,19.33
Temixco,18,17,24.11,13.54
Temoac,33,17,25.69,14.32
Temoaya,87,15,20.41,7.58
Temozón,85,31,35.54,18.95
Tempoal,161,30,27.18,19.29
Temósachic,63,8,20.29,2.59
Tenabo,8,4,33.89,20.67
Tenamaxtlán,90,14,26.48,13.74
Tenampa,162,30,25.93,16.82
Tenampulco,158,21,21.2,16.25
Tenancingo,27,29,22.45,11.940000000000001
Tenango de Doria,60,13,22.23,11.96
Tenango del Aire,89,15,19.17,8.98
Tenango del Valle,90,15,18.21,9.29
Tenejapa,93,7,24.22,11.77
Tenochtitlán,163,30,22.36,13.94
Tenosique,17,27,30.8,23.79
Teocaltiche,91,14,29.91,10.38
Teocelo,164,30,23.99,15.08
Teococuilco de Marcos Pérez,544,20,25.92,10.86
Teocuitatlán de Corona,92,14,27.55,14.38
Teolocholco,28,29,23.23,10.66
Teoloyucan,91,15,26.41,12.06
Teopantlán,159,21,28.1,16.33
Teopisca,94,7,25.36,15.29
Teotihuacán,92,15,26.28,12.98
Teotitlán de Flores Magón,545,20,28.31,14.51
Teotitlán del Valle,546,20,26.09,11.48
Teotlalco,160,21,30.41,16.55
Teotongo,547,20,27.3,12.07
Tepache,63,26,25.61,9.2
Tepakán,86,31,34.4,19.39
Tepalcatepec,89,16,33.28,20.81
Tepalcingo,19,17,29.69,16.07
Tepanco de López,161,21,25.8,12.7
Tepango de Rodríguez,162,21,19.84,11.3
Tepatitlán de Morelos,93,14,27.3,12.52
Tepatlaxco,165,30,27.45,18.21
Tepatlaxco de Hidalgo,163,21,20.36,9.72
Tepeaca,164,21,23.33,12.06
Tepeapulco,61,13,25.0,9.15
Tepechitlán,45,32,26.62,10.04
Tepecoacuilco de Trujano,59,12,30.41,18.37
Tepehuacán de Guerrero,62,13,22.66,14.2
Tepehuanes,35,10,24.27,3.47
Tepeji del Río de Ocampo,63,13,25.45,10.43
Tepelmeme Villa de Morelos,548,20,27.4,13.21
