nmun,idmun,ides,tmax,tmin
San Juan Bautista Jayacatlán,179,20,26.51,11.11
San Juan Bautista Lo de Soto,180,20,32.88,21.73
San Juan Bautista Suchitepec,181,20,27.46,12.51
San Juan Bautista Tlachichilco,183,20,29.03,14.83
San Juan Bautista Tlacoatzintepec,182,20,27.34,15.39
San Juan Bautista Tuxtepec,184,20,29.9,21.42
San Juan Bautista Valle Nacional,559,20,29.1,17.59
San Juan Cacahuatepec,185,20,31.23,20.04
San Juan Cancuc,112,7,26.69,13.91
San Juan Chicomezúchil,191,20,24.47,9.59
San Juan Chilateca,192,20,27.7,12.82
San Juan Cieneguilla,186,20,30.75,16.53
San Juan Coatzóspam,187,20,26.95,15.91
San Juan Colorado,188,20,30.93,19.37
San Juan Comaltepec,189,20,27.26,15.65
San Juan Cotzocón,190,20,29.65,19.51
San Juan Diuxi,195,20,26.15,11.02
San Juan Evangelista,142,30,29.17,21.58
San Juan Evangelista Analco,196,20,24.45,10.0
San Juan Guelavía,197,20,26.7,12.06
San Juan Guichicovi,198,20,30.03,20.79
San Juan Huactzinco,53,29,25.3,11.8
San Juan Ihualtepec,199,20,30.38,15.85
San Juan Juquila Mixes,200,20,28.58,15.22
San Juan Juquila Vijanos,201,20,24.78,11.52
San Juan Lachao,202,20,28.66,15.99
San Juan Lachigalla,203,20,28.48,13.8
San Juan Lajarcia,204,20,29.72,15.89
San Juan Lalana,205,20,29.03,19.26
San Juan Mazatlán,207,20,29.75,19.51
San Juan Mixtepec,208,20,25.1,11.149999999999999
San Juan Ozolotepec,211,20,26.71,15.35
San Juan Petlapa,212,20,27.09,16.18
San Juan Quiahije,213,20,27.75,15.78
San Juan Quiotepec,214,20,26.03,12.38
San Juan Sayultepec,215,20,25.41,10.35
San Juan Tabaá,216,20,25.06,12.49
San Juan Tamazola,217,20,27.12,11.89
San Juan Teita,218,20,26.44,11.97
San Juan Teitipac,219,20,27.16,12.43
San Juan Tepeuxila,220,20,26.74,12.54
San Juan Teposcolula,221,20,25.6,10.27
San Juan Yaeé,222,20,25.99,13.34
San Juan Yatzona,223,20,25.84,13.62
San Juan Yucuita,224,20,24.9,9.98
San Juan de Guadalupe,27,10,26.98,9.18
San Juan de Sabinas,32,5,25.93,12.91
San Juan de los Cués,206,20,28.95,14.64
San Juan de los Lagos,73,14,29.09,11.58
San Juan del Estado,193,20,26.79,10.61
San Juan del Río,194,20,26.19333333333333,11.523333333333333
San Juan Ñumí,210,20,26.93,11.32
San Juanito de Escobedo,7,14,30.59,13.32
San Julián,74,14,28.14,11.82
San Lorenzo,225,20,31.6,19.62
San Lorenzo Albarradas,226,20,27.51,13.48
San Lorenzo Axocomanitla,54,29,25.3,11.8
San Lorenzo Cacaotepec,227,20,27.06,11.41
San Lorenzo Cuaunecuiltitla,228,20,27.48,15.12
San Lorenzo Texmelúcan,229,20,28.47,13.92
San Lorenzo Victoria,230,20,28.55,14.28
San Lucas,110,7,30.015,19.494999999999997
San Lucas Camotlán,231,20,29.19,16.92
San Lucas Ojitlán,232,20,29.71,20.36
San Lucas Quiaviní,233,20,27.38,12.88
San Lucas Tecopilco,55,29,25.8,9.9
San Lucas Zoquiápam,234,20,27.81,14.78
San Luis Acatlán,52,12,29.5,19.74
San Luis Amatlán,235,20,27.32,12.99
San Luis Potosí,28,24,29.0,9.58
San Luis Río Colorado,55,26,29.37,15.94
San Luis de la Paz,33,11,23.63,11.01
San Luis del Cordero,29,10,24.78,11.06
San Marcial Ozolotepec,236,20,26.93,15.61
San Marcos,53,12,30.535,18.155
San Marcos Arteaga,237,20,29.05,13.91
San Martín Chalchicuautla,29,24,26.66,18.79
San Martín Hidalgo,77,14,29.2,13.01
San Martín Huamelúlpam,239,20,26.16,10.49
San Martín Itunyoso,240,20,25.83,12.21
San Martín Lachilá,241,20,27.86,12.83
San Martín Peras,242,20,25.91,13.65
San Martín Texmelucan,132,21,20.05,8.11
San Martín Tilcajete,243,20,27.68,12.68
San Martín Totoltepec,133,21,28.52,17.09
San Martín Toxpalan,244,20,28.45,14.55
San Martín Zacatepec,245,20,30.22,15.2
San Martín de Bolaños,76,14,28.99,11.99
San Martín de las Pirámides,75,15,25.54,12.46
San Martín de los Cansecos,238,20,28.17,13.16
San Mateo Atenco,76,15,19.54,6.47
San Mateo Cajonos,246,20,25.25,12.32
San Mateo Etlatongo,250,20,25.8,11.06
San Mateo Nejápam,251,20,29.68,15.46
San Mateo Peñasco,252,20,25.95,11.29
San Mateo Piñas,253,20,27.89,17.23
San Mateo Río Hondo,254,20,26.06,13.66
San Mateo Sindihui,255,20,26.74,12.42
San Mateo Tlapiltepec,256,20,26.14,11.26
San Mateo Yoloxochitlán,249,20,27.35,15.18
San Mateo Yucutindoo,566,20,26.97,13.46
San Mateo del Mar,248,20,32.74,25.86
San Matías Tlalancaleca,134,21,19.95,7.3
San Melchor Betaza,257,20,25.2,12.68
San Miguel Achiutla,258,20,25.89,10.3
San Miguel Ahuehuetitlán,259,20,29.76,15.37
San Miguel Aloápam,260,20,25.7,10.68
San Miguel Amatitlán,261,20,30.27,15.53
San Miguel Amatlán,262,20,25.25,10.87
San Miguel Chicahua,264,20,25.21,10.91
San Miguel Chimalapa,265,20,32.49,21.2
San Miguel Coatlán,263,20,27.18,14.18
San Miguel Ejutla,268,20,28.14,13.22
San Miguel Huautla,270,20,26.3,12.29
San Miguel Ixitlán,135,21,28.84,13.89
San Miguel Mixtepec,271,20,27.0,11.64
San Miguel Panixtlahuaca,272,20,29.05,17.68
San Miguel Peras,273,20,26.46,10.89
San Miguel Piedras,274,20,27.24,12.06
San Miguel Quetzaltepec,275,20,28.5,16.0
San Miguel Santa Flor,276,20,26.69,13.34
San Miguel Soyaltepec,278,20,29.75,21.87
San Miguel Suchixtepec,279,20,26.09,14.13
San Miguel Tecomatlán,281,20,25.8,11.06
San Miguel Tenango,282,20,32.18,19.8
San Miguel Tequixtepec,283,20,25.26,11.26
San Miguel Tilquiápam,284,20,27.82,13.23
San Miguel Tlacamama,285,20,31.8,21.03
San Miguel Tlacotepec,286,20,26.28,12.86
San Miguel Totolapan,54,12,26.07,18.11
San Miguel Tulancingo,287,20,25.98,11.09
San Miguel Xoxtla,136,21,22.56,11.47
San Miguel Yotao,288,20,24.88,11.55
San Miguel de Allende,3,11,25.75,11.5
San Miguel de Horcasitas,56,26,28.98,13.3
San Miguel del Puerto,266,20,29.42,20.06
San Miguel del Río,267,20,24.64,9.36
San Miguel el Alto,78,14,27.5,11.83
San Miguel el Grande,269,20,25.08,11.93
San Nicolás,289,20,26.73,14.545
San Nicolás Buenos Aires,137,21,22.62,11.33
San Nicolás Hidalgo,290,20,30.32,15.58
San Nicolás Tolentino,30,24,28.49,12.45
San Nicolás de los Garza,46,19,27.02,15.69
San Nicolás de los Ranchos,138,21,13.87,5.48
San Pablo Anicano,139,21,31.51,17.49
San Pablo Coatlán,291,20,28.4,15.22
San Pablo Cuatro Venados,292,20,26.99,11.6
San Pablo Etla,293,20,26.88,11.26
San Pablo Huitzo,294,20,26.86,11.14
San Pablo Huixtepec,295,20,27.86,12.69
San Pablo Macuiltianguis,296,20,24.76,11.36
San Pablo Tijaltepec,297,20,25.96,12.19
San Pablo Villa de Mitla,298,20,26.46,12.54
San Pablo Yaganiza,299,20,25.2,12.0
San Pablo del Monte,25,29,22.86,12.27
San Pedro,33,5,26.78,10.46
San Pedro Amuzgos,300,20,30.55,19.27
San Pedro Apóstol,301,20,28.4,13.1
San Pedro Atoyac,302,20,30.29,19.55
San Pedro Cajonos,303,20,25.2,12.0
San Pedro Cholula,140,21,20.5,10.81
San Pedro Comitancillo,305,20,34.19,22.28
San Pedro Coxcaltepec Cántaros,304,20,25.59,11.59
San Pedro Garza García,19,19,26.3,12.8
San Pedro Huamelula,307,20,31.25,22.75
San Pedro Huilotepec,308,20,33.65,24.34
San Pedro Ixcatlán,309,20,28.81,20.57
San Pedro Ixtlahuaca,310,20,27.03,11.79
San Pedro Jaltepetongo,311,20,27.23,13.15
San Pedro Jicayán,312,20,31.13,20.29
San Pedro Jocotipac,313,20,27.03,12.91
San Pedro Juchatengo,314,20,27.7,14.05
San Pedro Lagunillas,13,18,28.7,15.21
San Pedro Mixtepec Dto. 22,318,20,30.01,20.55
San Pedro Mixtepec Dto. 26,319,20,24.93,12.13
San Pedro Molinos,320,20,25.51,11.47
San Pedro Mártir,315,20,28.19,13.17
San Pedro Mártir Quiechapa,316,20,26.25,12.9
San Pedro Mártir Yucuxaco,317,20,26.56,10.75
San Pedro Nopala,321,20,27.17,11.73
San Pedro Ocopetatillo,322,20,27.48,15.12
San Pedro Ocotepec,323,20,28.05,15.27
San Pedro Pochutla,324,20,31.95,21.36
San Pedro Quiatoni,325,20,29.3,15.12
San Pedro Sochiápam,326,20,26.99,13.86
San Pedro Tapanatepec,327,20,34.85,25.13
San Pedro Taviche,328,20,28.23,13.6
San Pedro Teozacoalco,329,20,27.18,12.33
San Pedro Teutila,330,20,27.23,16.14
San Pedro Tidaá,331,20,25.94,10.64
San Pedro Tlaquepaque,98,14,28.75,12.95
San Pedro Topiltepec,332,20,25.55,10.31
San Pedro Totolápam,333,20,28.71,14.63
San Pedro Yaneri,335,20,25.1,11.64
San Pedro Yeloixtlahuaca,141,21,31.28,16.86
San Pedro Yucunama,341,20,26.07,10.27
San Pedro Yólox,336,20,25.67,12.6
San Pedro de la Cueva,57,26,27.14,9.14
San Pedro del Gallo,30,10,25.49,7.46
San Pedro el Alto,306,20,26.87,14.92
San Pedro y San Pablo Ayutla,337,20,25.83,12.8
San Pedro y San Pablo Teposcolula,339,20,25.99,10.26
San Pedro y San Pablo Tequixtepec,340,20,28.33,13.58
San Rafael,211,30,25.56,19.31
San Raymundo Jalpan,342,20,27.42,12.42
San Salvador,54,13,25.33,10.19
San Salvador Huixcolotla,144,21,23.71,12.85
San Salvador el Seco,142,21,22.6,11.42
San Salvador el Verde,143,21,16.63,5.82
San Sebastián Abasolo,343,20,26.59,11.82
San Sebastián Coatlán,344,20,29.22,16.92
San Sebastián Ixcapa,345,20,31.53,20.79
San Sebastián Nicananduta,346,20,26.82,10.89
San Sebastián Río Hondo,347,20,24.93,11.86
San Sebastián Tecomaxtlahuaca,348,20,25.97,13.11
San Sebastián Teitipac,349,20,27.06,12.19
San Sebastián Tlacotepec,145,21,29.06,17.57
San Sebastián Tutla,350,20,26.53,11.63
San Sebastián del Oeste,80,14,27.95,16.63
San Simón Almolongas,351,20,27.73,13.0
San Simón Zahuatlán,352,20,30.09,15.11
San Simón de Guerrero,77,15,16.45,9.83
San Vicente Coatlán,534,20,27.67,13.14
San Vicente Lachixío,535,20,27.32,11.92
San Vicente Nuñú,536,20,25.76,10.31
San Vicente Tancuayalab,34,24,27.74,19.47
Sanahcat,64,31,34.88,19.37
Sanctórum de Lázaro Cárdenas,20,29,23.32,8.46
Santa Ana,353,20,26.98,12.7
Santa Ana Ateixtlahuaca,354,20,27.48,15.12
Santa Ana Cuauhtémoc,355,20,26.52,13.86
Santa Ana Maya,78,16,27.31,11.71
Santa Ana Nopalucan,56,29,23.0,9.97
Santa Ana Tavela,357,20,29.93,16.03
Santa Ana Tlapacoyan,358,20,27.38,12.27
Santa Ana Yareni,359,20,25.18,10.3
Santa Ana Zegache,360,20,27.93,12.81
Santa Ana del Valle,356,20,26.2,11.85
Santa Apolonia Teacalco,57,29,23.97,11.08
Santa Bárbara,60,8,21.59,8.21
Santa Catalina Quierí,361,20,24.34,10.98
Santa Catarina,48,19,24.48,11.6
Santa Catarina Ayometla,58,29,24.1,12.23
Santa Catarina Cuixtla,362,20,26.82,12.27
Santa Catarina Ixtepeji,363,20,25.36,10.13
Santa Catarina Juquila,364,20,28.99,17.45
Santa Catarina Lachatao,365,20,24.93,10.0
Santa Catarina Loxicha,366,20,28.77,16.01
Santa Catarina Mechoacán,367,20,32.34,20.11
Santa Catarina Minas,368,20,27.74,13.13
Santa Catarina Quiané,369,20,27.67,12.57
Santa Catarina Quioquitani,74,20,24.04,10.36
Santa Catarina Tayata,370,20,25.77,9.98
Santa Catarina Ticuá,371,20,25.45,11.92
Santa Catarina Tlaltempan,146,21,28.19,16.62
Santa Catarina Yosonotú,372,20,25.28,12.91
Santa Catarina Zapoquila,373,20,26.95,11.93
Santa Clara,31,10,25.7,6.71
Santa Cruz,59,26,18.69,8.18
Santa Cruz Acatepec,374,20,27.52,14.92
Santa Cruz Amilpas,375,20,26.75,11.72
Santa Cruz Itundujia,377,20,29.16,16.02
Santa Cruz Mixtepec,378,20,26.98,11.71
Santa Cruz Nundaco,379,20,25.04,11.77
Santa Cruz Papalutla,380,20,26.88,12.07
Santa Cruz Quilehtla,59,29,24.1,12.23
Santa Cruz Tacache de Mina,381,20,30.32,15.58
Santa Cruz Tacahua,382,20,26.34,12.92
Santa Cruz Tayata,383,20,25.8,10.07
Santa Cruz Tlaxcala,26,29,24.61,10.72
Santa Cruz Xitla,384,20,27.32,12.66
Santa Cruz Xoxocotlán,385,20,27.1,12.1
Santa Cruz Zenzontepec,386,20,29.05,16.64
Santa Cruz de Bravo,376,20,28.35,14.22
Santa Cruz de Juventino Rosas,35,11,28.85,12.16
Santa Elena,66,31,33.58,19.82
Santa Gertrudis,387,20,28.07,12.8
Santa Inés Ahuatempan,147,21,30.0,16.88
Santa Inés Yatzeche,389,20,28.22,13.05
Santa Inés de Zaragoza,569,20,26.47,12.27
Santa Inés del Monte,388,20,27.25,12.0
Santa Isabel,24,8,22.52,8.78
Santa Isabel Cholula,148,21,19.52,10.47
Santa Isabel Xiloxoxtla,60,29,24.59,11.96
Santa Lucía Miahuatlán,391,20,26.31,13.3
Santa Lucía Monteverde,392,20,25.99,13.84
Santa Lucía Ocotlán,393,20,28.19,13.17
Santa Lucía del Camino,390,20,26.75,11.72
Santa Magdalena Jicotlán,47,20,26.58,11.42
Santa Marí Jacatepec,417,20,30.01,20.2
Santa Marí Jaltianguis,419,20,24.46,9.97
Santa Marí Mixtequilla,421,20,34.66,21.51
Santa Marí Nativitas,422,20,24.82,10.18
Santa Marí Nduayaco,423,20,25.9,10.12
Santa Marí Ozolotepec,424,20,25.75,14.21
Santa Marí Petapa,427,20,30.83,20.91
Santa Marí Pápalo,425,20,26.84,12.79
Santa Marí Quiegolani,428,20,26.72,13.99
Santa Marí Sola,429,20,27.89,12.55
Santa Marí Tataltepec,430,20,26.54,11.67
Santa Marí Temaxcalapa,432,20,26.14,14.15
Santa Marí Temaxcaltepec,433,20,29.36,17.22
Santa Marí Teopoxco,434,20,27.8,14.66
Santa Marí Texcatitlán,436,20,27.13,13.12
Santa Marí Tlahuitoltepec,437,20,25.54,13.16
Santa Marí Tlalixtac,438,20,26.69,13.68
Santa Marí Totolapilla,440,20,31.98,18.36
Santa Marí Xadani,441,20,33.18,24.9
Santa Marí Yalina,442,20,24.5,11.5
Santa Marí Yavesía,443,20,24.96,10.69
Santa Marí Yolotepec,444,20,26.49,13.17
Santa Marí Yosoyúa,445,20,25.88,11.47
Santa Marí Yucuhiti,446,20,25.26,13.69
Santa Marí Zaniza,448,20,28.08,14.23
Santa Marí Zoquitlán,449,20,27.73,13.88
Santa María Alotepec,394,20,27.86,15.57
Santa María Apazco,395,20,26.28,12.41
Santa María Atzompa,399,20,27.06,11.62
Santa María Camotlán,400,20,27.8,12.5
Santa María Chachoápam,404,20,24.87,9.62
Santa María Chilchotla,406,20,28.66,18.3
Santa María Chimalapa,407,20,29.84,20.68
Santa María Colotepec,401,20,30.73,21.86
Santa María Cortijo,402,20,31.97,22.48
Santa María Coyotepec,403,20,27.24,12.3
Santa María Ecatepec,410,20,29.82,17.54
Santa María Guelacé,411,20,26.59,11.82
Santa María Guienagati,412,20,31.56,19.46
Santa María Huatulco,413,20,30.87,21.77
Santa María Huazolotitlán,414,20,32.35,22.28
Santa María Ipalapa,415,20,30.23,19.06
Santa María Ixcatlán,416,20,26.63,12.65
Santa María Jalapa del Marqués,418,20,33.46,19.7
Santa María Lachixío,420,20,26.48,10.91
Santa María Peñoles,426,20,26.79,10.94
Santa María Tecomavaca,431,20,28.15,13.92
Santa María Tepantlali,435,20,26.31,13.64
Santa María Tonameca,439,20,32.09,22.29
Santa María Zacatepec,447,20,30.1,17.85
Santa María de la Paz,58,32,27.43,11.33
Santa María de los Ángeles,81,14,25.02,6.58
Santa María del Oro,56,14,30.44,16.28
Santa María del Rosario,408,20,25.92,10.27
Santa María del Río,32,24,28.07,11.28
Santa María del Tule,409,20,26.53,11.63
Santa María la Asunción,396,20,26.81,14.98
Santiago,49,19,23.71,10.41
Santiago Amoltepec,450,20,29.15,15.79
Santiago Apoala,451,20,25.75,11.63
Santiago Apóstol,452,20,28.12,13.05
Santiago Astata,453,20,31.87,23.66
Santiago Atitlán,454,20,26.8,14.64
Santiago Ayuquililla,455,20,30.34,15.72
Santiago Cacaloxtepec,456,20,28.8,13.2
Santiago Camotlán,457,20,27.18,15.71
Santiago Chazumba,459,20,28.86,14.11
Santiago Choápam,460,20,27.92,17.04
Santiago Comaltepec,458,20,27.02,14.47
Santiago Huajolotitlán,462,20,28.01,12.48
Santiago Huauclilla,463,20,25.88,12.16
Santiago Ihuitlán Plumas,464,20,26.23,11.48
Santiago Ixcuintepec,465,20,29.82,18.05
Santiago Ixcuintla,15,18,29.66,19.32
Santiago Ixtayutla,466,20,30.19,17.58
Santiago Jamiltepec,467,20,31.8,21.81
Santiago Jocotepec,468,20,28.88,19.19
Santiago Juxtlahuaca,469,20,26.7,14.03
Santiago Lachiguiri,470,20,30.89,18.51
Santiago Lalopa,471,20,25.65,13.1
Santiago Laollaga,472,20,33.18,20.81
Santiago Laxopa,473,20,24.88,11.4
Santiago Llano Grande,474,20,32.65,21.65
Santiago Maravatío,36,11,28.37,12.14
Santiago Matatlán,475,20,27.68,13.23
Santiago Miahuatlán,149,21,25.58,12.75
Santiago Miltepec,476,20,28.44,13.38
Santiago Minas,477,20,27.86,14.81
Santiago Nacaltepec,478,20,26.21,11.91
Santiago Nejapilla,479,20,25.68,10.28
Santiago Niltepec,66,20,35.85,23.86
Santiago Nundiche,480,20,26.11,10.59
Santiago Nuyoó,481,20,24.46,13.02
Santiago Papasquiaro,32,10,24.97,5.74
Santiago Pinotepa Nacional,482,20,32.1,22.41
Santiago Sochiapan,212,30,29.25,20.7
Santiago Suchilquitongo,483,20,26.83,11.52
Santiago Tamazola,484,20,29.93,15.46
Santiago Tapextla,485,20,31.62,23.89
Santiago Tenango,487,20,26.42,12.49
Santiago Tepetlapa,488,20,25.6,11.11
Santiago Tetepec,489,20,30.99,19.26
Santiago Texcalcingo,490,20,27.42,14.15
Santiago Textitlán,491,20,26.89,12.83
Santiago Tilantongo,492,20,26.6,11.69
Santiago Tillo,493,20,25.41,10.35
Santiago Tlazoyaltepec,494,20,26.77,10.98
Santiago Tulantepec de Lugo Guerrero,56,13,24.88,9.89
Santiago Tuxtla,143,30,27.38,20.94
Santiago Xanica,495,20,27.62,17.31
Santiago Xiacuí,496,20,24.63,10.63
Santiago Yaitepec,497,20,28.58,16.69
Santiago Yaveo,498,20,29.59,20.44
Santiago Yolomécatl,499,20,26.26,10.46
Santiago Yosondúa,500,20,26.98,13.85
Santiago Yucuyachi,501,20,28.85,14.59
Santiago Zacatepec,502,20,27.54,15.53
Santiago Zoochila,503,20,24.95,11.93
Santiago de Anaya,55,13,23.81,10.21
Santiago del Río,461,20,26.24,13.38
Santiago el Pinar,119,7,24.81,12.63
Santo Domingo,33,24,26.24,8.95
Santo Domingo Albarradas,506,20,25.4,12.3
Santo Domingo Armenta,507,20,31.25,23.54
Santo Domingo Chihuitán,508,20,33.32,21.87
Santo Domingo Ingenio,505,20,34.44,23.46
Santo Domingo Ixcatlán,510,20,26.59,13.46
Santo Domingo Nuxaá,511,20,26.69,11.69
Santo Domingo Ozolotepec,512,20,24.93,12.55
Santo Domingo Petapa,513,20,30.81,20.06
Santo Domingo Roayaga,514,20,26.06,14.27
Santo Domingo Tehuantepec,515,20,33.58,22.13
Santo Domingo Teojomulco,516,20,28.4,14.15
Santo Domingo Tepuxtepec,517,20,27.27,13.89
Santo Domingo Tlatayápam,518,20,25.71,10.56
Santo Domingo Tomaltepec,519,20,26.31,11.45
Santo Domingo Tonaltepec,521,20,25.08,10.07
Santo Domingo Tonalá,520,20,28.8,14.14
Santo Domingo Xagacía,522,20,25.27,11.98
Santo Domingo Yanhuitlán,523,20,25.23,9.88
Santo Domingo Yodohino,524,20,27.7,11.93
Santo Domingo Zanatepec,525,20,35.15,23.41
Santo Domingo de Morelos,509,20,31.65,20.71
Santo Tomás,78,15,20.62,12.01
Santo Tomás Hueyotlipan,151,21,24.29,13.73
Santo Tomás Jalieza,530,20,27.53,12.7
Santo Tomás Mazaltepec,531,20,26.87,11.41
Santo Tomás Ocotepec,532,20,24.86,12.63
Santo Tomás Tamazulapan,533,20,26.33,12.37
Santos Reyes Nopala,526,20,30.1,18.67
Santos Reyes Pápalo,527,20,27.28,13.15
Santos Reyes Tepejillo,528,20,26.42,12.54
Santos Reyes Yucuná,529,20,29.73,14.62
Satevó,61,8,23.4,10.79
Saucillo,62,8,23.36,12.46
Sayula,82,14,23.71,10.75
Sayula de Alemán,144,30,29.39,21.7
Senguio,80,16,19.21,7.24
Seyé,67,31,34.95,19.46
Sierra Mojada,34,5,24.03,10.82
Silacayoápam,537,20,27.58,13.97
Silao de la Victoria,37,11,29.69,12.62
Siltepec,80,7,25.57,14.05
Simojovel,81,7,27.27,14.75
Sinaloa,17,25,31.2,16.61
Sinanché,68,31,32.52,20.09
Singuilucan,57,13,24.65,9.36
Sitalá,82,7,28.48,15.2
Sitio de Xitlapehua,538,20,26.69,12.06
Sochiapa,146,30,26.38,16.11
Socoltenango,83,7,28.27,19.08
Soconusco,145,30,29.58,21.32
Soledad Atzompa,147,30,24.41,13.32
Soledad Etla,539,20,27.06,11.41
Soledad de Doblado,148,30,31.29,21.04
Soledad de Graciano Sánchez,35,24,29.26,9.61
Solidaridad,8,23,32.87,17.33
Solosuchiapa,84,7,27.14,17.86
Soltepec,152,21,23.39,11.52
Sombrerete,42,32,22.58,5.09
Soteapan,149,30,27.82,20.63
Soto la Marina,37,28,26.67,20.08
Sotuta,69,31,34.79,19.02
Soyaló,85,7,24.51,14.97
Soyaniquilpan de Juárez,79,15,25.16,10.31
Soyopa,61,26,28.27,9.11
Suaqui Grande,62,26,29.51,10.98
Suchiapa,86,7,27.07,17.5
Suchiate,87,7,31.86,22.91
Sucilá,70,31,35.17,18.59
Sudzal,71,31,35.11,18.84
Sultepec,80,15,20.01,13.14
Suma,72,31,34.05,19.2
Sunuapa,88,7,28.7,22.06
Susticacán,43,32,22.18,5.25
Susupuato,81,16,23.34,13.87
Sáric,60,26,24.6,12.07
Súchil,33,10,21.39,3.72
Tabasco,44,32,28.01,7.85
Tacotalpa,15,27,29.18,20.27
Tacámbaro,82,16,22.01,14.24
Tahdziú,73,31,34.94,19.13
Tahmek,74,31,35.07,19.36
Tala,83,14,29.99,12.67
Talpa de Allende,84,14,26.69,16.77
Tamalín,150,30,25.92,20.22
Tamasopo,36,24,26.29,16.82
Tamazula,34,10,27.04,11.86
Tamazula de Gordiano,85,14,28.28,15.21
Tamazulápam del Espíritu Santo,31,20,25.85,13.42
Tamazunchale,37,24,24.98,16.1
Tamiahua,151,30,25.66,20.54
Tampacán,38,24,26.48,17.96
Tampamolón Corona,39,24,26.76,18.44
Tampico,38,28,26.71,20.87
Tampico Alto,152,30,26.16,20.12
Tamuín,40,24,28.41,19.8
Tancanhuitz,12,24,25.46,16.6
Tancoco,153,30,25.68,19.34
Tancítaro,83,16,28.39,18.42
Tanetze de Zaragoza,541,20,25.44,12.56
Tangamandapio,84,16,27.99,14.0
Tangancícuaro,85,16,27.08,12.93
Tanhuato,86,16,30.97,14.03
Taniche,542,20,28.11,13.18
Tanlajás,41,24,26.97,18.35
Tanquián de Escobedo,42,24,27.16,19.05
Tantima,154,30,26.28,19.75
Tantoyuca,155,30,27.07,19.62
Tapachula,89,7,30.47,20.52
Tapalapa,90,7,26.05,16.54
Tapalpa,86,14,22.22,10.6
Tapilula,91,7,25.5,15.3
Tarandacuao,38,11,23.88,9.73
Taretan,87,16,24.4,16.08
Tarimoro,39,11,27.58,11.41
Tarímbaro,88,16,23.93,11.28
Tasquillo,58,13,27.79,11.64
Tatahuicapan de Juárez,209,30,28.5,21.8
Tataltepec de Valdés,543,20,29.55,18.16
Tatatila,156,30,20.29,11.53
Taxco de Alarcón,55,12,23.61,14.81
Teabo,75,31,34.28,19.27
Teapa,16,27,29.45,21.95
Tecali de Herrera,153,21,24.98,14.47
Tecalitlán,87,14,28.51,16.8
Tecamachalco,154,21,24.17,13.48
Tecate,3,2,23.21,11.44
Techaluta de Montenegro,89,14,26.28,11.64
Tecoanapa,56,12,30.28,20.43
Tecoh,76,31,34.47,19.55
Tecolotlán,88,14,26.62,13.84
Tecolutla,158,30,25.37,20.16
Tecomatlán,155,21,31.6,17.93
Tecomán,9,6,31.29,21.91
Tecozautla,59,13,27.97,12.36
Tecpatán,92,7,27.99,21.45
Tecuala,16,18,30.33,19.3
Tecámac,81,15,26.71,13.69
Tehuacán,156,21,26.59,13.12
Tehuipango,159,30,24.41,13.76
Tehuitzingo,157,21,31.39,18.37
Tejupilco,82,15,21.39,13.7
Tekal de Venegas,77,31,35.35,18.83
Tekantó,78,31,35.0,19.16
Tekax,79,31,33.66,19.59
Tekit,80,31,34.35,19.3
Tekom,81,31,35.88,18.76
Telchac Pueblo,82,31,33.24,19.3
Telchac Puerto,83,31,32.2,20.28
Teloloapan,58,12,24.81,16.48
Temamatla,83,15,18.72,8.75
Temascalapa,84,15,26.01,12.17
Temascalcingo,85,15,22.31,8.82
Temascaltepec,86,15,14.14,7.49
Temax,84,31,34.63,18.93
Temixco,18,17,24.45,13.97
Temoac,33,17,26.06,14.67
Temoaya,87,15,20.45,8.22
Temozón,85,31,35.47,18.45
Tempoal,161,30,27.25,19.43
Temósachic,63,8,20.78,2.98
Tenabo,8,4,33.46,20.61
Tenamaxtlán,90,14,26.09,13.89
Tenampa,162,30,27.12,16.99
Tenampulco,158,21,22.25,16.02
Tenancingo,27,29,22.255000000000003,12.305
Tenango de Doria,60,13,21.71,12.09
Tenango del Aire,89,15,19.15,9.5
Tenango del Valle,90,15,18.68,9.74
Tenejapa,93,7,24.12,12.14
Tenochtitlán,163,30,22.57,13.78
Tenosique,17,27,30.98,23.82
Teocaltiche,91,14,29.6,10.85
Teocelo,164,30,25.07,15.34
Teococuilco de Marcos Pérez,544,20,25.77,10.15
Teocuitatlán de Corona,92,14,27.52,14.38
Teolocholco,28,29,22.29,10.89
Teoloyucan,91,15,25.57,12.59
Teopantlán,159,21,27.69,16.47
Teopisca,94,7,25.37,15.62
Teotihuacán,92,15,25.69,13.21
Teotitlán de Flores Magón,545,20,28.17,14.18
Teotitlán del Valle,546,20,25.87,11.16
Teotlalco,160,21,30.51,17.23
Teotongo,547,20,26.98,11.42
Tepache,63,26,26.13,9.41
Tepakán,86,31,34.68,19.0
Tepalcatepec,89,16,33.75,20.73
Tepalcingo,19,17,29.74,16.83
Tepanco de López,161,21,25.6,13.04
Tepango de Rodríguez,162,21,20.05,11.14
Tepatitlán de Morelos,93,14,27.51,12.53
Tepatlaxco,165,30,28.65,17.73
Tepatlaxco de Hidalgo,163,21,19.63,10.16
Tepeaca,164,21,22.65,12.5
Tepeapulco,61,13,24.84,9.13
Tepechitlán,45,32,26.88,10.51
Tepecoacuilco de Trujano,59,12,30.89,18.38
Tepehuacán de Guerrero,62,13,22.94,14.49
Tepehuanes,35,10,24.35,3.77
Tepeji del Río de Ocampo,63,13,25.2,10.7
Tepelmeme Villa de Morelos,548,20,27.13,12.78
